interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
42,"[27.823281211218664, 39.58281905702295, 53.764508720749795, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1056.825003675523, 2877.4763269581317, 3256.919615407515, 0, 0, 0]","[2972.174996324477, 5224.523673041868, 12854.080384592486, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1121, 3207, 8662, 0, 0, 0]","[(185.94693333333333, 0.0036666666666666666, 0.0061333333333333335), (169.5180666666667, 8.277133333333333, 0.14653333333333332), (256.551, 0.014, 0.0024666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4109.053066666666, 1859.9963333333333, 999.9938666666667), (17010.481933333333, 1791.7228666666667, 1524.8534666666667), (34103.449, 1882.6860000000001, 1333.7475333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0005944444444444444), (4, 8.906633333333335, 3.688733333333333), (8, 0.44465, 0.006922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109405555555554), (16101, 42.993366666666674, 2.5012666666666665), (32204, 57.75535, 11.633077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
43,"[40.63042938694465, 39.58281905702295, 23.456023834647137, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[655.4561534558987, 2376.156783987595, 1366.149239274299, 0, 0, 0]","[3373.543846544101, 5725.843216012405, 14744.850760725702, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1637, 3207, 3779, 0, 0, 0]","[(210.32593333333332, 0.0036666666666666666, 0.0062), (245.88946666666666, 0.086, 0.6089999999999999), (190.8402, 0.005200000000000001, 0.002333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4084.6740666666665, 1859.9963333333333, 999.9938), (16934.110533333333, 1799.914, 1524.391), (34169.1598, 1882.6948, 1333.7476666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 1.666666666666667e-05, 0.0006166666666666667), (4, 0.0, 0.001011111111111111), (5, 0.78925, 0.01223888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 10.109383333333334), (16101, 51.900000000000006, 6.188988888888888), (32207, 57.41075, 11.62776111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
44,"[38.049143708116155, 40.43446062700568, 25.796039972689467, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[426.67913363334486, 1678.4833010801176, 2060.4280407364645, 0, 0, 0]","[3602.320866366655, 6423.516698919882, 14050.571959263536, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1533, 3276, 4156, 0, 0, 0]","[(23.32973333333333, 0.0038666666666666663, 0.002), (123.68693333333333, 0.10693333333333334, 1.2305999999999997), (265.63866666666667, 0.29860000000000003, 0.004266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.670266666667, 1859.9961333333333, 999.998), (17056.313066666666, 1799.8930666666668, 1523.7694), (34094.361333333334, 1882.4014, 1333.7457333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00021666666666666666), (3, 1.666666666666667e-05, 0.00048333333333333334), (4, 0.7212166666666667, 0.07233333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109783333333333), (16102, 51.89998333333334, 6.189516666666666), (32208, 57.47878333333334, 11.567666666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
45,"[28.369322412509305, 46.395951616884716, 24.424306374526722, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1136.0720842757648, 1935.6835601375776, 1607.05935521879, 0, 0, 0]","[2892.9279157242354, 6166.316439862422, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1143, 3759, 3935, 0, 0, 0]","[(340.611, 0.0102, 0.019266666666666668), (38.00913333333334, 0.006733333333333334, 0.0021333333333333334), (86.68133333333331, 0.22099999999999997, 0.004533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3954.389, 1859.9898, 999.9807333333333), (17141.990866666667, 1799.9932666666666, 1524.9978666666666), (34273.318666666666, 1882.479, 1333.7454666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0035055555555555556), (4, 0.0, 0.0014333333333333333), (2, 0.0002833333333333333, 0.0949), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106494444444444), (16101, 51.900000000000006, 6.1885666666666665), (32210, 58.19971666666667, 11.545099999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
46,"[42.34301315462894, 24.784003949642063, 38.01750356899013, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[881.4118920880468, 1456.8002913214868, 5355.705799937069, 0, 0, 0]","[3147.588107911953, 6645.199708678513, 10755.29420006293, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1706, 2008, 6125, 0, 0, 0]","[(373.37859999999995, 0.009866666666666666, 0.0194), (12.014266666666666, 0.005466666666666667, 0.0009333333333333334), (1163.3940666666665, 0.0564, 0.05573333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3921.6214, 1859.9901333333332, 999.9806), (17167.985733333335, 1799.9945333333333, 1524.9990666666667), (33196.60593333333, 1882.6436, 1333.6942666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.001911111111111111), (2, 0.0, 0.0010722222222222222), (6, 0.0032, 0.0025111111111111115), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108088888888888), (16103, 51.900000000000006, 6.188927777777777), (32206, 58.1968, 11.637488888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
47,"[42.14445271779598, 35.31226857566033, 38.01750356899013, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[317.8853161136635, 0, 3057.7030363938634, 0, 0, 0]","[3711.1146838863365, 8102, 13053.296963606137, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1698, 2861, 6125, 0, 0, 0]","[(406.32213333333334, 0.0104, 0.0174), (20.621000000000002, 0.005333333333333333, 0.0007999999999999999), (1053.6427333333334, 0.05313333333333333, 0.05280000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3888.677866666667, 1859.9896, 999.9826), (17159.379, 1799.9946666666667, 1524.9992), (33306.357266666666, 1882.6468666666667, 1333.6972), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0031277777777777775), (5, 0.0, 0.0013), (6, 0.0, 0.001361111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.106872222222222), (16100, 51.900000000000006, 6.1887), (32206, 58.2, 11.638638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
48,"[27.10349962769918, 26.15403604048383, 58.891440630625034, 0.0, 0.0, 0.0]","[2, 2, 5, 0, 0, 0]","[795.5030517851438, 830.7734604618192, 5643.616104678575, 0, 0, 0]","[3233.4969482148563, 7271.226539538181, 10467.383895321425, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1092, 2119, 9488, 0, 0, 0]","[(61.86573333333333, 0.007733333333333333, 0.0004), (116.04206666666666, 0.0003333333333333333, 0.0012666666666666668), (1598.8146, 0.02113333333333333, 0.011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4233.134266666667, 1859.9922666666666, 999.9996), (17063.957933333335, 1799.9996666666666, 1524.9987333333333), (32761.1854, 1882.6788666666666, 1333.7383333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0013), (5, 0.0, 0.0023777777777777777), (10, 0.04615, 0.03323888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108699999999999), (16100, 51.900000000000006, 6.187622222222222), (32202, 58.153850000000006, 11.60676111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
49,"[41.22611069744354, 26.15403604048383, 47.253429333995406, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1097.3535782425158, 1591.456288633477, 2785.6404988695167, 0, 0, 0]","[2931.646421757484, 6510.543711366523, 13325.359501130482, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1661, 2119, 7613, 0, 0, 0]","[(117.0904, 0.009333333333333334, 6.666666666666668e-05), (134.2174, 0.0, 0.0010666666666666667), (1610.8736, 0.011466666666666667, 0.007933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4177.9096, 1859.9906666666666, 999.9999333333334), (17045.7826, 1800.0, 1524.9989333333333), (32749.1264, 1882.6885333333335, 1333.7420666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0022444444444444443), (5, 0.04748333333333333, 0.019105555555555556), (9, 1.666666666666667e-05, 0.01803888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107755555555554), (16100, 51.85251666666667, 6.170894444444444), (32203, 58.199983333333336, 11.62196111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
50,"[61.72747580044676, 40.1505801036781, 26.305009000062068, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1180.1357558225225, 1134.0075608188852, 2192.9787383724074, 0, 0, 0]","[2848.8642441774773, 6967.992439181115, 13918.021261627593, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2487, 3253, 4238, 0, 0, 0]","[(145.83846666666665, 0.005533333333333333, 0.0012666666666666668), (150.9946, 0.0048000000000000004, 0.0012000000000000001), (13.893, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4149.161533333333, 1859.9944666666668, 999.9987333333333), (17029.005400000002, 1799.9952, 1524.9988), (34346.107, 1882.7, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.05158333333333333, 0.019422222222222223), (7, 0.0, 0.002688888888888889), (3, 0.0, 0.00011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.04841666666665, 10.090577777777778), (16098, 51.900000000000006, 6.187311111111111), (32209, 58.2, 11.639883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
51,"[56.76346487962274, 27.0303628733646, 47.234808515920804, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1170.765465101826, 1541.4030778313754, 5140.931244352529, 0, 0, 0]","[2858.234534898174, 6560.596922168625, 10970.068755647471, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2287, 2190, 7610, 0, 0, 0]","[(96.73013333333333, 0.005533333333333333, 0.0015333333333333334), (109.0518, 0.0046, 6.666666666666668e-05), (116.74106666666668, 0.0047333333333333324, 0.0004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.2698666666665, 1859.9944666666668, 999.9984666666667), (17070.9482, 1799.9954, 1524.9999333333333), (34243.25893333333, 1882.6952666666666, 1333.7496), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0019944444444444445), (4, 0.0, 0.0013444444444444443), (5, 0.0, 0.007038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108005555555556), (16101, 51.900000000000006, 6.188655555555555), (32207, 58.2, 11.63296111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
52,"[80.31769669893274, 27.0303628733646, 33.62299050338278, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1014.2447549166185, 786.6350890147144, 0, 0, 0, 0]","[3014.7552450833814, 7315.364910985286, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3236, 2190, 5417, 0, 0, 0]","[(183.58679999999998, 0.0061333333333333335, 0.0014), (178.9568, 0.004533333333333333, 0.0006000000000000001), (150.9948, 0.004733333333333333, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4111.4132, 1859.9938666666667, 999.9986), (17001.0432, 1799.9954666666667, 1524.9994), (34209.0052, 1882.6952666666666, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.0024222222222222223), (4, 0.0, 0.001472222222222222), (3, 1.666666666666667e-05, 0.003494444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.107577777777777), (16101, 51.900000000000006, 6.188527777777777), (32209, 58.199983333333336, 11.636505555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
53,"[69.14867212707868, 41.47124166872377, 13.202160014896656, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[792.8908686911827, 1831.5105715727789, 2122.456120514357, 0, 0, 0]","[3236.1091313088173, 6270.489428427221, 13988.543879485644, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2786, 3360, 2127, 0, 0, 0]","[(169.8684, 0.0018, 0.0002), (174.76133333333334, 0.00046666666666666666, 0.00013333333333333334), (294.999, 0.0006, 0.00046666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4125.1316, 1859.9982, 999.9998), (17005.238666666668, 1799.9995333333334, 1524.9998666666668), (34065.001, 1882.6994, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.001188888888888889), (7, 0.0, 0.004044444444444444), (1, 0.0, 0.0016055555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.10881111111111), (16098, 51.900000000000006, 6.185955555555555), (32211, 58.2, 11.638394444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
54,"[89.25291635641598, 39.37299432238953, 25.907764881137112, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[636.1630175954458, 2917.4491866239805, 4156.799311596134, 0, 0, 0]","[3392.836982404554, 5184.5508133760195, 11954.200688403866, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3596, 3190, 4174, 0, 0, 0]","[(277.52206666666666, 0.0020666666666666667, 0.0002), (46.4416, 0.0013333333333333335, 0.0019333333333333333), (415.2355333333333, 0.0038666666666666667, 0.0019999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017.4779333333336, 1859.9979333333333, 999.9998), (17133.5584, 1799.9986666666666, 1524.9980666666668), (33944.76446666667, 1882.6961333333334, 1333.748), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.006744444444444445), (6, 0.0, 0.0034111111111111113), (2, 0.0, 0.0032277777777777773), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.103255555555554), (16099, 51.900000000000006, 6.186588888888888), (32210, 58.2, 11.636772222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
55,"[94.76296847853065, 53.381881017032825, 25.907764881137112, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[861.7561699908625, 2956.6744079868718, 1791.9824020518593, 0, 0, 0]","[3167.2438300091376, 5145.325592013129, 14319.017597948141, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3818, 4325, 4174, 0, 0, 0]","[(260.04626666666667, 0.006866666666666667, 0.0002666666666666667), (423.0544, 7.664533333333333, 2.4927333333333332), (528.4815333333333, 0.0006666666666666668, 0.0030666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4034.9537333333333, 1859.9931333333334, 999.9997333333333), (16756.9456, 1792.3354666666667, 1522.5072666666667), (33831.51846666667, 1882.6993333333335, 1333.7469333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.04875), (8, 0.0, 0.017672222222222225), (2, 0.0, 0.002355555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.06125), (16097, 51.900000000000006, 6.172327777777777), (32210, 58.2, 11.637644444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
56,"[101.78704393149664, 55.46778573191804, 30.556762460430765, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[908.180386339702, 1970.2597979571215, 1138.092347654695, 0, 0, 0]","[3120.8196136602983, 6131.740202042878, 14972.907652345304, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[4101, 4494, 4923, 0, 0, 0]","[(200.976, 0.005, 0.0), (756.7201999999999, 19.00486666666667, 2.4874), (82.4878, 0.0046, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4094.024, 1859.995, 1000.0), (16423.2798, 1780.9951333333333, 1522.5126), (34277.5122, 1882.6954, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.020616666666666665), (9, 0.0, 0.006461111111111111), (2, 0.0, 0.002266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.089383333333332), (16096, 51.900000000000006, 6.183538888888888), (32210, 58.2, 11.637733333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
57,"[82.40258128567883, 38.65712169834609, 50.549314133200916, 18.96252171754778, 0.0, 0.0]","[2, 3, 3, 1, 0, 0]","[594.1340891818422, 1365.8391385629238, 5773.85214226034, 607.4910734346491, 0, 0]","[3434.8659108181578, 6736.160861437076, 10337.14785773966, 3421.508926565351, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3320, 3132, 8144, 764, 0, 0]","[(59.068666666666665, 0.0002, 0.00013333333333333334), (455.3870666666667, 16.1096, 2.5802666666666663), (380.10793333333334, 0.0054, 0.0005333333333333334), (36.3506, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0)]","[(4235.931333333333, 1859.9998, 999.9998666666667), (16724.612933333334, 1783.8904, 1522.4197333333334), (33979.89206666667, 1882.6946, 1333.7494666666666), (4258.6494, 1859.9953333333333, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0008222222222222222), (6, 0.0, 0.0027166666666666663), (3, 0.0, 0.0037833333333333334), (1, 0.0, 0.00105), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109177777777777), (16099, 51.900000000000006, 6.187283333333333), (32209, 58.2, 11.636216666666666), (4025, 67.1, 10.10895), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
58,"[99.85107967237528, 36.7316711922982, 68.90944075476384, 18.96252171754778, 0.0, 0.0]","[2, 3, 4, 1, 0, 0]","[439.0876958201859, 1593.427458326818, 2588.4485776583833, 0, 0, 0]","[3589.912304179814, 6508.572541673182, 13522.551422341618, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[4023, 2976, 11102, 764, 0, 0]","[(76.89500000000001, 0.004666666666666667, 6.666666666666668e-05), (160.64933333333335, 0.0, 0.0), (605.2016666666666, 0.0084, 0.0020666666666666663), (41.943, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0)]","[(4218.105, 1859.9953333333333, 999.9999333333334), (17019.350666666665, 1800.0, 1525.0), (33754.79833333333, 1882.6916, 1333.7479333333333), (4253.057, 1859.9953333333333, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0015055555555555556), (6, 0.0, 0.0032166666666666667), (6, 0.05556666666666666, 0.03010555555555555), (1, 0.0, 0.0010222222222222221), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108494444444444), (16099, 51.900000000000006, 6.186783333333333), (32206, 58.14443333333334, 11.609894444444443), (4025, 67.1, 10.108977777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
59,"[85.97666914867213, 49.41989632189583, 49.816895288933026, 11.888806155373542, 0.0, 0.0]","[1, 4, 3, 1, 0, 0]","[347.95014350013605, 2853.5705012570393, 1626.0301554285925, 403.78526788757745, 0, 0]","[3681.049856499864, 5248.42949874296, 14484.969844571408, 3625.2147321124226, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3464, 4004, 8026, 479, 0, 0]","[(20.271933333333333, 0.0, 0.0), (141.775, 6.666666666666668e-05, 0.0011333333333333334), (216.3554666666667, 0.004866666666666667, 0.00013333333333333337), (36.3506, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0)]","[(4274.728066666667, 1860.0, 1000.0), (17038.225, 1799.9999333333333, 1524.9988666666666), (34143.64453333333, 1882.6951333333334, 1333.7498666666668), (4258.6494, 1859.9953333333333, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 4.9999999999999996e-05), (10, 0.04601666666666666, 0.01847777777777778), (6, 0.01295, 0.009383333333333332), (1, 0.0, 0.0010333333333333334), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.10995), (16095, 51.85398333333334, 6.1715222222222215), (32206, 58.187050000000006, 11.630616666666665), (4025, 67.1, 10.108966666666666), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
60,"[11.839166046165301, 37.805480128363364, 22.059462479051582, 24.646314221891288, 0.0, 0.0]","[1, 3, 2, 2, 0, 0]","[470.43961153182295, 2077.1678707873652, 3113.406946582449, 514.5578929491571, 0, 0]","[3558.560388468177, 6024.832129212635, 12997.593053417551, 3514.442107050843, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[477, 3063, 3554, 993, 0, 0]","[(18.52426666666667, 0.0, 0.0), (158.24673333333334, 0.00013333333333333334, 0.0011333333333333334), (50.3316, 0.004666666666666667, 0.0), (31.80613333333333, 0.0046, 0.0), (0, 0, 0), (0, 0, 0)]","[(4276.475733333334, 1860.0, 1000.0), (17021.753266666667, 1799.9998666666668, 1524.9988666666666), (34309.6684, 1882.6953333333333, 1333.75), (4263.1938666666665, 1859.9954, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 4.4444444444444447e-05), (8, 0.0, 0.0016055555555555556), (4, 0.0, 0.0011333333333333334), (2, 0.0, 0.001061111111111111), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109955555555555), (16097, 51.900000000000006, 6.188394444444444), (32208, 58.2, 11.638866666666665), (4024, 67.1, 10.108938888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
61,"[21.916108215438072, 39.656874845717105, 39.38303022779468, 12.757508066517747, 0.0, 0.0]","[2, 3, 3, 1, 0, 0]","[477.82906770355663, 1643.0930682954395, 2829.8060575811623, 350.4391872971012, 0, 0]","[3551.1709322964434, 6458.9069317045605, 13281.193942418839, 3678.5608127028986, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[883, 3213, 6345, 514, 0, 0]","[(24.815333333333335, 0.0, 0.0), (1562.377266666667, 0.0004, 0.0018666666666666666), (3506.4376, 0.6210666666666668, 0.0428), (20.62146666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4270.184666666667, 1860.0, 1000.0), (15617.622733333334, 1799.9996, 1524.9981333333333), (30853.5624, 1882.0789333333335, 1333.7072), (4274.3785333333335, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 5.555555555555556e-05), (8, 0.0, 0.0013333333333333333), (7, 3.203133333333333, 0.7015555555555555), (1, 0.0, 3.888888888888889e-05), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109944444444444), (16097, 51.900000000000006, 6.188666666666666), (32205, 54.99686666666667, 10.938444444444443), (4025, 67.1, 10.10996111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
62,"[26.458178207992056, 43.71760059244631, 39.88579231580908, 12.757508066517747, 0.0, 0.0]","[2, 3, 3, 1, 0, 0]","[439.38745374493504, 1334.8952441792542, 3286.5634811919, 0, 0, 0]","[3589.612546255065, 6767.104755820746, 12824.4365188081, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1066, 3542, 6426, 514, 0, 0]","[(59.41866666666667, 0.004666666666666667, 0.00013333333333333334), (1232.2503333333334, 0.0007333333333333332, 0.0062), (3288.333866666667, 0.6609333333333333, 0.04873333333333334), (17.825200000000002, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4235.5813333333335, 1859.9953333333333, 999.9998666666667), (15947.749666666667, 1799.9992666666667, 1524.9938), (31071.666133333332, 1882.0390666666667, 1333.7012666666667), (4277.1748, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011444444444444442), (7, 0.0007666666666666667, 0.00037777777777777777), (7, 2.814516666666667, 0.6667666666666665), (1, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108855555555555), (16098, 51.89923333333334, 6.189622222222222), (32205, 55.38548333333333, 10.973233333333333), (4025, 67.1, 10.109977777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
