interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
84,"[43.88185654008439, 37.99061960009874, 47.389981999875864, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[863.7358126112372, 1411.645861117819, 4514.720457877271, 0, 0, 0]","[3165.264187388763, 6690.354138882181, 11596.27954212273, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1768, 3078, 7635, 0, 0, 0]","[(489.33433333333335, 0.03373333333333334, 0.04306666666666667), (1303.029, 0.0006666666666666666, 0.001), (1291.8452666666667, 0.008866666666666665, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3805.6656666666668, 1859.9662666666666, 999.9569333333334), (15876.971, 1799.9993333333334, 1524.999), (33068.15473333334, 1882.6911333333335, 1333.7492666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.012188888888888888), (5, 0.0, 0.00021111111111111113), (5, 1.666666666666667e-05, 0.0021333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.09781111111111), (16100, 51.900000000000006, 6.189788888888889), (32207, 58.199983333333336, 11.637866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
85,"[49.88830975428146, 38.36089854356949, 46.45894109614549, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[452.02184410195173, 1627.5112172188353, 2887.872633508759, 0, 0, 0]","[3576.9781558980485, 6474.488782781164, 13223.12736649124, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2010, 3108, 7485, 0, 0, 0]","[(447.39133333333336, 0.5741333333333333, 0.17093333333333333), (1260.2123333333332, 0.005, 0.002266666666666667), (1146.0924, 0.004733333333333333, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3847.6086666666665, 1859.4258666666667, 999.8290666666667), (15919.787666666667, 1799.995, 1524.9977333333334), (33213.9076, 1882.6952666666666, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00011666666666666667, 0.011222222222222224), (6, 0.0, 0.0021000000000000007), (6, 0.05556666666666666, 0.027794444444444438), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09988333333332, 10.098777777777777), (16099, 51.900000000000006, 6.187899999999999), (32206, 58.14443333333334, 11.612205555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
86,"[34.251675353685776, 46.51937793137497, 47.452051393457886, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1161.6051624498114, 1278.5621217099347, 1619.5645677852426, 0, 0, 0]","[2867.3948375501886, 6823.437878290066, 14491.435432214757, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1380, 3769, 7645, 0, 0, 0]","[(486.53819999999996, 0.022399999999999993, 0.03413333333333334), (1451.2279999999998, 0.0044, 0.0021333333333333334), (3674.209466666667, 0.6211333333333333, 0.042866666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3808.4618, 1859.9776, 999.9658666666667), (15728.772, 1799.9956, 1524.9978666666666), (30685.790533333333, 1882.0788666666667, 1333.7071333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.005388888888888889), (8, 0.0, 0.003538888888888889), (8, 3.216083333333333, 0.7090666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10461111111111), (16097, 51.900000000000006, 6.186461111111111), (32204, 54.98391666666667, 10.930933333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
87,"[47.40630429386945, 20.723278202912862, 43.628576748805166, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1225.5142243899154, 1560.683273651268, 3076.8045988669783, 0, 0, 0]","[2803.4857756100846, 6541.316726348732, 13034.195401133022, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1910, 1679, 7029, 0, 0, 0]","[(404.04986666666673, 0.009000000000000001, 0.024600000000000004), (225.09353333333334, 0.0, 0.0), (3344.9568000000004, 0.6244, 0.04733333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3890.9501333333333, 1859.991, 999.9754), (16954.906466666667, 1800.0, 1525.0), (31015.0432, 1882.0756000000001, 1333.7026666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.004761111111111111), (5, 0.0, 0.001383333333333333), (9, 2.815166666666667, 0.6678166666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.105238888888888), (16100, 51.900000000000006, 6.188616666666666), (32203, 55.38483333333333, 10.972183333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
88,"[60.21345246959543, 20.723278202912862, 26.298802060703867, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[648.3533458453908, 0, 1275.279954468995, 0, 0, 0]","[3380.646654154609, 8102, 14835.720045531005, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2426, 1679, 4237, 0, 0, 0]","[(337.94553333333334, 0.009733333333333333, 0.029399999999999996), (325.75699999999995, 0.0, 0.0), (75.4966, 0.0044666666666666665, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3957.0544666666665, 1859.9902666666667, 999.9706), (16854.243, 1800.0, 1525.0), (34284.5034, 1882.6955333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.004633333333333333), (5, 0.0, 0.001411111111111111), (6, 0.0, 0.0011166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.105366666666667), (16100, 51.900000000000006, 6.188588888888888), (32206, 58.2, 11.638883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
89,"[42.56639364606602, 23.89533448531227, 43.2065048724474, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[0, 1890.116527689206, 4204.473382504512, 0, 0, 0]","[4029, 6211.883472310794, 11906.526617495489, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1715, 1936, 6961, 0, 0, 0]","[(46.17973333333333, 0.004333333333333334, 0.004333333333333333), (67.63226666666667, 0.0158, 0.016333333333333335), (135.61553333333333, 0.009, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.820266666667, 1859.9956666666667, 999.9956666666667), (17112.367733333333, 1799.9842, 1524.9836666666667), (34224.38446666667, 1882.691, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0001611111111111111), (6, 0.0, 0.009605555555555556), (5, 0.0, 0.003805555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109838888888888), (16099, 51.900000000000006, 6.180394444444444), (32207, 58.2, 11.636194444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
90,"[24.174733184413004, 66.21821772401876, 29.32158152814847, 0.0, 0.0, 0.0]","[1, 5, 2, 0, 0, 0]","[150.5129573764532, 4620.616486423938, 1791.9824020518593, 0, 0, 0]","[3878.4870426235466, 3481.383513576062, 14319.017597948141, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[974, 5365, 4724, 0, 0, 0]","[(7.6892, 0.0, 0.0), (1465.2077333333334, 0.005866666666666667, 0.006933333333333333), (72.70093333333332, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.3108, 1860.0, 1000.0), (15714.792266666667, 1799.9941333333334, 1524.9930666666667), (34287.29906666667, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.6666666666666667e-05), (11, 0.0007666666666666667, 0.00871111111111111), (2, 0.0, 0.0022055555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109983333333332), (16094, 51.89923333333334, 6.181288888888888), (32210, 58.2, 11.637794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
91,"[37.3541821792008, 66.18118982967168, 12.699397926882256, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[451.83259181833955, 1864.8377504493608, 0, 0, 0, 0]","[3577.1674081816604, 6237.162249550639, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1505, 5362, 2046, 0, 0, 0]","[(211.1128, 0.003733333333333333, 0.006266666666666668), (1374.1563333333331, 0.005200000000000001, 0.005533333333333334), (40.5448, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4083.8872, 1859.9962666666668, 999.9937333333334), (15805.843666666668, 1799.9948, 1524.9944666666668), (34319.4552, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0010055555555555558), (11, 3.3333333333333335e-05, 0.003466666666666667), (1, 0.0, 0.0011555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108994444444443), (16094, 51.89996666666667, 6.186533333333333), (32211, 58.2, 11.638844444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
92,"[53.53685778108712, 37.28708960750432, 37.4402582086773, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[476.0919837416496, 695.1705948048841, 4655.979410330199, 0, 0, 0]","[3552.9080162583505, 7406.829405195116, 11455.0205896698, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2157, 3021, 6032, 0, 0, 0]","[(211.11273333333332, 0.008199999999999999, 0.006266666666666667), (347.2519333333334, 0.0011333333333333332, 0.0038), (356.5154, 0.01, 0.0006666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4083.8872666666666, 1859.9918, 999.9937333333334), (16832.748066666667, 1799.9988666666666, 1524.9962), (34003.4846, 1882.69, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0016555555555555557), (8, 0.06351666666666665, 0.016044444444444445), (6, 0.0, 0.003794444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108344444444445), (16097, 51.83648333333334, 6.173955555555555), (32206, 58.2, 11.636205555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
93,"[52.072474559444025, 25.40113552209331, 67.30184346098939, 0.0, 0.0, 0.0]","[2, 2, 5, 0, 0, 0]","[267.6050494897803, 2012.6075484046278, 6407.909296626206, 0, 0, 0]","[3761.3949505102196, 6089.392451595372, 9703.090703373793, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2098, 2058, 10843, 0, 0, 0]","[(72.74446666666667, 0.004533333333333333, 6.666666666666668e-05), (500.5194, 0.0, 0.0034), (517.2969999999999, 0.5488666666666667, 0.4397333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4222.255533333333, 1859.9954666666667, 999.9999333333334), (16679.4806, 1800.0, 1524.9966), (33842.703, 1882.1511333333333, 1333.3102666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011222222222222226), (5, 0.0, 0.0013499999999999999), (9, 0.0, 0.006677777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108877777777778), (16100, 51.900000000000006, 6.188649999999999), (32203, 58.2, 11.63332222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
94,"[68.15586994291387, 40.780054307578375, 43.2127118118056, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[324.07683067997914, 1436.3711836531484, 2125.432151282944, 0, 0, 0]","[3704.923169320021, 6665.628816346852, 13985.567848717055, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2746, 3304, 6962, 0, 0, 0]","[(179.96106666666665, 0.0002666666666666667, 0.0), (882.2008, 0.0, 0.003933333333333333), (489.335, 0.009866666666666666, 0.003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4115.038933333333, 1859.9997333333333, 1000.0), (16297.7992, 1800.0, 1524.9960666666666), (33870.665, 1882.6901333333333, 1333.747), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.006450000000000001), (8, 0.0, 0.0055944444444444436), (6, 0.0, 0.0032777777777777783), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10355), (16097, 51.900000000000006, 6.184405555555555), (32206, 58.2, 11.636722222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
95,"[71.82923802432364, 38.01530486299679, 24.219477375706038, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[499.29124815367686, 1022.0287790173022, 1645.2825219566423, 0, 0, 0]","[3529.708751846323, 7079.971220982698, 14465.717478043358, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2894, 3080, 3902, 0, 0, 0]","[(189.44166666666666, 0.0002666666666666667, 0.0), (661.3009999999999, 0.0, 0.0037333333333333333), (402.65259999999995, 0.005066666666666666, 0.0004666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4105.558333333333, 1859.9997333333333, 1000.0), (16518.699, 1800.0, 1524.9962666666668), (33957.3474, 1882.6949333333334, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.047294444444444445), (7, 0.0, 0.0011333333333333334), (2, 0.0, 0.0023499999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.062705555555555), (16098, 51.900000000000006, 6.188866666666666), (32210, 58.2, 11.637649999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
96,"[86.67163067758749, 24.52480868921254, 39.32096083421265, 0.0, 0.0, 0.0]","[2, 2, 3, 0, 0, 0]","[974.6589309629362, 1584.2645379716655, 5350.4878515447335, 0, 0, 0]","[3054.341069037064, 6517.735462028335, 10760.512148455266, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3492, 1987, 6335, 0, 0, 0]","[(32.15533333333333, 0.0, 0.0), (22.019599999999997, 0.007, 0.0030666666666666668), (138.41173333333336, 0.009399999999999999, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4262.844666666667, 1860.0, 1000.0), (17157.9804, 1799.993, 1524.9969333333333), (34221.588266666666, 1882.6906000000001, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0), (3, 0.0, 0.00039999999999999996), (4, 0.0, 0.0038166666666666657), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.11), (16102, 51.900000000000006, 6.1895999999999995), (32208, 58.2, 11.636183333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
97,"[82.15438073963762, 24.52480868921254, 39.32096083421265, 16.182675601886324, 0.0, 0.0]","[2, 2, 3, 1, 0, 0]","[267.6050180976449, 0, 4885.187003035776, 435.8925996621875, 0, 0]","[3761.394981902355, 8102, 11225.812996964225, 3593.1074003378126, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3310, 1987, 6335, 652, 0, 0]","[(32.94166666666667, 0.0, 0.0), (42.64166666666667, 0.007, 0.0030666666666666668), (145.40213333333332, 0.009266666666666666, 0.00020000000000000004), (3.1014666666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4262.058333333333, 1860.0, 1000.0), (17137.358333333334, 1799.993, 1524.9969333333333), (34214.59786666666, 1882.6907333333334, 1333.7498), (4291.898533333333, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0), (3, 0.0, 0.0004388888888888889), (4, 0.0, 0.003311111111111111), (3, 0.0, 5.555555555555557e-06), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.11), (16102, 51.900000000000006, 6.189561111111111), (32208, 58.2, 11.636688888888887), (4023, 67.1, 10.109994444444444), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
98,"[93.81980640357409, 9.898790422117996, 67.15287691639253, 16.182675601886324, 0.0, 0.0]","[2, 1, 5, 1, 0, 0]","[319.3147248848671, 695.1705948048841, 5164.146304244472, 0, 0, 0]","[3709.6852751151328, 7406.829405195116, 10946.853695755528, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3780, 802, 10819, 652, 0, 0]","[(10.222733333333332, 0.0005333333333333334, 0.003933333333333333), (246.06546666666674, 0.0, 6.666666666666668e-05), (3855.9622000000004, 0.6256, 0.0428), (2.6646666666666663, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4284.777266666667, 1859.9994666666666, 999.9960666666667), (16933.934533333333, 1800.0, 1524.9999333333333), (30504.0378, 1882.0744, 1333.7072), (4292.335333333333, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0), (3, 0.0, 0.001411111111111111), (8, 3.286983333333333, 0.7304944444444444), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.11), (16102, 51.900000000000006, 6.188588888888888), (32204, 54.91301666666667, 10.909505555555555), (4023, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
99,"[80.2680565897245, 34.645766477412984, 42.548569300477936, 14.817572598659718, 0.0, 0.0]","[1, 3, 3, 1, 0, 0]","[501.5636322632847, 2209.093813300942, 4168.921172152436, 401.4926806578124, 0, 0]","[3527.4363677367155, 5892.906186699058, 11942.078827847563, 3627.5073193421877, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3234, 2807, 6855, 597, 0, 0]","[(3.1454, 0.00013333333333333334, 0.00013333333333333334), (293.6006, 0.009333333333333334, 0.0002666666666666667), (3562.3612000000003, 0.8111333333333333, 0.05986666666666667), (3.582, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4291.8546, 1859.9998666666668, 999.9998666666667), (16886.3994, 1799.9906666666666, 1524.9997333333333), (30797.6388, 1881.8888666666667, 1333.6901333333333), (4291.418, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 1.1111111111111112e-05), (8, 0.0, 0.0034055555555555558), (5, 2.8857000000000004, 0.6920555555555553), (1, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10998888888889), (16097, 51.900000000000006, 6.186594444444444), (32207, 55.3143, 10.947944444444444), (4025, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
100,"[15.711094564408043, 34.645766477412984, 29.849171373595677, 27.773641102010426, 0.0, 0.0]","[1, 3, 2, 2, 0, 0]","[609.9134904702653, 1964.91206000606, 0, 281.5817342772684, 0, 0]","[3419.086509529735, 6137.08793999394, 16111, 3747.4182657227316, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[633, 2807, 4809, 1119, 0, 0]","[(911.5613333333334, 0.0005333333333333334, 0.0009333333333333332), (359.3115333333333, 0.009266666666666666, 6.666666666666668e-05), (3616.8874, 0.8084, 0.0638), (4.018866666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(3383.4386666666664, 1859.9994666666666, 999.9990666666666), (16820.688466666666, 1799.9907333333333, 1524.9999333333333), (30743.1126, 1881.8916000000002, 1333.6862), (4290.981133333334, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 6.666666666666667e-05), (8, 0.0, 0.0032833333333333334), (4, 2.3841666666666668, 0.7733444444444445), (3, 0.0, 2.7777777777777776e-05), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109933333333332), (16097, 51.900000000000006, 6.186716666666666), (32208, 55.81583333333334, 10.866655555555555), (4023, 67.1, 10.109972222222222), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
101,"[26.085877388930257, 35.38632436435448, 19.284960585935078, 12.931248448746588, 0.0, 0.0]","[2, 3, 1, 1, 0, 0]","[951.1581920524326, 1134.0572432154918, 1887.7843755618592, 0, 0, 0]","[3077.8418079475673, 6967.942756784509, 14223.21562443814, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1051, 2867, 3107, 521, 0, 0]","[(1012.2248, 0.004733333333333333, 0.0008666666666666667), (111.498, 0.012, 0.02153333333333333), (41.943, 0.004533333333333333, 6.666666666666668e-05), (3.494666666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(3282.7752, 1859.9952666666666, 999.9991333333334), (17068.502, 1799.988, 1524.9784666666667), (34318.057, 1882.6954666666668, 1333.7499333333333), (4291.5053333333335, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011499999999999998), (6, 0.00075, 0.0026722222222222225), (2, 0.0, 0.0011166666666666666), (2, 0.0, 0.0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108849999999999), (16099, 51.89925000000001, 6.187327777777777), (32210, 58.2, 11.638883333333332), (4024, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
