interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
11,"[22.387689252916356, 56.29474203900272, 21.891875116380113, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[871.9170875252117, 2437.279246616352, 1514.0646763633874, 0, 0, 0]","[3157.0829124747884, 5664.720753383648, 14596.935323636613, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[902, 4561, 3527, 0, 0, 0]","[28.834133333333334, 2468.258, 2074.7813333333334, 0, 0, 0]","[0.0038666666666666663, 0.01, 0.008933333333333333, 0, 0, 0]","[0.0038666666666666663, 0.002, 0.0017333333333333335, 0, 0, 0]","[4266.165866666666, 14711.742, 32285.218666666668, 4295, 17180, 34360]","[371.9961333333333, 359.99, 376.5310666666667, 372.0, 360.0, 376.54]","[199.99613333333335, 304.998, 266.74826666666667, 200.0, 305.0, 266.75]","[(3, 0.0, 1.6666666666666667e-05), (9, 0.0, 0.0013444444444444443), (4, 0.0, 0.0011277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109983333333332), (16096, 51.900000000000006, 6.188655555555555), (32208, 58.2, 11.63887222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,"[32.36535120377265, 42.470994816094795, 21.75532245049966, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[699.6777751245629, 0, 1607.05935521879, 0, 0, 0]","[3329.3222248754373, 8102, 14503.94064478121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1304, 3441, 3505, 0, 0, 0]","[101.3604, 2238.619733333333, 2111.131333333333, 0, 0, 0]","[0.025733333333333337, 0.0, 0.0088, 0, 0, 0]","[0.027066666666666662, 0.0018666666666666664, 0.0016, 0, 0, 0]","[4193.6396, 14941.380266666667, 32248.86866666667, 4295, 17180, 34360]","[371.97426666666667, 360.0, 376.5312, 372.0, 360.0, 376.54]","[199.97293333333334, 304.9981333333333, 266.7484, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0007666666666666667), (6, 0.0, 7.222222222222223e-05), (3, 0.0, 0.0009), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109233333333332), (16099, 51.900000000000006, 6.189927777777777), (32209, 58.2, 11.6391), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,"[34.79771655497642, 16.16884719822266, 50.872074979827445, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[1203.4066462439075, 673.2621285693309, 8054.464694707314, 0, 0, 0]","[2825.5933537560923, 7428.737871430669, 8056.535305292686, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1402, 1310, 8196, 0, 0, 0]","[519.3922666666666, 0.0, 218.4513333333333, 0, 0, 0]","[0.028133333333333333, 0.2296, 0.13040000000000002, 0, 0, 0]","[0.032933333333333335, 0.21546666666666664, 0.10973333333333331, 0, 0, 0]","[3775.6077333333333, 17180.0, 34141.54866666667, 4295, 17180, 34360]","[371.97186666666664, 359.7704, 376.4096, 372.0, 360.0, 376.54]","[199.96706666666665, 304.78453333333334, 266.64026666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0017722222222222223), (1, 0.0, 0.002944444444444445), (8, 0.0, 0.003483333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108227777777778), (16104, 51.900000000000006, 6.187055555555555), (32204, 58.2, 11.636516666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,"[49.46636882601142, 16.16884719822266, 50.872074979827445, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[1377.645128055508, 720.7346615522679, 2942.2845023409136, 0, 0, 0]","[2651.354871944492, 7381.265338447733, 13168.715497659086, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1993, 1310, 8196, 0, 0, 0]","[468.3618666666667, 0.0, 289.7545333333333, 0, 0, 0]","[0.028, 0.013333333333333336, 0.12453333333333333, 0, 0, 0]","[0.0336, 0.004666666666666666, 0.10426666666666667, 0, 0, 0]","[3826.6381333333334, 17180.0, 34070.24546666667, 4295, 17180, 34360]","[371.972, 359.9866666666667, 376.4154666666667, 372.0, 360.0, 376.54]","[199.9664, 304.99533333333335, 266.64573333333334, 200.0, 305.0, 266.75]","[(7, 1.666666666666667e-05, 0.0014777777777777775), (1, 0.0, 0.0031666666666666666), (8, 0.0, 0.0033388888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.108522222222222), (16104, 51.900000000000006, 6.1868333333333325), (32204, 58.2, 11.63666111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,"[49.6897493174485, 35.55912120464083, 22.798088262677673, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[891.5455636333069, 1521.9636309878945, 0, 0, 0, 0]","[3137.4544363666932, 6580.036369012106, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2002, 2881, 3673, 0, 0, 0]","[513.8001333333334, 866.8217333333333, 106.2556, 0, 0, 0]","[0.02826666666666667, 0.016133333333333333, 0.018, 0, 0, 0]","[0.03426666666666667, 0.008933333333333333, 0.00013333333333333337, 0, 0, 0]","[3781.199866666667, 16313.178266666666, 34253.7444, 4295, 17180, 34360]","[371.97173333333336, 359.98386666666664, 376.52200000000005, 372.0, 360.0, 376.54]","[199.96573333333333, 304.99106666666665, 266.74986666666666, 200.0, 305.0, 266.75]","[(7, 1.666666666666667e-05, 0.001388888888888889), (2, 0.011300000000000001, 0.0039), (5, 0.0, 0.0020944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.108611111111111), (16103, 51.88870000000001, 6.1861), (32207, 58.2, 11.637905555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,"[42.913874410523704, 47.124166872377195, 12.475948109986966, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[1290.4825255369897, 2686.530801244257, 1135.5979072025643, 0, 0, 0]","[2738.5174744630103, 5415.4691987557435, 14975.402092797436, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1729, 3818, 2010, 0, 0, 0]","[51.72706666666667, 1375.73, 41.94266666666665, 0, 0, 0]","[0.0, 0.1128, 0.08253333333333333, 0, 0, 0]","[0.0, 0.06266666666666668, 0.0030666666666666668, 0, 0, 0]","[4243.272933333334, 15804.27, 34318.05733333333, 4295, 17180, 34360]","[372.0, 359.8872, 376.4574666666667, 372.0, 360.0, 376.54]","[200.0, 304.93733333333336, 266.74693333333335, 200.0, 305.0, 266.75]","[(6, 0.0, 0.001238888888888889), (6, 0.015133333333333334, 0.006622222222222223), (2, 0.0, 0.00016111111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10876111111111), (16099, 51.884866666666674, 6.183377777777777), (32210, 58.2, 11.639838888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,"[57.65698684537106, 47.124166872377195, 12.475948109986966, 0.0, 0.0, 0.0]","[4, 3, 1, 0, 0, 0]","[594.1340891818422, 1410.3379774703376, 2010.2595573766505, 0, 0, 0]","[3434.8659108181578, 6691.662022529663, 14100.74044262335, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2323, 3818, 2010, 0, 0, 0]","[174.06, 1166.014, 113.24560000000001, 0, 0, 0]","[0.0004, 0.11253333333333333, 0.08159999999999999, 0, 0, 0]","[0.0002666666666666667, 0.06706666666666668, 0.0028, 0, 0, 0]","[4120.94, 16013.986, 34246.7544, 4295, 17180, 34360]","[371.9996, 359.8874666666667, 376.45840000000004, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9329333333333, 266.7472, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0021666666666666666), (6, 0.01145, 0.00203452380952381), (2, 0.0, 0.00011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.107833333333332), (16099, 51.88855, 6.187965476190476), (32210, 58.2, 11.639883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,"[29.883345743360636, 59.935818316465074, 29.290546831357457, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[683.0245033011905, 3280.446562869165, 2708.859478712651, 0, 0, 0]","[3345.9754966988094, 4821.553437130835, 13402.140521287349, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1204, 4856, 4719, 0, 0, 0]","[433.40959999999995, 484.26346666666666, 314.572, 0, 0, 0]","[0.0005333333333333334, 0.11133333333333333, 0.08893333333333334, 0, 0, 0]","[0.0, 0.07133333333333333, 0.005733333333333333, 0, 0, 0]","[3861.5904, 16695.736533333333, 34045.428, 4295, 17180, 34360]","[371.99946666666665, 359.88866666666667, 376.4510666666667, 372.0, 360.0, 376.54]","[200.0, 304.9286666666667, 266.74426666666665, 200.0, 305.0, 266.75]","[(4, 0.0, 0.006755555555555556), (13, 0.0, 0.0014666666666666667), (5, 0.0, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.103244444444444), (16092, 51.900000000000006, 6.188533333333333), (32207, 58.2, 11.639199999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,"[40.48150905931993, 48.02517896815601, 29.507789708894546, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[426.67913363334486, 1456.2270902246735, 2982.3867092354376, 0, 0, 0]","[3602.320866366655, 6645.772909775326, 13128.613290764562, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1631, 3891, 4754, 0, 0, 0]","[488.98333333333335, 211.80786666666665, 397.0604, 0, 0, 0]","[0.008799999999999999, 0.10746666666666667, 0.0068, 0, 0, 0]","[0.0044, 0.05546666666666666, 0.004933333333333333, 0, 0, 0]","[3806.0166666666664, 16968.192133333334, 33962.9396, 4295, 17180, 34360]","[371.9912, 359.89253333333335, 376.5332, 372.0, 360.0, 376.54]","[199.9956, 304.9445333333333, 266.7450666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.04792777777777778), (10, 0.0, 0.0010910256410256412), (4, 0.04615, 0.016800000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.062072222222222), (16095, 51.900000000000006, 6.188908974358974), (32208, 58.153850000000006, 11.623199999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,"[23.13229089103996, 49.79017526536658, 56.942461672149456, 0.0, 0.0, 0.0]","[2, 4, 4, 0, 0, 0]","[687.1341895910149, 2784.6945833463687, 3954.1234393004806, 0, 0, 0]","[3341.865810408985, 5317.305416653631, 12156.876560699518, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[932, 4034, 9174, 0, 0, 0]","[17.7364, 139.63226666666665, 446.16773333333333, 0, 0, 0]","[0.012666666666666666, 0.013466666666666667, 0.016, 0, 0, 0]","[0.008266666666666667, 0.005066666666666667, 0.005066666666666667, 0, 0, 0]","[4277.2636, 17040.367733333333, 33913.832266666665, 4295, 17180, 34360]","[371.9873333333333, 359.98653333333334, 376.524, 372.0, 360.0, 376.54]","[199.99173333333334, 304.99493333333334, 266.74493333333334, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00016111111111111108), (10, 0.0, 0.0018055555555555555), (8, 0.0, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109838888888888), (16095, 51.900000000000006, 6.188194444444444), (32204, 58.2, 11.637999999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,"[40.92827004219409, 37.21303381881017, 51.145180311588355, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[1139.0133835912968, 2048.544059931695, 3234.2416634572296, 0, 0, 0]","[2889.9866164087034, 6053.455940068305, 12876.75833654277, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1649, 3015, 8240, 0, 0, 0]","[693.8038666666666, 164.88666666666666, 196.25746666666666, 0, 0, 0]","[0.026266666666666667, 0.0132, 0.018533333333333332, 0, 0, 0]","[0.044000000000000004, 0.004266666666666666, 0.002266666666666667, 0, 0, 0]","[3601.1961333333334, 17015.113333333335, 34163.74253333333, 4295, 17180, 34360]","[371.9737333333333, 359.9868, 376.5214666666667, 372.0, 360.0, 376.54]","[199.956, 304.9957333333333, 266.7477333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0035333333333333336), (7, 0.0, 0.0017000000000000001), (6, 0.0, 0.0021499999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106466666666666), (16098, 51.900000000000006, 6.1883), (32206, 58.2, 11.637849999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
