interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
43,"[44.82501861504095, 51.41940261663787, 15.604245546521012, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1520.849184351426, 749.9511828834871, 1451.4337628278006, 0, 0, 0]","[2508.1508156485743, 7352.0488171165125, 14659.5662371722, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1806, 4166, 2514, 0, 0, 0]","[867.4317333333335, 2151.6766666666663, 83.886, 0, 0, 0]","[0.02093333333333333, 1.4390666666666667, 0.009333333333333334, 0, 0, 0]","[0.0348, 2.7970666666666673, 0.00013333333333333337, 0, 0, 0]","[3427.5682666666667, 15028.323333333334, 34276.114, 4295, 17180, 34360]","[371.97906666666665, 358.5609333333333, 376.53066666666666, 372.0, 360.0, 376.54]","[199.9652, 302.2029333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(5, 0.0, 0.003461111111111111), (10, 1.0436000000000003, 0.516438888888889), (2, 0.0, 0.0010388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106538888888888), (16095, 50.85640000000001, 5.673561111111111), (32210, 58.2, 11.63896111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
44,"[57.75626706378753, 9.923475685016045, 55.967972192911674, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[868.1036503811813, 0, 5454.899318739571, 0, 0, 0]","[3160.896349618819, 8102, 10656.100681260428, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2327, 804, 9017, 0, 0, 0]","[919.6861333333333, 111.848, 2379.5664, 0, 0, 0]","[0.030399999999999996, 0.0092, 0.0928, 0, 0, 0]","[0.0348, 0.0, 0.0052, 0, 0, 0]","[3375.313866666667, 17068.152, 31980.4336, 4295, 17180, 34360]","[371.9696, 359.9908, 376.4472, 372.0, 360.0, 376.54]","[199.9652, 305.0, 266.7448, 200.0, 305.0, 266.75]","[(6, 0.0, 0.00395), (3, 0.0, 0.0010444444444444446), (7, 1.666666666666667e-05, 0.007172222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10605), (16102, 51.900000000000006, 6.188955555555555), (32205, 58.199983333333336, 11.632827777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
45,"[38.073963762720275, 24.043446062700568, 52.72174290857178, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[778.2651972681967, 1485.7521719781382, 5680.557872735048, 0, 0, 0]","[3250.734802731803, 6616.247828021862, 10430.442127264952, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1534, 1948, 8494, 0, 0, 0]","[206.56799999999998, 68.41826666666667, 3368.0244000000002, 0, 0, 0]","[0.0184, 0.0, 0.09119999999999999, 0, 0, 0]","[0.00013333333333333337, 0.002, 0.0056, 0, 0, 0]","[4088.432, 17111.581733333333, 30991.975599999998, 4295, 17180, 34360]","[371.9816, 360.0, 376.4488, 372.0, 360.0, 376.54]","[199.99986666666666, 304.998, 266.7444, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0023333333333333335), (6, 0.04601666666666666, 0.016216666666666667), (6, 1.666666666666667e-05, 0.0037333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107666666666667), (16099, 51.85398333333334, 6.173783333333333), (32206, 58.199983333333336, 11.636266666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
46,"[42.367833209233055, 38.90397432732659, 52.72174290857178, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[793.1379256638223, 1605.521133002917, 1478.5590999631372, 0, 0, 0]","[3235.8620743361776, 6496.478866997083, 14632.440900036863, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1707, 3152, 8494, 0, 0, 0]","[461.0221333333333, 162.7032, 3233.8068, 0, 0, 0]","[0.0096, 0.0, 0.09213333333333333, 0, 0, 0]","[0.00013333333333333337, 0.004, 0.0054666666666666665, 0, 0, 0]","[3833.9778666666666, 17017.2968, 31126.1932, 4295, 17180, 34360]","[371.9904, 360.0, 376.4478666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 304.996, 266.7445333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.007483333333333334), (9, 0.0, 1.6666666666666667e-05), (6, 0.0, 0.0070777777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.102516666666666), (16096, 51.900000000000006, 6.189983333333333), (32206, 58.2, 11.632922222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
47,"[45.02357905187392, 39.57047642557393, 31.38849233442989, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[930.4907083769901, 1899.261409541007, 1494.6715624560145, 0, 0, 0]","[3098.5092916230096, 6202.738590458993, 14616.328437543985, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1814, 3206, 5057, 0, 0, 0]","[756.0205333333333, 86.68213333333333, 2759.1502666666665, 0, 0, 0]","[0.03346666666666666, 0.0, 0.18706666666666663, 0, 0, 0]","[0.03306666666666667, 0.004, 0.6856000000000001, 0, 0, 0]","[3538.9794666666667, 17093.317866666668, 31600.849733333333, 4295, 17180, 34360]","[371.96653333333336, 360.0, 376.35293333333334, 372.0, 360.0, 376.54]","[199.96693333333334, 304.996, 266.0644, 200.0, 305.0, 266.75]","[(6, 0.0001, 0.06012777777777778), (7, 0.04748333333333333, 0.016761111111111112), (3, 0.0008333333333333333, 0.5114277777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09989999999999, 10.049872222222222), (16098, 51.85251666666667, 6.173238888888888), (32209, 58.19916666666667, 11.128572222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,"[42.11963266319186, 35.522093310293755, 27.980882626776737, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[892.4855616801296, 1460.052063338512, 3984.4764626404562, 0, 0, 0]","[3136.5144383198704, 6641.947936661488, 12126.523537359544, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1697, 2878, 4508, 0, 0, 0]","[810.8966666666668, 18.086533333333332, 780.1393333333335, 0, 0, 0]","[0.051866666666666665, 0.0, 0.0092, 0, 0, 0]","[0.028933333333333335, 0.002, 0.0005333333333333334, 0, 0, 0]","[3484.1033333333335, 17161.913466666665, 33579.86066666667, 4295, 17180, 34360]","[371.9481333333333, 360.0, 376.5308, 372.0, 360.0, 376.54]","[199.97106666666667, 304.998, 266.74946666666665, 200.0, 305.0, 266.75]","[(6, 0.0, 0.027355555555555557), (7, 0.0, 0.00012222222222222221), (3, 0.0, 0.00145), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.082644444444444), (16098, 51.900000000000006, 6.189877777777777), (32209, 58.2, 11.638549999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,"[36.95706130553487, 34.238459639595156, 46.341009248339645, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[721.0775778236782, 2730.0347075778054, 1161.2390325445572, 0, 0, 0]","[3307.9224221763216, 5371.965292422195, 14949.760967455442, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1489, 2774, 7466, 0, 0, 0]","[1015.0191999999997, 35.4748, 591.3950666666666, 0, 0, 0]","[1.0956000000000001, 0.0004, 0.008933333333333333, 0, 0, 0]","[0.33320000000000005, 0.0012, 0.0005333333333333334, 0, 0, 0]","[3279.9808000000003, 17144.5252, 33768.604933333336, 4295, 17180, 34360]","[370.9044, 359.9996, 376.5310666666667, 372.0, 360.0, 376.54]","[199.6668, 304.9988, 266.74946666666665, 200.0, 305.0, 266.75]","[(7, 0.00011666666666666667, 0.011422222222222222), (5, 0.0, 0.0011055555555555556), (6, 0.05884999999999999, 0.02904444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09988333333332, 10.098577777777777), (16100, 51.900000000000006, 6.188894444444444), (32206, 58.14115, 11.610955555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,"[35.49267808389178, 53.67810417180942, 10.446278939854757, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[635.1556784457645, 1575.0295402728193, 0, 0, 0, 0]","[3393.8443215542356, 6526.970459727181, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1430, 4349, 1683, 0, 0, 0]","[858.4328, 2192.394666666667, 0.0, 0, 0, 0]","[0.0348, 0.0033333333333333335, 0.0088, 0, 0, 0]","[0.05746666666666666, 0.002, 0.00013333333333333337, 0, 0, 0]","[3436.5672, 14987.605333333333, 34360.0, 4295, 17180, 34360]","[371.9652, 359.99666666666667, 376.5312, 372.0, 360.0, 376.54]","[199.94253333333333, 304.998, 266.74986666666666, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0060888888888888885), (7, 0.0, 0.0015055555555555556), (2, 0.0, 0.0008444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10391111111111), (16098, 51.900000000000006, 6.188494444444444), (32210, 58.2, 11.639155555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,"[37.27972201538844, 29.72105652925204, 38.88026813978027, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1020.6320408881722, 375.11332887515897, 4717.7542719021585, 0, 0, 0]","[3008.367959111828, 7726.886671124841, 11393.245728097841, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1502, 2408, 6264, 0, 0, 0]","[1171.6068, 2997.5273333333334, 2692.7417333333337, 0, 0, 0]","[0.0296, 0.013333333333333332, 0.009466666666666667, 0, 0, 0]","[0.0556, 0.42066666666666663, 0.002266666666666667, 0, 0, 0]","[3123.3932, 14182.472666666667, 31667.258266666668, 4295, 17180, 34360]","[371.9704, 359.9866666666667, 376.5305333333334, 372.0, 360.0, 376.54]","[199.9444, 304.57933333333335, 266.7477333333333, 200.0, 305.0, 266.75]","[(4, 0.0, 0.005783333333333334), (4, 0.21001666666666666, 0.11826666666666669), (4, 0.04596666666666667, 0.01901111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.104216666666666), (16101, 51.68998333333334, 6.0717333333333325), (32208, 58.15403333333334, 11.620988888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,"[43.484735666418466, 20.649222414218713, 52.740363726646386, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[356.21520181969316, 839.4689362482208, 6141.555454389813, 0, 0, 0]","[3672.784798180307, 7262.53106375178, 9969.444545610186, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1752, 1673, 8497, 0, 0, 0]","[440.3994666666666, 1023.4082666666666, 4233.4474666666665, 0, 0, 0]","[0.016533333333333334, 0.030533333333333332, 0.0104, 0, 0, 0]","[0.0124, 0.4009333333333333, 0.0034666666666666665, 0, 0, 0]","[3854.6005333333333, 16156.591733333333, 30126.552533333335, 4295, 17180, 34360]","[371.9834666666667, 359.9694666666667, 376.5296, 372.0, 360.0, 376.54]","[199.9876, 304.59906666666666, 266.74653333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0016944444444444444), (4, 0.058233333333333324, 0.05393333333333333), (6, 1.666666666666667e-05, 0.0023833333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108305555555555), (16101, 51.84176666666667, 6.136066666666666), (32206, 58.199983333333336, 11.637616666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,"[26.681558699429136, 33.226363860775116, 51.39345788591645, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[412.8830870829142, 1315.3612288328113, 3142.6663447954334, 0, 0, 0]","[3616.1169129170858, 6786.638771167189, 12968.333655204566, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1075, 2692, 8280, 0, 0, 0]","[25.775333333333336, 177.5565333333333, 5035.9592, 0, 0, 0]","[0.0002666666666666667, 0.009733333333333333, 0.009333333333333332, 0, 0, 0]","[0.0002666666666666667, 0.0028000000000000004, 0.0036000000000000008, 0, 0, 0]","[4269.224666666667, 17002.443466666668, 29324.0408, 4295, 17180, 34360]","[371.9997333333333, 359.9902666666667, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99973333333332, 304.9972, 266.7464, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00010555555555555555), (8, 0.0, 0.002183333333333333), (6, 0.0, 0.002472222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109894444444445), (16097, 51.900000000000006, 6.1878166666666665), (32206, 58.2, 11.637527777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,"[23.951352692975924, 36.126882251295974, 37.29749860343865, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[958.185681940123, 1945.1903949061175, 3757.7860813508705, 0, 0, 0]","[3070.814318059877, 6156.809605093882, 12353.21391864913, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[965, 2927, 6009, 0, 0, 0]","[48.05826666666667, 118.8372, 2884.2817333333332, 0, 0, 0]","[0.0077333333333333325, 0.0012, 0.009733333333333333, 0, 0, 0]","[0.007866666666666666, 0.0028, 0.0019999999999999996, 0, 0, 0]","[4246.941733333333, 17061.1628, 31475.718266666667, 4295, 17180, 34360]","[371.9922666666667, 359.9988, 376.5302666666667, 372.0, 360.0, 376.54]","[199.99213333333333, 304.9972, 266.748, 200.0, 305.0, 266.75]","[(2, 0.0, 0.00015000000000000001), (9, 0.04601666666666666, 0.01636111111111111), (6, 0.00065, 0.0012833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10985), (16096, 51.85398333333334, 6.173638888888888), (32206, 58.19935, 11.638716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,"[39.190866219905686, 25.586274993828685, 35.96300664142512, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[649.1549632924089, 1067.0604529593884, 1719.3522916291872, 0, 0, 0]","[3379.845036707591, 7034.939547040612, 14391.647708370812, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1579, 2073, 5794, 0, 0, 0]","[51.28973333333334, 153.7908, 718.6211999999999, 0, 0, 0]","[0.002133333333333334, 0.0012, 0.008933333333333333, 0, 0, 0]","[0.002133333333333334, 0.0028, 0.00013333333333333337, 0, 0, 0]","[4243.710266666667, 17026.2092, 33641.3788, 4295, 17180, 34360]","[371.99786666666665, 359.9988, 376.5310666666667, 372.0, 360.0, 376.54]","[199.99786666666665, 304.9972, 266.74986666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0001), (6, 0.0, 0.0001666666666666667), (5, 0.08385, 0.02804444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1099), (16099, 51.900000000000006, 6.189833333333333), (32207, 58.116150000000005, 11.611955555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,"[42.7897741375031, 29.78276968649716, 29.333995406864876, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[802.1028423641355, 1334.8952441792542, 4726.815076875751, 0, 0, 0]","[3226.8971576358645, 6767.104755820746, 11384.184923124249, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1724, 2413, 4726, 0, 0, 0]","[118.66133333333333, 94.7204, 715.8269333333335, 0, 0, 0]","[0.010533333333333334, 0.0012, 0.3892, 0, 0, 0]","[0.0012000000000000001, 0.011066666666666666, 0.0276, 0, 0, 0]","[4176.3386666666665, 17085.2796, 33644.17306666667, 4295, 17180, 34360]","[371.98946666666666, 359.9988, 376.1508, 372.0, 360.0, 376.54]","[199.9988, 304.9889333333333, 266.7224, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0012277777777777777), (5, 0.0007666666666666667, 0.00029444444444444445), (4, 0.07118333333333333, 0.024955555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108772222222221), (16100, 51.89923333333334, 6.189705555555555), (32208, 58.12881666666667, 11.615044444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,"[47.60486473070241, 26.45025919526043, 44.18099435168518, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1249.4552716120077, 2086.0290756286786, 2097.770047607016, 0, 0, 0]","[2779.544728387992, 6015.970924371321, 14013.229952392983, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1918, 2143, 7118, 0, 0, 0]","[237.67573333333334, 207.2677333333333, 832.9161333333334, 0, 0, 0]","[0.015333333333333334, 0.010133333333333334, 0.39426666666666665, 0, 0, 0]","[0.014933333333333335, 0.005866666666666667, 0.03266666666666666, 0, 0, 0]","[4057.3242666666665, 16972.732266666666, 33527.08386666667, 4295, 17180, 34360]","[371.98466666666667, 359.98986666666667, 376.14573333333334, 372.0, 360.0, 376.54]","[199.98506666666665, 304.9941333333333, 266.71733333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.002988888888888889), (5, 3.3333333333333335e-05, 0.0014666666666666667), (7, 0.32739999999999997, 0.1030722222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107011111111111), (16100, 51.89996666666667, 6.188533333333333), (32205, 57.872600000000006, 11.536927777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,"[43.88185654008439, 45.322142680819546, 14.846998944820308, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[725.7304198733893, 1706.1886741472695, 2392.1417097460635, 0, 0, 0]","[3303.269580126611, 6395.81132585273, 13718.858290253937, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1768, 3672, 2392, 0, 0, 0]","[172.6633333333333, 2226.474666666667, 1.9213333333333331, 0, 0, 0]","[0.0054666666666666665, 0.010533333333333334, 0.0013333333333333333, 0, 0, 0]","[0.013866666666666668, 0.007866666666666666, 0.0013333333333333333, 0, 0, 0]","[4122.336666666667, 14953.525333333333, 34358.07866666667, 4295, 17180, 34360]","[371.9945333333333, 359.98946666666666, 376.5386666666667, 372.0, 360.0, 376.54]","[199.98613333333333, 304.99213333333336, 266.7486666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0010833333333333333), (7, 0.06351666666666665, 0.015216666666666667), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108916666666666), (16098, 51.83648333333334, 6.174783333333333), (32209, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
59,"[40.33258873169521, 41.26141693409035, 32.37539569238408, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[687.0512117139801, 2695.293852959896, 1494.6715624560145, 0, 0, 0]","[3341.94878828602, 5406.706147040104, 14616.328437543985, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1625, 3343, 5216, 0, 0, 0]","[101.35986666666668, 1974.1170666666667, 657.2806666666668, 0, 0, 0]","[0.005066666666666666, 0.009466666666666667, 0.1882666666666666, 0, 0, 0]","[0.0132, 0.0017333333333333335, 0.6856000000000001, 0, 0, 0]","[4193.640133333333, 15205.882933333334, 33702.719333333334, 4295, 17180, 34360]","[371.99493333333334, 359.99053333333336, 376.35173333333336, 372.0, 360.0, 376.54]","[199.9868, 304.99826666666667, 266.0644, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0011555555555555555), (8, 0.0, 0.002927777777777778), (4, 0.0008333333333333333, 0.5113666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108844444444443), (16097, 51.900000000000006, 6.187072222222222), (32208, 58.19916666666667, 11.128633333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
60,"[32.836932241250935, 52.122932609232286, 17.528396747563775, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[433.1775814580644, 2094.869245540309, 0, 0, 0, 0]","[3595.822418541936, 6007.130754459691, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1323, 4223, 2824, 0, 0, 0]","[47.70746666666667, 2224.0266666666666, 780.1393333333335, 0, 0, 0]","[0.0033333333333333335, 0.04106666666666667, 0.0002666666666666667, 0, 0, 0]","[0.0032, 0.03373333333333334, 0.0002666666666666667, 0, 0, 0]","[4247.292533333333, 14955.973333333333, 33579.86066666667, 4295, 17180, 34360]","[371.99666666666667, 359.95893333333333, 376.53973333333334, 372.0, 360.0, 376.54]","[199.9968, 304.9662666666667, 266.7497333333333, 200.0, 305.0, 266.75]","[(5, 0.0, 0.00010555555555555558), (11, 1.666666666666667e-05, 0.01125), (1, 0.0, 0.0005444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109894444444445), (16094, 51.89998333333334, 6.178749999999999), (32211, 58.2, 11.639455555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
61,"[24.547034003474806, 52.18464576647741, 27.273291539941653, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[727.5606829747408, 2217.7890644430563, 2452.870023988121, 0, 0, 0]","[3301.4393170252592, 5884.210935556944, 13658.129976011878, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[989, 4228, 4394, 0, 0, 0]","[41.41693333333333, 2025.4966666666667, 9227.4676, 0, 0, 0]","[0.003999999999999999, 0.009466666666666667, 1.2340000000000002, 0, 0, 0]","[0.003999999999999999, 0.0015999999999999999, 0.08773333333333333, 0, 0, 0]","[4253.583066666667, 15154.503333333334, 25132.5324, 4295, 17180, 34360]","[371.996, 359.99053333333336, 375.30600000000004, 372.0, 360.0, 376.54]","[199.996, 304.9984, 266.66226666666665, 200.0, 305.0, 266.75]","[(4, 0.0, 8.333333333333334e-05), (7, 0.0, 0.006944444444444444), (6, 3.2063333333333333, 0.7016722222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109916666666667), (16098, 51.900000000000006, 6.183055555555555), (32206, 54.99366666666667, 10.938327777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,"[37.7264829982626, 34.028634904961734, 43.89547514120787, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1329.0834107811163, 1453.1943996852272, 5701.305982561254, 0, 0, 0]","[2699.916589218884, 6648.805600314773, 10409.694017438746, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1520, 2757, 7072, 0, 0, 0]","[457.17653333333334, 141.90573333333333, 8615.0988, 0, 0, 0]","[0.011333333333333332, 0.0092, 1.2483999999999997, 0, 0, 0]","[0.01626666666666667, 0.0, 0.09600000000000002, 0, 0, 0]","[3837.8234666666667, 17038.094266666667, 25744.9012, 4295, 17180, 34360]","[371.9886666666667, 359.9908, 375.2916, 372.0, 360.0, 376.54]","[199.98373333333333, 305.0, 266.654, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0010222222222222223), (5, 0.0, 0.0016111111111111111), (7, 2.814516666666667, 0.6676833333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108977777777778), (16100, 51.900000000000006, 6.1883888888888885), (32205, 55.38548333333333, 10.972316666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
63,"[48.47356664184661, 23.167119229819797, 54.34796102042083, 0.0, 0.0, 0.0]","[4, 2, 4, 0, 0, 0]","[963.7855950674185, 895.322116007657, 3467.2573987191417, 0, 0, 0]","[3065.2144049325816, 7206.677883992343, 12643.742601280857, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1953, 1877, 8756, 0, 0, 0]","[486.01026666666667, 78.29360000000001, 9126.804133333333, 0, 0, 0]","[0.016133333333333333, 0.008933333333333333, 1.2529333333333332, 0, 0, 0]","[0.02026666666666667, 0.0, 0.10466666666666667, 0, 0, 0]","[3808.9897333333333, 17101.7064, 25233.19586666667, 4295, 17180, 34360]","[371.98386666666664, 359.99106666666665, 375.2870666666667, 372.0, 360.0, 376.54]","[199.97973333333334, 305.0, 266.6453333333333, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0006333333333333333), (2, 0.0, 0.0011722222222222223), (9, 2.056766666666667, 0.6729888888888891), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109366666666666), (16103, 51.900000000000006, 6.188827777777777), (32203, 56.143233333333335, 10.967011111111109), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
