interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
22,"[47.356664184661206, 20.575166625524563, 55.13003537955434, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1234.2525507000337, 0, 4823.506191171603, 0, 0, 0]","[2794.7474492999663, 8102, 11287.493808828396, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1908, 1667, 8882, 0, 0, 0]","[387.97093333333333, 326.10586666666666, 2508.1928, 0, 0, 0]","[0.009466666666666665, 0.004133333333333333, 0.02733333333333333, 0, 0, 0]","[0.0009333333333333334, 0.027200000000000002, 0.0016, 0, 0, 0]","[3907.0290666666665, 16853.894133333335, 31851.8072, 4295, 17180, 34360]","[371.99053333333336, 359.99586666666664, 376.5126666666667, 372.0, 360.0, 376.54]","[199.99906666666666, 304.9728, 266.7484, 200.0, 305.0, 266.75]","[(9, 0.05158333333333333, 0.020133333333333333), (2, 0.0001, 0.0005222222222222221), (7, 0.0, 0.0033277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.04841666666665, 10.089866666666666), (16103, 51.8999, 6.189477777777777), (32205, 58.2, 11.636672222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,"[47.45594440307769, 19.390274006418167, 70.16324250512072, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[748.0206127041064, 1521.9636309878945, 10415.59786835408, 0, 0, 0]","[3280.9793872958935, 6580.036369012106, 5695.40213164592, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1912, 1571, 11304, 0, 0, 0]","[315.9688, 866.8217333333333, 4419.395333333334, 0, 0, 0]","[0.009333333333333332, 0.004666666666666666, 0.019333333333333334, 0, 0, 0]","[0.0021333333333333334, 0.0061333333333333335, 0.0036, 0, 0, 0]","[3979.0312, 16313.178266666666, 29940.604666666666, 4295, 17180, 34360]","[371.99066666666664, 359.99533333333335, 376.52066666666667, 372.0, 360.0, 376.54]","[199.99786666666665, 304.9938666666667, 266.7464, 200.0, 305.0, 266.75]","[(7, 0.0, 0.002472222222222222), (1, 0.011300000000000001, 0.0010833333333333333), (6, 0.0, 0.003905555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107527777777777), (16104, 51.88870000000001, 6.188916666666666), (32206, 58.2, 11.636094444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,"[50.95557210225863, 32.43643544803752, 65.40872695673762, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1212.5190195190191, 835.6545807750889, 4403.4430300176455, 0, 0, 0]","[2816.480980480981, 7266.345419224911, 11707.556969982354, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2053, 2628, 10538, 0, 0, 0]","[338.3388, 959.0964000000001, 4678.0448, 0, 0, 0]","[0.07719999999999999, 0.0033333333333333335, 0.02173333333333333, 0, 0, 0]","[0.004933333333333333, 0.0006666666666666666, 0.019866666666666664, 0, 0, 0]","[3956.6612, 16220.9036, 29681.9552, 4295, 17180, 34360]","[371.9228, 359.99666666666667, 376.5182666666667, 372.0, 360.0, 376.54]","[199.99506666666667, 304.9993333333333, 266.73013333333336, 200.0, 305.0, 266.75]","[(7, 0.0, 0.008633333333333335), (3, 0.015133333333333334, 0.0012388888888888888), (6, 0.04608333333333333, 0.01967777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.101366666666665), (16102, 51.884866666666674, 6.188761111111111), (32206, 58.15391666666667, 11.62032222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,"[55.17498138495904, 31.918044927178475, 43.75892247532742, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1134.339905561304, 956.2374912637823, 4295.786502641877, 0, 0, 0]","[2894.660094438696, 7145.762508736218, 11815.213497358123, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2223, 2586, 7050, 0, 0, 0]","[336.94093333333336, 2169.8525333333337, 2409.975333333333, 0, 0, 0]","[0.0864, 0.0005333333333333334, 0.004933333333333334, 0, 0, 0]","[0.0054666666666666665, 0.002666666666666667, 0.0068000000000000005, 0, 0, 0]","[3958.0590666666667, 15010.147466666665, 31950.024666666668, 4295, 17180, 34360]","[371.9136, 359.99946666666665, 376.5350666666667, 372.0, 360.0, 376.54]","[199.99453333333332, 304.99733333333336, 266.7432, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0022222222222222222), (4, 0.0, 0.00045), (5, 0.0, 0.0023388888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107777777777777), (16101, 51.900000000000006, 6.18955), (32207, 58.2, 11.63766111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,"[48.47356664184661, 36.29967909158233, 44.932034014027685, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1340.3694005420857, 1709.2092830709207, 3467.4031149940447, 0, 0, 0]","[2688.6305994579143, 6392.790716929079, 12643.596885005954, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1953, 2941, 7239, 0, 0, 0]","[251.65706666666665, 4138.377333333334, 1964.8543999999995, 0, 0, 0]","[0.09533333333333333, 0.00026666666666666673, 0.010933333333333333, 0, 0, 0]","[0.002533333333333333, 0.0034666666666666665, 0.0030666666666666668, 0, 0, 0]","[4043.3429333333333, 13041.622666666666, 32395.1456, 4295, 17180, 34360]","[371.9046666666667, 359.9997333333333, 376.52906666666667, 372.0, 360.0, 376.54]","[199.99746666666667, 304.99653333333333, 266.74693333333335, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0031222222222222224), (4, 0.0, 0.00016666666666666666), (7, 0.0, 0.0011777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.106877777777777), (16101, 51.900000000000006, 6.189833333333333), (32205, 58.2, 11.63882222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,"[61.13179448994788, 36.29967909158233, 28.725715349761032, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1569.634740195103, 804.7020428681376, 1275.279954468995, 0, 0, 0]","[2459.365259804897, 7297.297957131863, 14835.720045531005, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2463, 2941, 4628, 0, 0, 0]","[1005.9316, 3702.1692, 51.20493333333334, 0, 0, 0]","[3.8406666666666665, 0.0004, 0.010533333333333334, 0, 0, 0]","[1.2085333333333332, 0.0032, 0.0016, 0, 0, 0]","[3289.0684, 13477.8308, 34308.795066666666, 4295, 17180, 34360]","[368.15933333333334, 359.9996, 376.5294666666667, 372.0, 360.0, 376.54]","[198.79146666666668, 304.9968, 266.7484, 200.0, 305.0, 266.75]","[(8, 0.0, 0.005283333333333333), (4, 1.666666666666667e-05, 0.00012777777777777776), (6, 0.0, 0.0010388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.104716666666667), (16101, 51.89998333333334, 6.189872222222221), (32206, 58.2, 11.63896111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,"[58.15338793745346, 29.412490743026414, 29.607100738625785, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1213.9239051583631, 960.3441183327393, 1061.4250322148832, 0, 0, 0]","[2815.076094841637, 7141.6558816672605, 15049.574967785116, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2343, 2383, 4770, 0, 0, 0]","[214.2569333333333, 2355.7986666666666, 46.1364, 0, 0, 0]","[12.127466666666667, 0.0004, 0.0088, 0, 0, 0]","[12.05826666666667, 0.0029333333333333334, 0.0, 0, 0, 0]","[4080.743066666667, 14824.201333333334, 34313.8636, 4295, 17180, 34360]","[359.8725333333333, 359.9996, 376.5312, 372.0, 360.0, 376.54]","[187.94173333333333, 304.9970666666667, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.002611111111111111), (3, 0.046200000000000005, 0.017344444444444447), (6, 0.0, 0.0013166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107388888888888), (16102, 51.85380000000001, 6.172655555555555), (32206, 58.2, 11.638683333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,"[41.424671134276494, 39.508763268328806, 28.421575321209115, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1603.4482674954256, 1950.327826697881, 1283.1686751166799, 0, 0, 0]","[2425.5517325045744, 6151.672173302119, 14827.83132488332, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1669, 3201, 4579, 0, 0, 0]","[232.782, 1134.5568, 72.7, 0, 0, 0]","[0.009733333333333333, 0.0148, 0.0, 0, 0, 0]","[0.0004000000000000001, 0.0056, 0.002, 0, 0, 0]","[4062.218, 16045.4432, 34287.3, 4295, 17180, 34360]","[371.9902666666667, 359.9852, 376.54, 372.0, 360.0, 376.54]","[199.9996, 304.9944, 266.748, 200.0, 305.0, 266.75]","[(3, 0.0, 0.002022222222222222), (4, 0.012733333333333334, 0.004722222222222222), (4, 0.04615, 0.01637777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107977777777776), (16101, 51.88726666666667, 6.185277777777777), (32208, 58.153850000000006, 11.62362222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,"[55.27426160337553, 27.524068131325595, 32.18298057227981, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[623.6852272037371, 0, 1971.4294461379905, 0, 0, 0]","[3405.314772796263, 8102, 14139.57055386201, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2227, 2230, 5185, 0, 0, 0]","[136.66226666666665, 961.8922666666668, 86.33186666666666, 0, 0, 0]","[0.010533333333333334, 0.039066666666666666, 0.00013333333333333337, 0, 0, 0]","[0.0008, 0.3822666666666666, 0.0021333333333333334, 0, 0, 0]","[4158.337733333334, 16218.107733333332, 34273.66813333333, 4295, 17180, 34360]","[371.98946666666666, 359.96093333333334, 376.5398666666667, 372.0, 360.0, 376.54]","[199.9992, 304.6177333333333, 266.74786666666665, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0016222222222222224), (3, 0.0002833333333333333, 0.003400000000000001), (2, 0.0, 0.0007055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108377777777777), (16102, 51.89971666666667, 6.186599999999999), (32210, 58.2, 11.639294444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,"[38.89302556465624, 21.57491977289558, 53.58450747936193, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[541.3552859267407, 962.6360170009605, 2450.3175956257555, 0, 0, 0]","[3487.6447140732594, 7139.36398299904, 13660.682404374245, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1567, 1748, 8633, 0, 0, 0]","[242.57, 82.92213333333333, 2326.788133333333, 0, 0, 0]","[0.0184, 0.0016, 0.0092, 0, 0, 0]","[0.00013333333333333337, 0.0016, 0.0036, 0, 0, 0]","[4052.43, 17097.077866666667, 32033.21186666667, 4295, 17180, 34360]","[371.9816, 359.9984, 376.5308, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9984, 266.7464, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0021888888888888887), (5, 0.0, 0.0009055555555555555), (5, 0.0, 0.001827777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107811111111111), (16100, 51.900000000000006, 6.189094444444444), (32207, 58.2, 11.63817222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,"[33.58153387937454, 44.8531226857566, 21.395319967723918, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1161.2312793088581, 2192.0690757066777, 2474.8054056206765, 0, 0, 0]","[2867.768720691142, 5909.930924293322, 13636.194594379323, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1353, 3634, 3447, 0, 0, 0]","[149.59613333333334, 3376.8488000000007, 2146.0846666666666, 0, 0, 0]","[0.08573333333333333, 1.5810666666666668, 0.008533333333333334, 0, 0, 0]","[0.0026666666666666666, 0.019066666666666666, 0.0019999999999999996, 0, 0, 0]","[4145.4038666666665, 13803.1512, 32213.915333333334, 4295, 17180, 34360]","[371.91426666666666, 358.4189333333333, 376.5314666666667, 372.0, 360.0, 376.54]","[199.99733333333333, 304.9809333333333, 266.748, 200.0, 305.0, 266.75]","[(5, 0.0, 0.008683333333333335), (9, 0.0, 0.002), (3, 0.0, 0.0009333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.101316666666666), (16096, 51.900000000000006, 6.188), (32209, 58.2, 11.639066666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33,"[44.27897741375031, 33.36213280671439, 38.20991868909441, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1581.0923260685524, 1585.202870610247, 2708.859478712651, 0, 0, 0]","[2447.907673931448, 6516.7971293897535, 13402.140521287349, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1784, 2703, 6156, 0, 0, 0]","[241.1706666666667, 3081.413866666667, 2474.6385333333333, 0, 0, 0]","[0.08506666666666668, 0.19279999999999997, 0.019333333333333334, 0, 0, 0]","[0.0029333333333333334, 0.0037333333333333333, 0.02053333333333333, 0, 0, 0]","[4053.829333333333, 14098.586133333332, 31885.361466666665, 4295, 17180, 34360]","[371.91493333333335, 359.8072, 376.52066666666667, 372.0, 360.0, 376.54]","[199.99706666666665, 304.99626666666666, 266.72946666666667, 200.0, 305.0, 266.75]","[(6, 0.00065, 0.0017777777777777779), (6, 0.0, 0.0017500000000000003), (6, 0.0, 0.001561111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09935, 10.108222222222222), (16099, 51.900000000000006, 6.188249999999999), (32206, 58.2, 11.638438888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
34,"[55.91958302308265, 23.265860281411996, 30.32710570417727, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[846.3740118438243, 0, 3427.159437246957, 0, 0, 0]","[3182.6259881561755, 8102, 12683.840562753043, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2253, 1885, 4886, 0, 0, 0]","[409.64146666666664, 2958.3813333333337, 601.1828, 0, 0, 0]","[0.086, 0.009466666666666667, 0.03866666666666667, 0, 0, 0]","[0.002533333333333333, 0.0018666666666666664, 0.04706666666666666, 0, 0, 0]","[3885.3585333333335, 14221.618666666665, 33758.8172, 4295, 17180, 34360]","[371.914, 359.99053333333336, 376.5013333333334, 372.0, 360.0, 376.54]","[199.99746666666667, 304.9981333333333, 266.7029333333333, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0017388888888888888), (4, 0.0, 0.0015722222222222223), (5, 0.0, 0.0005888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.10826111111111), (16101, 51.900000000000006, 6.188427777777777), (32207, 58.2, 11.63941111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
35,"[40.48150905931993, 23.413971858800295, 60.5486934392651, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[966.8293152207975, 1817.1024682551229, 5447.160536911569, 0, 0, 0]","[3062.1706847792025, 6284.897531744877, 10663.839463088432, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1631, 1897, 9755, 0, 0, 0]","[187.34466666666668, 194.24733333333333, 1265.9785333333334, 0, 0, 0]","[0.0036, 0.0017333333333333335, 0.22813333333333327, 0, 0, 0]","[0.0009333333333333333, 0.0017333333333333335, 0.7221333333333334, 0, 0, 0]","[4107.655333333333, 16985.752666666667, 33094.021466666665, 4295, 17180, 34360]","[371.9964, 359.99826666666667, 376.3118666666667, 372.0, 360.0, 376.54]","[199.99906666666666, 304.99826666666667, 266.0278666666667, 200.0, 305.0, 266.75]","[(6, 0.00065, 0.0006111111111111111), (4, 0.0, 0.0018166666666666665), (9, 0.0008333333333333333, 0.5136611111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09935, 10.109388888888889), (16101, 51.900000000000006, 6.188183333333333), (32203, 58.19916666666667, 11.126338888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
36,"[41.64805162571358, 39.66921747716613, 44.000993110297316, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[908.0318062072067, 2190.0156779113777, 2047.4685270814605, 0, 0, 0]","[3120.9681937927935, 5911.984322088622, 14063.53147291854, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1678, 3214, 7089, 0, 0, 0]","[170.56773333333334, 167.94426666666664, 1171.6066666666668, 0, 0, 0]","[0.012933333333333335, 0.0018666666666666666, 0.0368, 0, 0, 0]","[0.0005333333333333334, 0.0018666666666666669, 0.037733333333333334, 0, 0, 0]","[4124.432266666667, 17012.055733333335, 33188.39333333333, 4295, 17180, 34360]","[371.9870666666667, 359.9981333333333, 376.5032, 372.0, 360.0, 376.54]","[199.99946666666668, 304.9981333333333, 266.71226666666666, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0013722222222222222), (6, 0.0, 0.0012222222222222224), (6, 0.0021000000000000003, 0.0025111111111111107), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108627777777777), (16099, 51.900000000000006, 6.188777777777777), (32206, 58.197900000000004, 11.637488888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
37,"[39.091586001489205, 39.06442853616391, 29.76227422258085, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[424.2092031852845, 839.4689362482208, 4787.083762107863, 0, 0, 0]","[3604.7907968147156, 7262.53106375178, 11323.916237892137, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1575, 3165, 4795, 0, 0, 0]","[441.79920000000004, 219.14986666666664, 251.658, 0, 0, 0]","[0.009333333333333334, 0.0092, 0.015733333333333332, 0, 0, 0]","[0.0, 0.002533333333333333, 0.002533333333333333, 0, 0, 0]","[3853.2008, 16960.850133333333, 34108.342, 4295, 17180, 34360]","[371.99066666666664, 359.9908, 376.5242666666667, 372.0, 360.0, 376.54]","[200.0, 304.99746666666664, 266.74746666666664, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0013277777777777778), (7, 0.0, 0.003216666666666667), (6, 0.0, 0.0019388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108672222222221), (16098, 51.900000000000006, 6.186783333333333), (32206, 58.2, 11.63806111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
38,"[29.36212459667411, 38.00296223154776, 60.3190366830116, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1171.6619132094083, 1432.4187698641633, 4120.479056890133, 0, 0, 0]","[2857.3380867905917, 6669.581230135836, 11990.520943109866, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1183, 3079, 9718, 0, 0, 0]","[456.8273333333333, 1951.7470666666668, 480.94640000000004, 0, 0, 0]","[12.109066666666667, 0.0092, 0.025466666666666665, 0, 0, 0]","[12.058133333333336, 0.006133333333333334, 0.005066666666666666, 0, 0, 0]","[3838.172666666667, 15228.252933333333, 33879.0536, 4295, 17180, 34360]","[359.89093333333335, 359.9908, 376.51453333333336, 372.0, 360.0, 376.54]","[187.94186666666667, 304.9938666666667, 266.74493333333334, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0002833333333333333), (6, 0.0, 0.0020555555555555553), (8, 0.04615, 0.019144444444444447), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109716666666666), (16099, 51.900000000000006, 6.187944444444444), (32204, 58.153850000000006, 11.620855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
39,"[41.126830479027056, 27.647494445815845, 58.35764384581963, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[994.5433562016065, 1310.188079635706, 7273.257356642554, 0, 0, 0]","[3034.4566437983935, 6791.811920364295, 8837.742643357446, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1657, 2240, 9402, 0, 0, 0]","[512.4012, 2474.638, 1185.5888, 0, 0, 0]","[0.0002666666666666667, 0.0, 0.04906666666666666, 0, 0, 0]","[0.0012000000000000001, 0.0038666666666666667, 0.024533333333333338, 0, 0, 0]","[3782.5987999999998, 14705.362000000001, 33174.4112, 4295, 17180, 34360]","[371.9997333333333, 360.0, 376.4909333333334, 372.0, 360.0, 376.54]","[199.9988, 304.9961333333333, 266.72546666666665, 200.0, 305.0, 266.75]","[(5, 1.666666666666667e-05, 0.0010555555555555555), (4, 0.0, 0.00015), (8, 0.0, 0.018238888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108944444444443), (16101, 51.900000000000006, 6.18985), (32204, 58.2, 11.62176111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
40,"[41.3005708612559, 39.11379906196001, 58.35764384581963, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[1431.309501946851, 1990.9612021973319, 3437.9954939703266, 0, 0, 0]","[2597.690498053149, 6111.038797802668, 12673.004506029672, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1664, 3169, 9402, 0, 0, 0]","[126.35119999999999, 2435.490933333333, 1241.5128, 0, 0, 0]","[0.0008, 0.0, 0.038266666666666664, 0, 0, 0]","[0.0008, 0.0038666666666666667, 0.016933333333333335, 0, 0, 0]","[4168.6488, 14744.509066666667, 33118.4872, 4295, 17180, 34360]","[371.9992, 360.0, 376.50173333333333, 372.0, 360.0, 376.54]","[199.9992, 304.9961333333333, 266.7330666666667, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0007222222222222224), (5, 0.0, 0.00023333333333333333), (8, 1.666666666666667e-05, 0.019505555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109277777777777), (16100, 51.900000000000006, 6.189766666666666), (32204, 58.199983333333336, 11.620494444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
41,"[57.061305534872176, 24.561836583559614, 41.01545527900192, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[1055.8235469272463, 0, 1619.5645677852426, 0, 0, 0]","[2973.1764530727537, 8102, 14491.435432214757, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2299, 1990, 6608, 0, 0, 0]","[159.2056, 61.516, 7784.6264, 0, 0, 0]","[0.0002666666666666667, 0.0, 1.2501333333333335, 0, 0, 0]","[0.0002666666666666667, 0.002, 0.09746666666666666, 0, 0, 0]","[4135.7944, 17118.484, 26575.3736, 4295, 17180, 34360]","[371.9997333333333, 360.0, 375.2898666666667, 372.0, 360.0, 376.54]","[199.99973333333332, 304.998, 266.65253333333334, 200.0, 305.0, 266.75]","[(10, 0.0, 0.0008333333333333334), (2, 0.0, 0.00017777777777777779), (7, 3.203133333333333, 0.72215), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.109166666666667), (16103, 51.900000000000006, 6.1898222222222214), (32205, 54.99686666666667, 10.91785), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
42,"[46.14048150905932, 26.8328807701802, 43.119607721432565, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1160.6048760939627, 1558.0213346570122, 4156.108623599423, 0, 0, 0]","[2868.395123906037, 6543.978665342987, 11954.891376400577, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1859, 2174, 6947, 0, 0, 0]","[38.7076, 349.5246666666667, 6952.756, 0, 0, 0]","[0.0, 0.0, 1.8362666666666665, 0, 0, 0]","[0.0, 0.0004, 0.10293333333333335, 0, 0, 0]","[4256.2924, 16830.475333333332, 27407.244, 4295, 17180, 34360]","[372.0, 360.0, 374.70373333333333, 372.0, 360.0, 376.54]","[200.0, 304.9996, 266.64706666666666, 200.0, 305.0, 266.75]","[(9, 0.0, 0.00019444444444444446), (4, 0.0, 0.0044222222222222215), (7, 3.2621666666666673, 0.7313944444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109805555555555), (16101, 51.900000000000006, 6.185577777777778), (32205, 54.93783333333334, 10.908605555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
