interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
11,6,"[0, 2388.666156056188, 634.3878860277937, 2109.9244074215603, 1575.0295402728193, 421.13663538143993]","[785.6232190106965, 2388.666156056188, 634.3878860277937, 2127.7849120179944, 1575.0295402728193, 520.3754720407424]","[(72.7008, 6.666666666666668e-05, 0.0015333333333333334), (23.0686, 0.0, 0.0), (6.203399999999999, 0.0, 0.0), (335.544, 0.0038, 0.0019333333333333331), (1029.0021333333334, 0.0016666666666666668, 0.0006), (0.0, 0.0, 0.0)]","[(2, 0.0, 0.0005666666666666668), (2, 0.0, 0.00014444444444444444), (3, 0.0, 8.88888888888889e-05), (1, 0.0, 0.0015333333333333332), (2, 0.0, 5.555555555555555e-05), (3, 0.0, 5.555555555555557e-06)]","[15, 16, 17, 18, 19, 20]","[0, 2, 0, 2, 1, 0]","[True, True, True, True, True, True]"
12,6,"[1220.4212174365869, 0, 0, 2125.432151282944, 1289.1737814460512, 0]","[1950.0373944028277, 2388.666156056188, 634.3878860277937, 2127.7849120179944, 1575.0295402728193, 520.3754720407424]","[(16.645799999999998, 0.0, 0.0), (17.475666666666672, 0.0, 0.0), (13.1504, 0.0, 0.0), (478.1502, 0.0005333333333333334, 0.003), (1112.8880666666666, 6.666666666666668e-05, 0.0008666666666666667), (0.0, 0.0, 0.0)]","[(2, 0.0, 2.2222222222222223e-05), (2, 0.0, 0.00014444444444444444), (3, 0.0, 8.88888888888889e-05), (1, 0.0, 0.0011944444444444446), (2, 0.0, 6.111111111111111e-05), (3, 0.0, 0.0)]","[21, 16, 17, 18, 19, 20]","[2, 2, 0, 2, 1, 0]","[True, True, True, True, True, True]"
13,6,"[1389.3548229680591, 1664.9500654494054, 630.8641912186804, 0, 0, 559.2500165593077]","[1950.0373944028277, 1664.9500654494054, 675.6860318862409, 2127.7849120179944, 1575.0295402728193, 983.9700804154276]","[(18.830133333333336, 0.0, 0.0), (4.893, 0.0, 0.0), (32.15606666666666, 0.0009333333333333332, 6.666666666666668e-05), (346.7286, 0.00046666666666666666, 0.0004), (1096.1109333333334, 0.0009333333333333332, 0.0008), (75.4974, 0.0092, 0.0114)]","[(2, 0.0, 2.2222222222222223e-05), (2, 0.0, 0.0002777777777777778), (1, 0.0, 0.000638888888888889), (1, 0.0, 0.00125), (2, 0.0, 5.555555555555555e-05), (3, 1.666666666666667e-05, 0.00046666666666666666)]","[21, 22, 23, 18, 19, 24]","[2, 2, 0, 2, 1, 1]","[True, True, True, True, True, True]"
14,6,"[0, 0, 675.6860318862409, 694.3373387380856, 762.5521196399111, 983.9700804154276]","[1950.0373944028277, 1664.9500654494054, 675.6860318862409, 694.3373387380856, 1249.5711266940536, 983.9700804154276]","[(16.908, 0.0, 0.0), (2.097, 0.0, 0.0), (35.6514, 0.001, 0.0), (4.892733333333333, 0.0, 0.0), (121.63446666666664, 0.017466666666666665, 0.003533333333333333), (109.0518, 0.008866666666666667, 0.011066666666666664)]","[(2, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.00014444444444444444), (1, 0.0, 0.0006222222222222223), (2, 0.0, 0.0001277777777777778), (1, 0.0032333333333333337, 0.00037777777777777777), (3, 1.666666666666667e-05, 0.00032777777777777775)]","[21, 22, 23, 25, 26, 24]","[2, 2, 0, 0, 1, 1]","[True, True, True, True, True, True]"
15,6,"[717.3496681211327, 605.2074355786712, 0, 0, 920.6997522162576, 0]","[917.7449436151724, 605.2074355786712, 675.6860318862409, 694.3373387380856, 1249.5711266940536, 983.9700804154276]","[(9.785933333333332, 0.0, 0.0), (13.630799999999999, 0.002, 0.001), (48.234, 0.001066666666666667, 0.0), (6.99, 0.0, 0.0), (173.364, 0.0, 6.666666666666668e-05), (111.848, 0.008866666666666667, 0.0108)]","[(3, 0.0, 0.0007611111111111111), (1, 0.0, 0.0003833333333333333), (1, 0.0, 0.0006333333333333333), (2, 0.0, 0.0001388888888888889), (1, 1.666666666666667e-05, 0.0002833333333333333), (3, 0.0, 0.00018333333333333334)]","[27, 28, 23, 25, 26, 24]","[1, 0, 0, 0, 1, 1]","[True, True, True, True, True, True]"
16,6,"[917.7449436151724, 0, 1470.918755855893, 426.67913363334486, 0, 432.0512693027143]","[917.7449436151724, 605.2074355786712, 1679.4439962534511, 426.67913363334486, 1249.5711266940536, 626.9991473920641]","[(14.329866666666671, 0.0, 0.0), (21.32053333333333, 0.002, 0.001), (41.943, 0.004666666666666667, 0.0002), (6.116, 0.0038666666666666663, 0.002), (128.6248666666667, 0.01686666666666667, 0.002933333333333333), (357.91346666666675, 6.666666666666668e-05, 6.666666666666668e-05)]","[(3, 0.0, 0.0005777777777777778), (1, 0.0, 0.00037222222222222225), (1, 0.0, 0.0015166666666666672), (3, 0.0, 0.00018888888888888888), (1, 0.0014333333333333331, 0.00036666666666666667), (3, 0.12083333333333332, 0.0015944444444444443)]","[27, 28, 29, 30, 26, 31]","[1, 0, 2, 0, 1, 0]","[True, True, True, True, True, True]"
17,6,"[0, 579.2040495482095, 987.5310756622861, 419.9858931973065, 454.65570876498435, 0]","[917.7449436151724, 940.7363078716186, 1679.4439962534511, 426.67913363334486, 857.7142691933675, 626.9991473920641]","[(14.6794, 0.0, 0.0), (2.4026666666666667, 0.0, 0.0), (33.5544, 0.004533333333333333, 0.0), (5.067399999999999, 0.004, 0.002), (34.25326666666667, 0.0028, 0.0036), (314.57233333333323, 0.00013333333333333334, 6.666666666666668e-05)]","[(3, 0.0, 0.000611111111111111), (2, 0.0, 8.333333333333333e-05), (1, 0.0, 0.0010277777777777776), (3, 0.0, 0.00016111111111111108), (2, 0.0, 0.0031666666666666666), (3, 0.03961666666666667, 0.001261111111111111)]","[27, 32, 29, 30, 33, 31]","[1, 1, 2, 0, 1, 0]","[True, True, True, True, True, True]"
18,6,"[0, 668.1037271435606, 0, 0, 522.8352352017342, 324.07683067997914]","[2148.2853171616557, 940.7363078716186, 1679.4439962534511, 426.67913363334486, 857.7142691933675, 610.3790129723532]","[(97.867, 0.5311333333333333, 0.43746666666666656), (7.208333333333332, 0.0, 0.0), (64.3126, 0.004733333333333333, 6.666666666666668e-05), (6.640266666666666, 0.004, 0.002), (30.05886666666666, 0.0028666666666666667, 0.003733333333333333), (176.16039999999998, 0.0002666666666666667, 0.0)]","[(1, 0.0, 0.0014666666666666662), (2, 0.0, 8.88888888888889e-05), (1, 0.0, 0.0014666666666666667), (3, 0.0, 0.00018888888888888888), (2, 0.0, 0.003022222222222222), (1, 0.0, 0.006361111111111112)]","[34, 32, 29, 30, 33, 35]","[2, 1, 2, 0, 1, 0]","[True, True, True, True, True, True]"
19,6,"[985.890464655895, 0, 3054.608628262828, 264.8407372849268, 0, 0]","[999.3299748455855, 940.7363078716186, 3157.4334564205146, 576.2507065680937, 857.7142691933675, 610.3790129723532]","[(16.777066666666666, 0.00046666666666666666, 0.0003333333333333333), (7.121066666666667, 0.0, 0.0), (13.981, 0.004533333333333333, 6.666666666666668e-05), (8.2132, 0.0, 0.0), (29.3598, 0.0032, 0.0036666666666666666), (177.55846666666667, 0.0002666666666666667, 0.0)]","[(3, 0.0, 0.00015555555555555556), (2, 0.0, 8.333333333333333e-05), (2, 0.0, 0.0010944444444444443), (2, 0.0, 0.00019999999999999998), (2, 0.0, 0.0030055555555555547), (1, 0.0, 0.047294444444444445)]","[36, 32, 37, 38, 33, 35]","[1, 1, 2, 0, 1, 0]","[True, True, True, True, True, True]"
20,6,"[990.5591034098386, 3054.608628262828, 0, 469.0610949838432, 553.644077674176, 446.2848497873626]","[999.3299748455855, 3157.4334564205146, 3157.4334564205146, 576.2507065680937, 1061.7149333806115, 674.3055420766065]","[(14.67993333333333, 0.0006, 0.0004), (13.981, 0.004533333333333333, 6.666666666666668e-05), (2.7962, 0.0046, 0.0), (6.815266666666666, 0.0, 0.0), (0.0, 0.0, 0.001), (45.08853333333333, 0.003, 0.0003333333333333333)]","[(3, 0.0, 0.0001388888888888889), (2, 0.0, 0.0010944444444444443), (2, 0.0, 0.0010388888888888889), (2, 0.0, 1.6666666666666667e-05), (1, 0.0, 7.777777777777777e-05), (3, 1.666666666666667e-05, 0.00019999999999999998)]","[36, 39, 37, 38, 40, 41]","[1, 2, 2, 0, 1, 0]","[True, True, True, True, True, True]"
21,6,"[999.3299748455855, 0, 553.644077674176, 0, 599.9449131617434, 674.3055420766065]","[999.3299748455855, 3157.4334564205146, 1061.7149333806115, 576.2507065680937, 1061.7149333806115, 674.3055420766065]","[(12.582799999999999, 0.0006, 0.0004), (2.7962, 0.0046, 0.0), (0.0, 0.0, 0.001), (6.116066666666667, 0.0, 0.0), (0.0, 0.0, 0.001), (55.574, 0.0, 0.0)]","[(3, 0.0, 0.00015555555555555556), (2, 0.0, 0.0010388888888888889), (1, 0.0, 7.777777777777777e-05), (2, 0.0, 3.3333333333333335e-05), (1, 0.0, 7.777777777777777e-05), (3, 0.0, 8.333333333333333e-05)]","[36, 39, 42, 38, 40, 41]","[1, 2, 1, 0, 1, 0]","[True, True, True, True, True, True]"
