interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
32,"[72.6234797716555, 69.56307084670452, 69.67289429582273, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1526.729468112736, 1681.2969922327445, 2904.8427786278307, 0, 0, 0]","[2502.270531887264, 6420.703007767255, 13206.15722137217, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2926, 5636, 11225, 0, 0, 0]","[(88.21066666666667, 0.08813333333333334, 0.084), (91.881, 0.006333333333333333, 0.0018), (1512.744866666667, 0.0, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4206.789333333333, 1859.9118666666666, 999.916), (17088.119, 1799.9936666666667, 1524.9982), (32847.25513333333, 1882.7, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.001994444444444444), (6, 0.0, 0.0011111111111111111), (4, 0.0, 0.0004111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108005555555556), (16099, 51.900000000000006, 6.188888888888888), (32208, 58.2, 11.639588888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
33,"[84.01588483494665, 69.56307084670452, 69.67289429582273, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[752.4128815459268, 956.4876339661946, 2918.8990905961373, 0, 0, 0]","[3276.5871184540733, 7145.512366033805, 13192.100909403864, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3385, 5636, 11225, 0, 0, 0]","[(94.45773333333334, 0.0888, 0.08433333333333333), (59.68086666666666, 0.0064, 0.0020666666666666667), (1220.5422666666666, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4200.542266666666, 1859.9112, 999.9156666666667), (17120.319133333334, 1799.9936, 1524.9979333333333), (33139.45773333334, 1882.7, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(11, 0.0, 0.0018666666666666669), (6, 0.0, 0.0011333333333333334), (4, 0.04548333333333333, 0.016088888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.108133333333333), (16099, 51.900000000000006, 6.188866666666666), (32208, 58.154516666666666, 11.62391111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
34,"[86.96947133283693, 100.0, 100.0, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[741.8902547159385, 1300.741195026183, 3728.732243221484, 0, 0, 0]","[3287.1097452840613, 6801.258804973817, 12382.267756778516, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3504, 8102, 16111, 0, 0, 0]","[(94.28366666666668, 0.004533333333333333, 0.00013333333333333334), (127.22633333333334, 0.0046, 6.666666666666668e-05), (1673.5264, 0.0008666666666666666, 0.0014666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4200.716333333334, 1859.9954666666667, 999.9998666666667), (17052.773666666668, 1799.9954, 1524.9999333333333), (32686.4736, 1882.6991333333333, 1333.7485333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0018222222222222225), (8, 0.0, 0.002038888888888889), (5, 1.666666666666667e-05, 0.001972222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108177777777778), (16097, 51.900000000000006, 6.187961111111111), (32207, 58.199983333333336, 11.638027777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
35,"[90.34499875899728, 92.10071587262404, 99.31723667059774, 0.0, 11.318193038755862, 13.202160014896656]","[3, 2, 2, 0, 1, 1]","[964.1952921981705, 2005.564374890996, 2086.9171845041096, 0, 917.7449436151724, 2109.9244074215603]","[3064.8047078018294, 6096.435625109004, 14024.08281549589, 4029, 7184.255056384827, 14001.07559257844]","[4029, 8102, 16111, 4029, 8102, 16111]","[3640, 7462, 16001, 0, 917, 2127]","[(258.47293333333334, 0.0048, 6.666666666666668e-05), (113.24553333333336, 0.0044666666666666665, 0.0), (134.2174, 0.004733333333333333, 0.00020000000000000004), (0, 0, 0), (14.329866666666671, 0.0, 0.0), (335.544, 0.0038, 0.0019333333333333331)]","[(4036.5270666666665, 1859.9952, 999.9999333333334), (17066.754466666665, 1799.9955333333332, 1525.0), (34225.7826, 1882.6952666666666, 1333.7498), (4295, 1860.0, 1000.0), (17165.670133333333, 1800.0, 1525.0), (34024.456, 1882.6962, 1333.7480666666668)]","[(7, 0.0, 0.007477777777777779), (4, 0.0, 0.0010333333333333334), (6, 0.0, 0.002022222222222222), (0, 0, 0), (3, 0.0, 0.0005777777777777778), (1, 0.0, 0.0015333333333333332)]","[(4019, 67.1, 10.102522222222222), (16101, 51.900000000000006, 6.1889666666666665), (32206, 58.2, 11.637977777777776), (4026, 67.1, 10.11), (16102, 51.900000000000006, 6.1894222222222215), (32211, 58.2, 11.638466666666666)]"
36,"[100.0, 100.0, 97.25653280367452, 0.0, 27.450012342631446, 26.15604245546521]","[3, 2, 0, 0, 2, 2]","[267.6050494897803, 909.7357655056462, 0, 0, 1097.1572057186477, 2047.4685270814605]","[3761.3949505102196, 7192.264234494354, 16111, 4029, 7004.842794281352, 14063.53147291854]","[4029, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 15669, 0, 2224, 4214]","[(233.52573333333336, 0.0048, 6.666666666666668e-05), (18.873600000000003, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (52.427800000000005, 0.0044666666666666665, 0.0), (478.1502, 0.005200000000000001, 0.0030666666666666668)]","[(4061.4742666666666, 1859.9952, 999.9999333333334), (17161.1264, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17127.5722, 1799.9955333333332, 1525.0), (33881.8498, 1882.6948, 1333.7469333333333)]","[(5, 0.0, 0.04889444444444445), (4, 0.0, 0.00021111111111111108), (0, 0, 0), (0, 0, 0), (5, 0.0, 0.0014111111111111108), (4, 0.0, 0.0028555555555555556)]","[(4021, 67.1, 10.061105555555555), (16101, 51.900000000000006, 6.189788888888889), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16100, 51.900000000000006, 6.188588888888888), (32208, 58.2, 11.637144444444443)]"
37,"[83.24646314221891, 100.0, 100.0, 0.0, 27.351271291039247, 12.947675501210353]","[2, 2, 2, 0, 2, 1]","[431.4771930300991, 2937.9872778090084, 3566.2480087014337, 0, 0, 0]","[3597.522806969901, 5164.012722190992, 12544.751991298566, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3354, 8102, 16111, 0, 2216, 2086]","[(18.349266666666665, 0.0, 0.0), (563.4337333333333, 8.278933333333333, 0.14926666666666666), (335.544, 0.016466666666666664, 0.009866666666666668), (0, 0, 0), (34.951800000000006, 0.0044, 0.0), (0.0, 0.004533333333333333, 0.0)]","[(4276.650733333333, 1860.0, 1000.0), (16616.56626666667, 1791.7210666666667, 1524.8507333333334), (34024.456, 1882.6835333333333, 1333.7401333333332), (4295, 1860.0, 1000.0), (17145.0482, 1799.9956, 1525.0), (34360.0, 1882.6954666666668, 1333.75)]","[(2, 0.0, 0.00010555555555555557), (2, 8.917933333333336, 3.688883333333333), (4, 0.0, 0.01596111111111111), (0, 0, 0), (4, 0.0, 0.0008277777777777779), (3, 0.0, 0.0012944444444444446)]","[(4024, 67.1, 10.109894444444445), (16103, 42.98206666666667, 2.5011166666666664), (32208, 58.2, 11.624038888888888), (4026, 67.1, 10.11), (16101, 51.900000000000006, 6.189172222222222), (32209, 58.2, 11.638705555555555)]"
38,"[95.85505088111194, 100.0, 100.0, 0.0, 19.390274006418167, 10.992489603376574]","[2, 2, 3, 0, 1, 1]","[741.0061621352081, 2109.099089929397, 2554.0458339850593, 0, 1571.2468060557483, 1771.6346260561663]","[3287.993837864792, 5992.900910070603, 13556.95416601494, 4029, 6530.7531939442515, 14339.365373943834]","[4029, 8102, 16111, 4029, 8102, 16111]","[3862, 8102, 16111, 0, 1571, 1771]","[(17.0822, 0.0005333333333333334, 0.003933333333333333), (242.56980000000001, 0.0856, 0.6087999999999999), (18.261466666666667, 0.0, 0.0), (0, 0, 0), (398.45840000000004, 0.0016666666666666668, 0.0003333333333333333), (427.8186, 0.011466666666666667, 0.006066666666666666)]","[(4277.9178, 1859.9994666666666, 999.9960666666667), (16937.4302, 1799.9144, 1524.3912), (34341.73853333334, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (16781.5416, 1799.9983333333332, 1524.9996666666666), (33932.1814, 1882.6885333333335, 1333.7439333333334)]","[(2, 0.0, 1.1111111111111112e-05), (3, 0.0, 0.00039999999999999996), (6, 0.0, 0.0005166666666666667), (0, 0, 0), (1, 0.015133333333333334, 0.0009777777777777777), (3, 1.666666666666667e-05, 0.017866666666666666)]","[(4024, 67.1, 10.10998888888889), (16102, 51.900000000000006, 6.1895999999999995), (32206, 58.2, 11.639483333333333), (4026, 67.1, 10.11), (16104, 51.884866666666674, 6.1890222222222215), (32209, 58.199983333333336, 11.622133333333332)]"
39,"[100.0, 100.0, 100.0, 10.697443534375775, 38.21278696618119, 26.720873937061633]","[2, 1, 1, 1, 2, 2]","[1136.8034070900515, 804.078297530017, 1588.9591415005873, 418.3992387782208, 0, 0]","[2892.196592909949, 7297.921702469983, 14522.040858499413, 3610.600761221779, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 431, 3096, 4305]","[(53.913199999999996, 0.0030666666666666668, 0.0074666666666666675), (29.35993333333334, 0.0, 0.0), (8.650333333333334, 0.0, 0.0), (13.631, 0.0, 0.0), (456.47913333333327, 0.10793333333333333, 1.2325999999999997), (427.818, 0.0086, 0.004933333333333334)]","[(4241.0868, 1859.9969333333333, 999.9925333333333), (17150.640066666667, 1800.0, 1525.0), (34351.34966666667, 1882.7, 1333.75), (4281.369, 1860.0, 1000.0), (16723.520866666666, 1799.8920666666668, 1523.7674), (33932.182, 1882.6914000000002, 1333.7450666666666)]","[(3, 0.0, 0.001961111111111111), (2, 0.0, 0.00016111111111111108), (2, 0.0, 1.1111111111111112e-05), (1, 0.0, 2.2222222222222223e-05), (2, 0.011466666666666667, 0.001216666666666667), (6, 0.0, 0.02188888888888889)]","[(4023, 67.1, 10.108038888888888), (16103, 51.900000000000006, 6.189838888888889), (32210, 58.2, 11.639988888888888), (4025, 67.1, 10.109977777777777), (16103, 51.88853333333334, 6.188783333333332), (32206, 58.2, 11.61811111111111)]"
40,"[28.940183668404067, 0.0, 25.30569176339147, 25.539836187639615, 10.824487780794865, 13.605611073179816]","[2, 0, 2, 2, 1, 1]","[670.2301724619015, 0, 1626.0301554285925, 0, 0, 0]","[3358.7698275380985, 8102, 14484.969844571408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1166, 0, 4077, 1029, 877, 2192]","[(112.89586666666665, 0.0028, 0.0071333333333333335), (0, 0, 0), (137.0138, 0.5358666666666667, 0.4375333333333332), (16.16466666666667, 0.0, 0.0), (5.592266666666666, 0.0, 0.0), (13.893, 0.0, 0.0)]","[(4182.104133333333, 1859.9972, 999.9928666666667), (17180, 1800.0, 1525.0), (34222.9862, 1882.1641333333334, 1333.3124666666668), (4278.835333333333, 1860.0, 1000.0), (17174.407733333333, 1800.0, 1525.0), (34346.107, 1882.7, 1333.75)]","[(3, 0.00065, 0.0012666666666666666), (0, 0, 0), (3, 0.0, 0.002566666666666666), (2, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.0001944444444444444), (2, 0.0, 0.00010555555555555555)]","[(4023, 67.09935, 10.108733333333333), (16105, 51.900000000000006, 6.1899999999999995), (32209, 58.2, 11.637433333333332), (4024, 67.1, 10.109983333333332), (16103, 51.900000000000006, 6.189805555555555), (32210, 58.2, 11.639894444444444)]"
41,"[39.31496649292628, 25.413478153542336, 22.09049717584259, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[700.7726441256896, 2039.6410238390624, 3559.977673043508, 0, 0, 0]","[3328.2273558743104, 6062.358976160937, 12551.022326956492, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1584, 2059, 3559, 0, 0, 0]","[(150.99439999999998, 0.0073999999999999995, 0.0067333333333333325), (19.572, 0.0005333333333333334, 0.0003333333333333333), (1277.8643333333334, 0.004866666666666667, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4144.0056, 1859.9926, 999.9932666666666), (17160.428, 1799.9994666666666, 1524.9996666666666), (33082.13566666667, 1882.6951333333334, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0023277777777777776), (3, 0.0, 0.005911111111111111), (4, 0.0, 0.0010944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107672222222222), (16102, 51.900000000000006, 6.184088888888889), (32208, 58.2, 11.638905555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
42,"[33.85455448001986, 44.8531226857566, 22.09049717584259, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[697.1683454979172, 3622.0793967644886, 1492.2814312988123, 0, 0, 0]","[3331.8316545020825, 4479.920603235511, 14618.718568701188, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1364, 3634, 3559, 0, 0, 0]","[(76.19566666666667, 0.004733333333333333, 0.0003333333333333334), (1053.6426000000001, 0.0020666666666666667, 0.0008666666666666666), (1241.5137333333334, 0.0046, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4218.8043333333335, 1859.9952666666666, 999.9996666666667), (16126.3574, 1799.9979333333333, 1524.9991333333332), (33118.48626666667, 1882.6954, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.00065, 0.0013166666666666665), (5, 0.0, 0.0008666666666666668), (4, 0.0, 0.0011055555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09935, 10.108683333333333), (16100, 51.900000000000006, 6.1891333333333325), (32208, 58.2, 11.638894444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
43,"[34.49987589972698, 62.873364601333, 10.117311153870027, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[958.2528564420268, 2701.924956590649, 0, 0, 0, 0]","[3070.7471435579732, 5400.075043409352, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1390, 5094, 1630, 0, 0, 0]","[(96.11873333333332, 0.0094, 0.0002), (1126.6935333333333, 0.0006000000000000001, 0.0020666666666666667), (1012.2248666666667, 0.0, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.881266666666, 1859.9906, 999.9998), (16053.306466666667, 1799.9994, 1524.9979333333333), (33347.775133333336, 1882.7, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002183333333333333), (6, 0.0, 0.0009833333333333335), (2, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107816666666666), (16099, 51.900000000000006, 6.189016666666666), (32210, 58.2, 11.639922222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
44,"[35.666418466120625, 49.43223895334485, 25.77741915461486, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1236.6524546463609, 2248.557598697713, 2646.3487498161635, 0, 0, 0]","[2792.3475453536394, 5853.442401302287, 13464.651250183837, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1437, 4005, 4153, 0, 0, 0]","[(30.32006666666667, 0.004733333333333333, 0.00013333333333333334), (1110.7903333333334, 0.0011333333333333332, 0.0024), (465.56713333333335, 0.3044, 0.011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4264.679933333333, 1859.9952666666666, 999.9998666666667), (16069.209666666666, 1799.9988666666666, 1524.9976), (33894.43286666667, 1882.3956, 1333.7386666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0010722222222222222), (4, 0.0, 0.0010444444444444446), (4, 0.0, 0.009844444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108927777777778), (16101, 51.900000000000006, 6.188955555555555), (32208, 58.2, 11.630155555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
45,"[50.33507073715562, 29.992594421130587, 39.80510210415244, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[980.7207544667889, 907.7776025314058, 5626.455882179178, 0, 0, 0]","[3048.279245533211, 7194.222397468594, 10484.544117820822, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2028, 2430, 6413, 0, 0, 0]","[(27.2618, 0.0044666666666666665, 0.0), (46.137, 0.0, 0.0014), (476.05280000000005, 0.05793333333333333, 0.0028000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4267.7382, 1859.9955333333332, 1000.0), (17133.863, 1800.0, 1524.9986), (33883.9472, 1882.6420666666668, 1333.7472), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.001061111111111111), (2, 0.0, 0.0006555555555555556), (5, 0.0, 0.006211111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.108938888888888), (16103, 51.900000000000006, 6.189344444444444), (32207, 58.2, 11.633788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
46,"[40.80416976917349, 39.16316958775611, 51.57966606666253, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[860.4934058464189, 2124.9655334306362, 3900.7577297974626, 0, 0, 0]","[3168.5065941535813, 5977.034466569364, 12210.242270202538, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1644, 3173, 8310, 0, 0, 0]","[(43.602599999999995, 0.004666666666666667, 0.00013333333333333334), (76.1952, 0.004866666666666667, 0.0013999999999999998), (585.1046, 0.06333333333333334, 0.003533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4251.3974, 1859.9953333333333, 999.9998666666667), (17103.8048, 1799.9951333333333, 1524.9986), (33774.8954, 1882.6366666666668, 1333.7464666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0010944444444444443), (4, 0.0, 0.002477777777777778), (7, 1.666666666666667e-05, 0.003988888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108905555555555), (16101, 51.900000000000006, 6.1875222222222215), (32205, 58.199983333333336, 11.63601111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
47,"[45.02357905187392, 39.79264379165638, 35.19955310036621, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[681.8186284535373, 3161.1694422933915, 3514.8834970284715, 0, 0, 0]","[3347.1813715464627, 4940.8305577066085, 12596.116502971528, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1814, 3224, 5671, 0, 0, 0]","[(64.31200000000001, 0.011933333333333334, 0.004666666666666667), (71.3024, 0.0044, 0.0014), (1795.1613333333335, 0.0254, 0.003933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4230.688, 1859.9880666666666, 999.9953333333333), (17108.6976, 1799.9956, 1524.9986), (32564.838666666667, 1882.6746, 1333.7460666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0009166666666666666, 0.005794444444444444), (5, 0.0, 0.001466666666666667), (6, 0.0, 0.0013722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09908333333333, 10.104205555555556), (16100, 51.900000000000006, 6.188533333333333), (32206, 58.2, 11.638627777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
48,"[41.74733184413006, 51.258948407800546, 21.891875116380113, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[279.90489652563247, 1548.3360002652635, 1492.2814312988123, 0, 0, 0]","[3749.0951034743675, 6553.6639997347365, 14618.718568701188, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1682, 4153, 3527, 0, 0, 0]","[(198.53, 0.016466666666666668, 0.005533333333333334), (44.73853333333333, 0.0044666666666666665, 0.0017333333333333333), (1249.9023333333334, 0.0044666666666666665, 0.0009999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4096.47, 1859.9835333333333, 999.9944666666667), (17135.261466666667, 1799.9955333333332, 1524.9982666666667), (33110.09766666667, 1882.6955333333333, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.006183333333333332), (6, 0.0, 0.001561111111111111), (4, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.103816666666667), (16099, 51.900000000000006, 6.188438888888888), (32208, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
49,"[27.02903946388682, 47.03776845223402, 40.05337967848054, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[373.69944797718307, 2661.613531463981, 4719.558693712233, 0, 0, 0]","[3655.300552022817, 5440.386468536019, 11391.441306287767, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1089, 3811, 6453, 0, 0, 0]","[(67.1082, 0.004733333333333333, 0.00020000000000000004), (218.10346666666666, 0.005533333333333334, 0.014599999999999998), (1031.0988666666667, 0.004533333333333333, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4227.8918, 1859.9952666666666, 999.9998), (16961.896533333333, 1799.9944666666668, 1524.9854), (33328.90113333333, 1882.6954666666668, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0012222222222222224), (6, 0.06103333333333333, 0.013783333333333333), (6, 0.0, 0.00145), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108777777777778), (16099, 51.83896666666667, 6.176216666666666), (32206, 58.2, 11.638549999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
50,"[36.51030032266071, 64.82350037027894, 62.96939978896406, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[248.71930150793688, 1570.6865113349913, 1470.918755855893, 0, 0, 0]","[3780.280698492063, 6531.313488665009, 14640.081244144107, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1471, 5252, 10145, 0, 0, 0]","[(59.4186, 0.004666666666666667, 6.666666666666668e-05), (1906.3102000000001, 0.7922666666666668, 0.015133333333333332), (46.8362, 0.009266666666666666, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.5814, 1859.9953333333333, 999.9999333333334), (15273.6898, 1799.2077333333334, 1524.9848666666667), (34313.1638, 1882.6907333333334, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0010944444444444443), (7, 0.29986666666666667, 0.013016666666666666), (5, 0.0, 0.0027000000000000006), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108905555555555), (16098, 51.60013333333334, 6.176983333333333), (32207, 58.2, 11.637299999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
51,"[31.347728965003725, 58.41767464823501, 60.194897895847554, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[700.5593828956971, 1270.0436042969347, 2252.3523558236616, 0, 0, 0]","[3328.440617104303, 6831.956395703065, 13858.647644176339, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1263, 4733, 9698, 0, 0, 0]","[(43.3406, 0.0048000000000000004, 0.00013333333333333334), (2803.8914, 0.09699999999999998, 0.0028), (153.791, 0.5403333333333333, 0.4375999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4251.6594, 1859.9952, 999.9998666666667), (14376.1086, 1799.903, 1524.9972), (34206.209, 1882.1596666666667, 1333.3124), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011277777777777777), (5, 0.0, 0.0017499999999999998), (4, 0.0, 0.003566666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108872222222221), (16100, 51.900000000000006, 6.188249999999999), (32208, 58.2, 11.636433333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
52,"[65.50012410027301, 64.14465564058257, 83.35298864130097, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1151.4517518135, 616.5740950097975, 1290.4391462452068, 0, 0, 0]","[2877.5482481865, 7485.425904990203, 14820.560853754792, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2639, 5197, 13429, 0, 0, 0]","[(79.34133333333332, 0.007599999999999999, 0.007533333333333334), (2621.4392, 0.0005333333333333334, 0.0019333333333333333), (1451.2288, 0.0094, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4215.658666666666, 1859.9924, 999.9924666666667), (14558.5608, 1799.9994666666666, 1524.9980666666668), (32908.7712, 1882.6906000000001, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0030555555555555553), (4, 0.0, 0.00016666666666666666), (4, 0.0, 0.0025555555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.106944444444444), (16101, 51.900000000000006, 6.189833333333333), (32208, 58.2, 11.637444444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
