interval,totalcontainers,newcontainers,deployed,migrations,inqueue
270,2524,11,11,11,0
271,2549,25,25,25,0
272,2554,5,5,5,0
273,2559,5,5,5,0
274,2583,24,24,24,0
275,2587,4,4,4,0
276,2602,15,15,15,0
277,2620,18,18,18,0
278,2624,4,4,4,0
279,2637,13,13,13,0
280,2649,12,12,12,0
281,2655,6,6,6,0
282,2668,13,13,13,0
283,2674,6,6,6,0
284,2685,11,11,11,0
285,2689,4,4,4,0
286,2695,6,6,6,0
287,2704,9,9,9,0
288,2717,13,13,13,0
289,2727,10,10,10,0
290,2733,6,6,6,0
291,2737,4,4,4,0
292,2750,13,13,13,0
293,2753,3,3,3,0
294,2774,21,21,21,0
295,2777,3,3,3,0
296,2800,23,23,23,0
297,2806,6,6,6,0
298,2809,3,3,3,0
299,2816,7,7,7,0
300,2823,7,7,7,0
301,2837,14,14,14,0
302,2850,13,13,13,0
303,2860,10,10,10,0
304,2884,24,24,24,0
305,2889,5,5,5,0
306,2908,19,19,19,0
307,2919,11,11,11,0
308,2930,11,11,11,0
309,2940,10,10,10,0
310,2957,17,17,17,0
311,2962,5,5,5,0
312,2978,16,16,16,0
313,2990,12,12,12,0
314,2995,5,5,5,0
315,3016,21,21,21,0
316,3021,5,5,5,0
317,3035,14,14,14,0
318,3046,11,11,11,0
319,3055,9,9,9,0
320,3060,5,5,5,0
321,3073,13,13,13,0
322,3086,13,13,13,0
323,3099,13,13,13,0
324,3111,12,12,12,0
325,3116,5,5,5,0
326,3128,12,12,12,0
327,3139,11,11,11,0
328,3147,8,8,8,0
329,3152,5,5,5,0
330,3165,13,13,13,0
331,3174,9,9,9,0
332,3180,6,6,6,0
333,3186,6,6,6,0
334,3191,5,5,5,0
335,3206,15,15,15,0
336,3209,3,3,3,0
337,3217,8,8,8,0
338,3228,11,11,11,0
339,3244,16,16,16,0
340,3249,5,5,5,0
341,3265,16,16,16,0
342,3272,7,7,7,0
343,3280,8,8,8,0
344,3288,8,8,8,0
345,3309,21,21,21,0
346,3317,8,8,8,0
347,3330,13,13,13,0
348,3340,10,10,10,0
349,3345,5,5,5,0
350,3367,22,22,22,0
351,3374,7,7,7,0
352,3379,5,5,5,0
353,3389,10,10,10,0
354,3398,9,9,9,0
355,3407,9,9,9,0
356,3423,16,16,16,0
357,3429,6,6,6,0
358,3434,5,5,5,0
359,3444,10,10,10,0
360,3453,9,9,9,0
361,3465,12,12,12,0
362,3475,10,10,10,0
363,3490,15,15,15,0
364,3502,12,12,12,0
365,3514,12,12,12,0
366,3532,18,18,18,0
367,3546,14,14,14,0
368,3558,12,12,12,0
369,3568,10,10,10,0
370,3574,6,6,6,0
371,3584,10,10,10,0
372,3597,13,13,13,0
373,3612,15,15,15,0
374,3623,11,11,11,0
375,3633,10,10,10,0
376,3647,14,14,14,0
377,3674,27,27,27,0
378,3693,19,19,19,0
379,3699,6,6,6,0
380,3706,7,7,7,0
381,3736,30,30,30,0
382,3746,10,10,10,0
383,3754,8,8,8,0
384,3769,15,15,15,0
385,3776,7,7,7,0
386,3786,10,10,10,0
387,3791,5,5,5,0
388,3802,11,11,11,0
389,3817,15,15,15,0
390,3832,15,15,15,0
391,3842,10,10,10,0
392,3853,11,11,11,0
393,3861,8,8,8,0
394,3877,16,16,16,0
395,3892,15,15,15,0
396,3896,4,4,4,0
397,3910,14,14,14,0
398,3924,14,14,14,0
399,3932,8,8,8,0
400,3948,16,16,16,0
401,3952,4,4,4,0
402,3964,12,12,12,0
403,3978,14,14,14,0
404,3994,16,16,16,0
405,4010,16,16,16,0
406,4026,16,16,16,0
407,4040,14,14,14,0
408,4047,7,7,7,0
409,4071,24,24,24,0
410,4079,8,8,8,0
411,4101,22,22,22,0
412,4121,20,20,20,0
413,4127,6,6,6,0
414,4137,10,10,10,0
415,4146,9,9,9,0
416,4166,20,20,20,0
417,4176,10,10,10,0
418,4183,7,7,7,0
419,4196,13,13,13,0
420,4207,11,11,11,0
421,4216,9,9,9,0
422,4221,5,5,5,0
423,4230,9,9,9,0
424,4237,7,7,7,0
425,4239,2,2,2,0
426,4245,6,6,6,0
427,4249,4,4,4,0
428,4257,8,8,8,0
429,4261,4,4,4,0
430,4265,4,4,4,0
431,4274,9,9,9,0
432,4284,10,10,10,0
433,4291,7,7,7,0
434,4304,13,13,13,0
435,4320,16,16,16,0
436,4324,4,4,4,0
437,4331,7,7,7,0
438,4343,12,12,12,0
439,4359,16,16,16,0
440,4366,7,7,7,0
441,4370,4,4,4,0
442,4381,11,11,11,0
443,4386,5,5,5,0
444,4393,7,7,7,0
445,4399,6,6,6,0
446,4402,3,3,3,0
447,4410,8,8,8,0
448,4413,3,3,3,0
449,4421,8,8,8,0
450,4432,11,11,11,0
451,4434,2,2,2,0
452,4437,3,3,3,0
453,4444,7,7,7,0
454,4446,2,2,2,0
455,4458,12,12,12,0
456,4462,4,4,4,0
457,4468,6,6,6,0
458,4477,9,9,9,0
459,4481,4,4,4,0
460,4489,8,8,8,0
461,4501,12,12,12,0
462,4511,10,10,10,0
463,4517,6,6,6,0
464,4526,9,9,9,0
465,4534,8,8,8,0
466,4540,6,6,6,0
467,4543,3,3,3,0
468,4547,4,4,4,0
469,4562,15,15,15,0
470,4568,6,6,6,0
471,4577,9,9,9,0
472,4584,7,7,7,0
473,4598,14,14,14,0
474,4609,11,11,11,0
475,4614,5,5,5,0
476,4630,16,16,16,0
477,4652,22,22,22,0
478,4654,2,2,2,0
479,4663,9,9,9,0
480,4672,9,9,9,0
481,4676,4,4,4,0
482,4689,13,13,13,0
483,4700,11,11,11,0
484,4713,13,13,13,0
485,4722,9,9,9,0
486,4737,15,15,15,0
487,4748,11,11,11,0
488,4755,7,7,7,0
489,4764,9,9,9,0
490,4773,9,9,9,0
491,4779,6,6,6,0
492,4793,14,14,14,0
493,4808,15,15,15,0
494,4816,8,8,8,0
495,4823,7,7,7,0
496,4832,9,9,9,0
497,4838,6,6,6,0
498,4844,6,6,6,0
499,4849,5,5,5,0
500,4852,3,3,3,0
501,4863,11,11,11,0
502,4877,14,14,14,0
503,4887,10,10,10,0
504,4895,8,8,8,0
505,4899,4,4,4,0
506,4905,6,6,6,0
507,4919,14,14,14,0
508,4926,7,7,7,0
509,4932,6,6,6,0
510,4943,11,11,11,0
511,4948,5,5,5,0
512,4953,5,5,5,0
513,4966,13,13,13,0
514,4981,15,15,15,0
515,4991,10,10,10,0
516,4999,8,8,8,0
517,5006,7,7,7,0
518,5018,12,12,12,0
519,5025,7,7,7,0
520,5033,8,8,8,0
521,5038,5,5,5,0
522,5044,6,6,6,0
523,5048,4,4,4,0
524,5055,7,7,7,0
525,5060,5,5,5,0
526,5068,8,8,8,0
527,5075,7,7,7,0
528,5087,12,12,12,0
529,5110,23,23,23,0
530,5121,11,11,11,0
531,5131,10,10,10,0
532,5140,9,9,9,0
533,5147,7,7,7,0
534,5158,11,11,11,0
535,5167,9,9,9,0
536,5179,12,12,12,0
537,5187,8,8,8,0
538,5193,6,6,6,0
539,5202,9,9,9,0
540,5214,12,12,12,0
541,5217,3,3,3,0
542,5228,11,11,11,0
543,5238,10,10,10,0
544,5247,9,9,9,0
545,5253,6,6,6,0
546,5261,8,8,8,0
547,5272,11,11,11,0
548,5278,6,6,6,0
549,5280,2,2,2,0
550,5286,6,6,6,0
551,5290,4,4,4,0
552,5300,10,10,10,0
553,5303,3,3,3,0
554,5311,8,8,8,0
555,5325,14,14,14,0
556,5330,5,5,5,0
557,5340,10,10,10,0
558,5348,8,8,8,0
559,5355,7,7,7,0
560,5373,18,18,18,0
561,5377,4,4,4,0
562,5384,7,7,7,0
563,5411,27,27,27,0
564,5414,3,3,3,0
565,5424,10,10,10,0
566,5432,8,8,8,0
567,5450,18,18,18,0
568,5454,4,4,4,0
569,5456,2,2,2,0
570,5470,14,14,14,0
571,5479,9,9,9,0
572,5485,6,6,6,0
573,5496,11,11,11,0
574,5499,3,3,3,0
575,5502,3,3,3,0
576,5511,9,9,9,0
577,5521,10,10,10,0
578,5530,9,9,9,0
579,5535,5,5,5,0
580,5545,10,10,10,0
581,5558,13,13,13,0
582,5561,3,3,3,0
583,5574,13,13,13,0
584,5588,14,14,14,0
585,5596,8,8,8,0
586,5617,21,21,21,0
587,5626,9,9,9,0
588,5636,10,10,10,0
589,5649,13,13,13,0
590,5659,10,10,10,0
591,5669,10,10,10,0
592,5684,15,15,15,0
593,5697,13,13,13,0
594,5706,9,9,9,0
595,5716,10,10,10,0
596,5721,5,5,5,0
597,5732,11,11,11,0
598,5743,11,11,11,0
599,5762,19,19,19,0
600,5781,19,19,19,0
601,5796,15,15,15,0
602,5815,19,19,19,0
603,5829,14,14,14,0
604,5838,9,9,9,0
605,5849,11,11,11,0
606,5878,29,29,29,0
607,5891,13,13,13,0
608,5912,21,21,21,0
609,5919,7,7,7,0
610,5941,22,22,22,0
611,5969,28,28,28,0
612,5981,12,12,12,0
613,5991,10,10,10,0
614,6013,22,22,22,0
615,6026,13,13,13,0
616,6036,10,10,10,0
617,6046,10,10,10,0
618,6059,13,13,13,0
619,6067,8,8,8,0
620,6081,14,14,14,0
621,6089,8,8,8,0
622,6107,18,18,18,0
623,6116,9,9,9,0
624,6121,5,5,5,0
625,6126,5,5,5,0
626,6134,8,8,8,0
627,6146,12,12,12,0
628,6153,7,7,7,0
629,6154,1,1,1,0
630,6162,8,8,8,0
631,6168,6,6,6,0
632,6169,1,1,1,0
633,6183,14,14,14,0
634,6186,3,3,3,0
635,6198,12,12,12,0
636,6214,16,16,16,0
637,6226,12,12,12,0
638,6235,9,9,9,0
639,6252,17,17,17,0
640,6264,12,12,12,0
641,6271,7,7,7,0
642,6276,5,5,5,0
643,6284,8,8,8,0
644,6304,20,20,20,0
645,6307,3,3,3,0
646,6311,4,4,4,0
647,6327,16,16,16,0
648,6338,11,11,11,0
649,6348,10,10,10,0
650,6360,12,12,12,0
651,6373,13,13,13,0
652,6379,6,6,6,0
653,6399,20,20,20,0
654,6408,9,9,9,0
655,6412,4,4,4,0
656,6417,5,5,5,0
657,6432,15,15,15,0
658,6442,10,10,10,0
659,6448,6,6,6,0
660,6456,8,8,8,0
661,6461,5,5,5,0
662,6473,12,12,12,0
663,6481,8,8,8,0
664,6492,11,11,11,0
665,6499,7,7,7,0
666,6502,3,3,3,0
667,6524,22,22,22,0
668,6534,10,10,10,0
669,6541,7,7,7,0
670,6547,6,6,6,0
671,6563,16,16,16,0
672,6569,6,6,6,0
673,6578,9,9,9,0
674,6592,14,14,14,0
675,6596,4,4,4,0
676,6604,8,8,8,0
677,6615,11,11,11,0
678,6628,13,13,13,0
679,6645,17,17,17,0
680,6670,25,25,25,0
681,6685,15,15,15,0
682,6698,13,13,13,0
683,6713,15,15,15,0
684,6723,10,10,10,0
685,6733,10,10,10,0
686,6748,15,15,15,0
687,6759,11,11,11,0
688,6777,18,18,18,0
689,6789,12,12,12,0
690,6790,1,1,1,0
691,6803,13,13,13,0
692,6818,15,15,15,0
693,6822,4,4,4,0
694,6833,11,11,11,0
695,6841,8,8,8,0
696,6855,14,14,14,0
697,6865,10,10,10,0
698,6879,14,14,14,0
699,6886,7,7,7,0
700,6897,11,11,11,0
701,6914,17,17,17,0
702,6925,11,11,11,0
703,6941,16,16,16,0
704,6957,16,16,16,0
705,6966,9,9,9,0
706,6982,16,16,16,0
707,6989,7,7,7,0
708,6991,2,2,2,0
709,7001,10,10,10,0
710,7014,13,13,13,0
711,7020,6,6,6,0
712,7023,3,3,3,0
713,7029,6,6,6,0
714,7039,10,10,10,0
715,7049,10,10,10,0
716,7055,6,6,6,0
717,7065,10,10,10,0
718,7071,6,6,6,0
719,7077,6,6,6,0
720,7087,10,10,10,0
721,7091,4,4,4,0
722,7104,13,13,13,0
723,7105,1,1,1,0
724,7113,8,8,8,0
725,7133,20,20,20,0
726,7138,5,5,5,0
727,7143,5,5,5,0
728,7159,16,16,16,0
729,7167,8,8,8,0
730,7173,6,6,6,0
731,7192,19,19,19,0
732,7200,8,8,8,0
733,7207,7,7,7,0
734,7219,12,12,12,0
735,7228,9,9,9,0
736,7243,15,15,15,0
737,7256,13,13,13,0
738,7270,14,14,14,0
739,7277,7,7,7,0
740,7293,16,16,16,0
741,7299,6,6,6,0
742,7308,9,9,9,0
743,7319,11,11,11,0
744,7327,8,8,8,0
745,7333,6,6,6,0
746,7343,10,10,10,0
747,7351,8,8,8,0
748,7357,6,6,6,0
749,7367,10,10,10,0
750,7382,15,15,15,0
751,7384,2,2,2,0
752,7392,8,8,8,0
753,7409,17,17,17,0
754,7414,5,5,5,0
755,7425,11,11,11,0
756,7439,14,14,14,0
757,7447,8,8,8,0
758,7459,12,12,12,0
759,7470,11,11,11,0
760,7475,5,5,5,0
761,7491,16,16,16,0
762,7499,8,8,8,0
763,7511,12,12,12,0
764,7520,9,9,9,0
765,7530,10,10,10,0
766,7534,4,4,4,0
767,7543,9,9,9,0
768,7560,17,17,17,0
769,7585,25,25,25,0
770,7597,12,12,12,0
771,7608,11,11,11,0
772,7624,16,16,16,0
773,7633,9,9,9,0
774,7640,7,7,7,0
775,7651,11,11,11,0
776,7657,6,6,6,0
777,7668,11,11,11,0
778,7677,9,9,9,0
779,7689,12,12,12,0
780,7704,15,15,15,0
781,7712,8,8,8,0
782,7724,12,12,12,0
783,7742,18,18,18,0
784,7753,11,11,11,0
785,7763,10,10,10,0
786,7776,13,13,13,0
787,7790,14,14,14,0
788,7804,14,14,14,0
789,7819,15,15,15,0
790,7825,6,6,6,0
791,7833,8,8,8,0
792,7844,11,11,11,0
793,7859,15,15,15,0
794,7869,10,10,10,0
795,7885,16,16,16,0
796,7889,4,4,4,0
797,7911,22,22,22,0
798,7922,11,11,11,0
799,7938,16,16,16,0
800,7953,15,15,15,0
801,7967,14,14,14,0
802,7976,9,9,9,0
803,7993,17,17,17,0
804,8000,7,7,7,0
805,8008,8,8,8,0
806,8019,11,11,11,0
807,8035,16,16,16,0
808,8048,13,13,13,0
809,8058,10,10,10,0
810,8073,15,15,15,0
811,8082,9,9,9,0
812,8108,26,26,26,0
813,8115,7,7,7,0
814,8126,11,11,11,0
815,8139,13,13,13,0
816,8153,14,14,14,0
817,8161,8,8,8,0
818,8166,5,5,5,0
819,8173,7,7,7,0
820,8183,10,10,10,0
821,8184,1,1,1,0
822,8197,13,13,13,0
823,8209,12,12,12,0
824,8219,10,10,10,0
825,8232,13,13,13,0
826,8252,20,20,20,0
827,8264,12,12,12,0
828,8284,20,20,20,0
829,8288,4,4,4,0
830,8302,14,14,14,0
831,8309,7,7,7,0
832,8322,13,13,13,0
833,8328,6,6,6,0
834,8334,6,6,6,0
835,8340,6,6,6,0
836,8346,6,6,6,0
837,8353,7,7,7,0
838,8361,8,8,8,0
839,8372,11,11,11,0
840,8376,4,4,4,0
841,8386,10,10,10,0
842,8397,11,11,11,0
843,8408,11,11,11,0
844,8415,7,7,7,0
845,8421,6,6,6,0
846,8430,9,9,9,0
847,8449,19,19,19,0
848,8456,7,7,7,0
849,8473,17,17,17,0
850,8491,18,18,18,0
851,8509,18,18,18,0
852,8529,20,20,20,0
853,8540,11,11,11,0
854,8559,19,19,19,0
855,8568,9,9,9,0
856,8581,13,13,13,0
857,8600,19,19,19,0
858,8612,12,12,12,0
859,8623,11,11,11,0
860,8631,8,8,8,0
861,8644,13,13,13,0
862,8662,18,18,18,0
863,8674,12,12,12,0
864,8690,16,16,16,0
865,8707,17,17,17,0
866,8722,15,15,15,0
867,8745,23,23,23,0
868,8756,11,11,11,0
869,8767,11,11,11,0
870,8782,15,15,15,0
871,8791,9,9,9,0
872,8803,12,12,12,0
873,8820,17,17,17,0
874,8825,5,5,5,0
875,8839,14,14,14,0
876,8852,13,13,13,0
877,8864,12,12,12,0
878,8872,8,8,8,0
879,8879,7,7,7,0
880,8888,9,9,9,0
881,8892,4,4,4,0
882,8900,8,8,8,0
883,8903,3,3,3,0
884,8917,14,14,14,0
885,8926,9,9,9,0
886,8932,6,6,6,0
887,8941,9,9,9,0
888,8950,9,9,9,0
889,8958,8,8,8,0
890,8973,15,15,15,0
891,8985,12,12,12,0
892,8999,14,14,14,0
893,9008,9,9,9,0
894,9015,7,7,7,0
895,9022,7,7,7,0
896,9031,9,9,9,0
897,9043,12,12,12,0
898,9051,8,8,8,0
899,9062,11,11,11,0
900,9078,16,16,16,0
901,9090,12,12,12,0
902,9103,13,13,13,0
903,9113,10,10,10,0
904,9122,9,9,9,0
905,9131,9,9,9,0
906,9144,13,13,13,0
907,9160,16,16,16,0
908,9163,3,3,3,0
909,9175,12,12,12,0
910,9180,5,5,5,0
911,9186,6,6,6,0
912,9200,14,14,14,0
913,9213,13,13,13,0
914,9220,7,7,7,0
915,9230,10,10,10,0
916,9237,7,7,7,0
917,9240,3,3,3,0
918,9243,3,3,3,0
919,9246,3,3,3,0
920,9255,9,9,9,0
921,9259,4,4,4,0
922,9265,6,6,6,0
923,9273,8,8,8,0
924,9284,11,11,11,0
925,9294,10,10,10,0
926,9306,12,12,12,0
927,9313,7,7,7,0
928,9324,11,11,11,0
929,9331,7,7,7,0
930,9342,11,11,11,0
931,9346,4,4,4,0
932,9358,12,12,12,0
933,9363,5,5,5,0
934,9377,14,14,14,0
935,9381,4,4,4,0
936,9396,15,15,15,0
937,9409,13,13,13,0
938,9422,13,13,13,0
939,9438,16,16,16,0
940,9453,15,15,15,0
941,9468,15,15,15,0
942,9479,11,11,11,0
943,9483,4,4,4,0
944,9495,12,12,12,0
945,9509,14,14,14,0
946,9513,4,4,4,0
947,9517,4,4,4,0
948,9529,12,12,12,0
949,9535,6,6,6,0
950,9543,8,8,8,0
951,9548,5,5,5,0
952,9556,8,8,8,0
953,9564,8,8,8,0
954,9567,3,3,3,0
955,9570,3,3,3,0
956,9577,7,7,7,0
957,9583,6,6,6,0
958,9588,5,5,5,0
959,9597,9,9,9,0
960,9615,18,18,18,0
961,9622,7,7,7,0
962,9634,12,12,12,0
963,9642,8,8,8,0
964,9656,14,14,14,0
965,9665,9,9,9,0
966,9671,6,6,6,0
967,9683,12,12,12,0
968,9699,16,16,16,0
969,9707,8,8,8,0
970,9715,8,8,8,0
971,9735,20,20,20,0
972,9749,14,14,14,0
973,9757,8,8,8,0
974,9779,22,22,22,0
975,9789,10,10,10,0
976,9800,11,11,11,0
977,9818,18,18,18,0
978,9828,10,10,10,0
979,9835,7,7,7,0
980,9859,24,24,24,0
981,9865,6,6,6,0
982,9869,4,4,4,0
983,9877,8,8,8,0
984,9884,7,7,7,0
985,9888,4,4,4,0
986,9892,4,4,4,0
987,9900,8,8,8,0
988,9908,8,8,8,0
989,9918,10,10,10,0
990,9924,6,6,6,0
991,9930,6,6,6,0
992,9945,15,15,15,0
993,9954,9,9,9,0
994,9960,6,6,6,0
995,9970,10,10,10,0
996,9980,10,10,10,0
997,9987,7,7,7,0
998,9999,12,12,12,0
999,10008,9,9,9,0
1000,10018,10,10,10,0
1001,10033,15,15,15,0
