interval,numdestroyed,nummigrations,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
15,11,12,"[431.67689604988664, 894.2335515866873, 876.8078078149933, 678.7787394713216, 553.9945167082128, 567.4424980683261, 1314.7159108575495, 568.5362956233914, 1415.1928799410748, 1119.903768777677, 840.7659450956315]",842.00443727225,"[0.06039792, 0.20971279999999998, 0.15099408000000003, 0.046554479999999995, 0.055999999999999994, 0.09007699999999999, 0.06746336, 0.0768446, 0.089644, 0.09099786666666666, 0.188342]",0.10245710060606061,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
16,6,3,"[490.4955093590685, 620.2785570987669, 917.7260404037092, 827.6007915016361, 739.0192842407254, 460.90783360092274]",676.0046693674716,"[0.02390544, 0.0125816, 5.16737952, 0.8321491200000001, 0.1174404, 0.0992136]",1.0421116133333332,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
17,12,13,"[881.8724154752289, 791.7938329714358, 1387.7091097465625, 1293.6834628254892, 887.6234824641143, 1019.083531684337, 847.3263011984549, 819.4889339406031, 946.5998839659184, 1396.6785683754906, 1778.4402307084888, 1201.253564213623]",1104.296109797479,"[0.026561066666666664, 0.1968512, 1.2672366666666663, 0.008805839999999999, 0.34792288000000005, 0.18707049999999997, 0.1275248, 0.4337092, 0.09007699999999999, 0.8545948800000001, 0.3973584, 0.09167539999999999]",0.3357823194444444,1,8.333333333333334,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
18,10,8,"[882.5166959035946, 828.732614797693, 242.05325615966666, 831.6764822742446, 887.7134439041142, 707.2431529612996, 995.0299967486045, 1475.2170736127184, 1764.66231644076, 652.7578214576943]",926.7602854260389,"[0.08388351999999999, 0.0374836, 0.08368112, 0.29080266666666676, 0.43788432000000005, 0.06487018666666666, 0.05368704, 0.125905, 0.32046300000000005, 0.859208]",0.23578684533333333,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
19,8,14,"[1347.2744891496611, 883.1078790176196, 555.9826274222678, 1109.5010531856217, 571.8507823186787, 937.1036667398299, 942.9530327556737, 912.971869252223]",907.593174980197,"[0.26739272, 0.0794656, 0.67556096, 1.5533654000000001, 0.09571836666666667, 0.5131774, 0.19755640000000002, 0.10193983999999999]",0.4355220858333333,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
20,9,15,"[1172.318181131585, 828.732614797693, 614.81048173636, 480.837688056362, 874.6870549245187, 842.4267889241385, 346.44315724024125, 1426.2367200609615, 1480.636752509237]",896.3477154867886,"[0.07613191999999999, 0.0374836, 0.1151392, 0.11184733333333331, 0.14316543999999998, 0.14316416, 0.078592, 0.12730180000000002, 0.071989]",0.10053493925925924,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
21,15,16,"[1159.2953061280396, 1464.9664170141996, 1063.9131465891348, 804.7952523802193, 554.4980873831805, 1040.7310572482943, 778.9674909749256, 869.9484621569931, 1172.2300316018122, 1992.088997912993, 489.3528980684995, 200.16431952951083, 1141.1322794070438, 1003.7137207883391, 231.8035326728046]",931.1733999903993,"[2.4645691199999997, 0.20162426666666666, 0.21474815999999997, 0.10625429333333333, 0.9864982399999999, 0.031105866666666662, 0.2583679466666666, 0.30921008, 0.02124885333333333, 0.055999999999999994, 0.10591007999999999, 0.04928106666666666, 0.6683673333333335, 0.14547759999999998, 0.04529736]",0.3775973511111112,1,6.666666666666667,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
22,7,7,"[1167.0285740328573, 1178.5693311966077, 583.5957466115553, 678.3964173586548, 871.1522848801978, 753.6850052276342, 406.8409779139379]",805.6097624602064,"[0.2670084, 0.0290972, 0.07833224, 0.15099408000000003, 0.13309912, 0.10213639999999999, 0.08649839999999999]",0.12102369142857142,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
23,10,5,"[839.6712613867282, 1146.753931893319, 887.04285117421, 728.0041387961005, 558.0739163736781, 1146.8923148880515, 818.1942440984477, 966.9570524958565, 1112.94508178394, 1097.1816775735408]",930.1716470463873,"[0.022804800000000004, 0.055999999999999994, 0.06997224, 0.20761605333333336, 0.0509584, 5.659513199999999, 3.1698487466666667, 0.0894784, 2.965371733333333, 0.0774938]",1.236905737333333,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
24,21,17,"[882.5840970186237, 829.8404799931214, 837.3375270643585, 887.9080591574475, 791.9189505870552, 698.595586528005, 894.2754941466873, 526.6462645073932, 272.1742264879027, 1673.0721579344038, 637.5450746543139, 1445.2407941106637, 967.2576854680523, 1280.4070481215292, 1492.2766528957761, 1211.4820505648447, 1131.647402007578, 1010.819246289629, 636.2342886708703, 1018.5132569971163, 711.794114298609]",944.6462122620945,"[0.7002419200000001, 0.1902176, 0.07241808, 0.6324995733333334, 0.06542783999999999, 0.14218400000000003, 0.25165536, 0.015780053333333332, 0.08947786666666664, 0.4222256, 0.12079584, 2.0580792, 0.3143679466666666, 0.07046424, 0.08850459999999999, 0.10107475999999999, 0.2617224000000001, 0.04167912, 0.7133294666666665, 0.220848, 0.0843584]",0.31701675555555553,1,4.761904761904762,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
25,10,3,"[1126.0073601264016, 1220.1336759466014, 1485.177463525078, 1115.0632044506067, 1040.7372784216277, 739.0192842407254, 1106.9952685093306, 928.0036171672896, 844.5060404184379, 1316.7741619419626]",1092.2417354748063,"[0.09730528, 0.20356336, 0.38923008, 5.083494399999999, 0.03732703999999999, 0.1174404, 0.0, 0.01593696, 0.026842879999999996, 0.14010879999999998]",0.61112492,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
26,6,9,"[609.4976116469511, 1178.5751506366075, 491.60445801321896, 814.6110037755171, 515.4037618561293, 1020.9725324462503]",771.7774197291124,"[0.150994, 0.03491664, 0.08155699999999999, 0.10585513333333332, 0.2174792, 0.11494266666666665]",0.11762410666666666,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
27,10,10,"[770.4302634231898, 850.1944394784462, 462.971340154439, 874.758637644519, 752.733122332958, 940.5556269866655, 777.2628445905908, 642.6998228671902, 1477.8972557298841, 1348.4488289875662]",889.7952182195447,"[0.51338232, 0.0188724, 0.14701576, 0.21474815999999997, 0.08131640000000001, 0.047394666666666675, 0.07906759999999999, 0.0803782, 0.07697087999999999, 0.06412606666666666]",0.13232724533333332,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
28,9,10,"[77.25750327356947, 1019.7486699571161, 1417.1501962301709, 1146.3778136880514, 453.87914144221406, 480.837688056362, 1171.894293906734, 1003.7584595883391, 467.16327749141243]",804.2296715148855,"[0.050330400000000004, 1.45626096, 0.22816938666666664, 5.1450119999999995, 0.14995231999999997, 0.11184733333333331, 0.368474, 0.1902164, 0.1439528]",0.871579511111111,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
29,9,5,"[1460.9383481685145, 491.553569413219, 1280.4372470815292, 942.9228472890069, 828.7155767976931, 1221.6665559712123, 464.9166472513818, 586.4865423046364, 1219.333136650607]",944.1078301030889,"[0.018174, 0.030668400000000002, 0.10066320000000001, 0.16737093333333333, 0.020445599999999998, 0.054523199999999994, 0.0226476, 0.1121468, 0.11696959333333334]",0.07151214740740741,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,10,9,"[1180.6790854675253, 1522.459528568786, 707.251261734633, 1457.2460426609562, 894.7041847326842, 703.0170450685507, 543.2815591853285, 289.56693995397217, 924.7856786985786, 617.5802312154676]",884.0571557286485,"[0.06291263999999999, 0.0391424, 0.07297896, 0.0792908, 0.29192256, 0.01651368, 0.01565816, 0.08977686666666666, 0.07225213333333333, 0.0226476]",0.07630958,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
31,10,17,"[707.251261734633, 539.7120581867282, 1497.1214848965665, 874.740817964519, 831.0460972171757, 1272.558080815218, 1280.5081492148627, 765.9491676216628, 694.0758358973831, 908.8882150044644]",937.1851168553214,"[0.07297896, 0.0636016, 0.15078933333333333, 0.19692848, 0.07915506666666666, 0.06823199999999999, 0.1715653333333333, 0.0803382, 0.1443018, 0.07046232]",0.10983530933333333,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
32,4,5,"[1150.188148678446, 1466.056297729843, 1038.822278691341, 1165.030729147533]",1205.0243635617908,"[0.0125816, 0.17112744000000002, 0.09402794666666667, 0.26593639999999996]",0.13591834666666666,1,25.0,"[1, 1, 1, 1]"
33,11,11,"[742.1968965395023, 847.791825096041, 408.44780736624335, 1216.0035805637092, 922.4151239258673, 667.0641886442926, 1183.8784223012583, 826.7988413416358, 569.9458103984055, 586.5674093046364, 507.99909608124557]",770.8280910511669,"[0.18126976, 1.45354104, 1.8206048, 3.44491968, 0.15526373333333332, 0.4369811666666667, 0.06665933333333333, 0.03019896, 0.03421645333333333, 0.1930138, 0.088726]",0.7186722478787879,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
34,9,9,"[437.4932274574752, 1195.9233042716685, 1397.364927735039, 854.6390157031807, 1171.257161093531, 894.2964654266873, 728.0230129827671, 827.8648287816359, 764.3138461809993]",919.0195321814426,"[0.006290133333333332, 0.34959999999999997, 0.2964728, 1.12742656, 0.23797533333333337, 0.27262664, 0.22649024, 1.0961864000000001, 0.07740599999999999]",0.4100526785185185,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
35,13,14,"[1253.0632534397364, 573.1357519863759, 1209.285632650602, 1180.7210272275252, 379.5768135978212, 1179.6098773787828, 1424.3849339713927, 1079.7674657564573, 1172.2880236818123, 946.8598114166781, 1111.754495991002, 1171.0952899656293, 807.0516408974293]",1037.584155227788,"[0.15666056, 0.01651368, 0.07549674666666667, 0.10485439999999999, 0.02264688, 0.07535472, 0.073, 0.08478152, 0.07924093333333332, 0.1098258, 0.14040786666666666, 0.702145, 0.09117493333333333]",0.13323869538461539,1,7.6923076923076925,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
36,8,4,"[442.7323956560375, 658.2164174827236, 973.4513386342378, 839.6621394667281, 699.3840757876229, 778.8666247215922, 699.6904153561684, 1450.9375992947812]",817.8676257999865,"[0.19377504, 0.12079584, 0.09395231999999999, 0.013682880000000001, 0.0037735200000000003, 0.1575016933333333, 0.09212694666666667, 0.0929212]",0.09606618,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
37,12,7,"[274.1565511161853, 583.5521534115553, 693.1931461851065, 883.636020698385, 927.6994900077048, 792.4835736542218, 863.7798445016973, 777.2022310705908, 1468.639629139929, 543.2837960653285, 1435.1131878811386, 549.7299567944707]",816.039131710526,"[0.00531232, 0.03473903999999999, 0.036348373333333336, 0.009295626666666668, 1.1022612000000003, 0.47543, 0.02831088, 0.018454079999999998, 0.07948743999999999, 0.01789504, 0.06963079999999999, 0.098164]",0.16461073333333334,1,8.333333333333334,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
38,10,4,"[1266.9906068958564, 154.2424464801032, 753.919406722214, 1180.2372293005062, 678.4299715986547, 827.6007915016361, 1012.8113198659543, 1223.0835373451976, 609.3603174869513, 804.7981252335527]",851.1473752430626,"[0.1230328, 0.025165200000000002, 0.1902176, 0.08210815999999999, 0.18454832000000002, 0.8321491200000001, 0.01971216, 3.50307984, 0.01369984, 0.10912714666666666]",0.5082840186666667,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
39,8,7,"[1717.5256707792523, 622.3824920592006, 932.923218873181, 526.6417559207265, 1186.9207677513275, 1018.8293841874637, 1450.9243184947811, 1165.030729147533]",1077.6472921516831,"[0.0, 0.12263186666666667, 0.05088928, 0.011271466666666665, 0.1342176, 0.0220176, 0.0796404, 0.26593639999999996]",0.08582557666666665,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
40,9,11,"[791.8862366670552, 583.5273398115553, 1006.1292479715537, 880.2911896565853, 539.6530175467282, 753.6511718676343, 826.8909250483026, 1277.1405456267753, 1323.7637201678642]",886.9925993737838,"[0.032713919999999994, 0.009925439999999999, 0.08046633333333332, 0.006640399999999999, 0.00456096, 0.06830304, 0.12228266666666665, 0.055999999999999994, 0.0851884]",0.05178679555555555,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
41,5,4,"[967.2016854680522, 509.726741348942, 1201.4007597736227, 670.9407433401763, 249.70037479447078]",719.7940609450527,"[0.2583679466666666, 0.07312479999999999, 0.23887096, 0.02013264, 0.06858199999999999]",0.13181566933333333,1,20.0,"[1, 1, 1, 1, 1]"
42,6,8,"[455.6928724644634, 868.7131873392198, 537.8563380127466, 477.2551553905908, 509.670741348942, 439.1912117672853]",548.0632510538748,"[0.02233224, 0.07198973333333333, 0.032417093333333334, 0.0713784, 0.0171248, 0.09220623571428571]",0.05124141706349206,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
43,8,11,"[827.9128474216359, 537.8378139594132, 1056.0697433130451, 846.6979318933193, 983.1529849167384, 1277.1575456267756, 1146.7709318933194, 154.2474795201032]",853.7309098180438,"[1.1442050400000001, 0.013893039999999999, 0.14250624, 0.0, 0.14290346666666665, 0.073, 0.073, 0.03019824]",0.20246325333333334,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
44,5,7,"[604.7771848870382, 908.896044151131, 380.5634017518044, 1480.659082175904, 995.0826413086043]",873.9956708548964,"[1.5569243733333333, 0.07829146666666667, 0.12526864000000001, 0.09431866666666666, 0.1063316]",0.39222694933333335,1,20.0,"[1, 1, 1, 1, 1]"
45,5,8,"[416.8682457991463, 1264.9998696181979, 416.8682457991463, 1536.7578470225387, 533.9279595308909]",833.884433553984,"[0.17099296666666666, 0.006604639999999999, 0.17099296666666666, 0.0892512, 0.07492133333333333]",0.10255262133333332,1,20.0,"[1, 1, 1, 1, 1]"
46,10,17,"[645.1939263666296, 1409.3891540045386, 846.718168680768, 892.7951132125551, 936.9512742731631, 1019.1791739843368, 1078.6756647870304, 153.7058866326269, 734.0673422853317, 355.15420594272086]",807.1829910169702,"[0.02921776, 0.07922513333333332, 0.07205496666666666, 0.09071043333333333, 0.36078493333333334, 0.2827128, 0.0859312, 0.011271466666666665, 0.20162426666666666, 0.30788]",0.152141296,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
47,11,14,"[691.2431401146222, 958.2298392427235, 1417.3783656168375, 840.0901684688894, 1019.135959884337, 862.6678001439776, 193.8414557823947, 1452.6740831078275, 1299.9319069073435, 946.7860073659187, 840.6855544289647]",956.6058437330761,"[3.6575083999999998, 0.1342176, 0.4563387733333333, 0.139886, 0.23949869999999998, 0.002096, 0.06542952, 0.46446800000000005, 0.10497946666666666, 0.2762004, 0.10795133333333334]",0.5135067448484848,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
48,9,7,"[901.8834231790036, 1967.5028752224368, 1480.639950309237, 678.7735667513216, 863.7845629816971, 458.98199154808003, 920.8740503031167, 568.5365963233914, 437.56023519080856]",919.8374724232326,"[0.13485232, 0.17112703999999998, 0.0751868, 0.04138176, 0.03302936, 0.09394976, 0.02432632, 0.0771453, 0.07329786666666666]",0.08047739185185183,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
49,10,13,"[572.3184324437899, 1186.8159004058246, 678.4803029586548, 117.04320759817175, 614.8529880363599, 752.809451432958, 695.144413046889, 773.4398861153635, 742.3007927535715, 775.4933369492601]",690.8698711740843,"[0.4247402133333332, 0.02348688, 0.23487968, 0.1457008, 0.1576455, 0.1576455, 0.3789611, 0.40202920000000003, 0.0771453, 0.12053539999999999]",0.21227695733333335,1,10.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
50,14,14,"[1160.5375532056983, 816.3487886956875, 1162.6740881439775, 764.2633505809994, 1209.304506837269, 647.8463370787358, 1018.8970045874638, 669.6937289330249, 843.9243042830857, 884.149740762951, 1347.2576736696649, 1480.626093175904, 928.3372389743713, 805.3554300987037]",981.3725599305382,"[0.14868943999999998, 0.08052767999999999, 0.008384, 0.026910399999999998, 0.09437093333333334, 0.2950728799999999, 0.089638, 0.10370863999999999, 3.3889962666666666, 0.04655552, 0.09542616, 0.061329666666666664, 1.7400101666666672, 0.0879408]",0.44768289666666666,1,7.142857142857143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
51,15,8,"[883.636020698385, 678.5058073471371, 967.4231437080521, 863.7798445016973, 778.930581268259, 1223.1051471225649, 431.6903178098866, 1178.6427895166075, 437.4995175908085, 1018.3729395571162, 1663.1020188081573, 1410.7708322638705, 570.4736969420994, 1053.1193058189822, 912.9911624788896]",938.1362083621674,"[0.009295626666666668, 0.29192288000000005, 0.4798261866666666, 0.02831088, 0.22145823999999997, 0.20132640000000002, 0.07381968, 0.10255552, 0.012580266666666664, 0.08053056, 0.09536913333333333, 0.2559283, 0.4013302666666667, 0.20699479999999998, 0.12123306666666665]",0.17216545377777775,1,6.666666666666667,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
52,14,3,"[572.2880938571233, 1023.8116879734966, 1424.837618504726, 1156.9992789856578, 692.2434325516024, 578.2435353643417, 375.2726337343338, 395.04730890688893, 703.018879921884, 894.762171322197, 537.8794930794132, 698.5718891946717, 609.3637424469515, 742.1395176195022]",743.1770916759134,"[0.3944016266666666, 0.0254792, 0.5256845333333333, 0.02831088, 0.07829146666666667, 0.3825187199999999, 0.26843359999999994, 0.28185696, 0.018348533333333333, 0.5704234666666667, 0.055572159999999995, 0.1184866666666667, 0.0171248, 0.12389084]",0.20634453238095238,1,7.142857142857143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
53,6,2,"[553.9385167082128, 887.8039075565595, 1012.831032025954, 778.8534365230317, 839.6667004267282, 794.2627825359668]",811.2260626294088,"[0.0, 0.04697376, 0.03942432, 0.16106112, 0.01824384, 0.07789262666666666]",0.05726594444444444,1,16.666666666666668,"[1, 1, 1, 1, 1, 1]"
54,5,5,"[1293.7433765321557, 652.3269910576944, 1039.0774880704644, 672.8315262676248, 948.7050365501544]",921.3368836956186,"[0.06871954666666666, 0.42837759999999997, 0.01593696, 0.08138799999999999, 0.036908159999999995]",0.12626605333333332,1,20.0,"[1, 1, 1, 1, 1]"
55,7,10,"[1221.6883652512122, 1179.6228175387828, 1424.9427554113925, 734.0673422853317, 1328.9753551964636, 1522.4448501687862, 1509.3988777706027]",1274.4486233746527,"[0.07633248, 0.08829487999999999, 0.63082144, 0.20162426666666666, 0.0633388, 0.024464, 0.18874186666666667]",0.1819453904761905,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
56,7,10,"[773.8535989018162, 1280.4107919434455, 1396.8222170954907, 1147.033774159986, 510.7353101794461, 405.44938607185145, 1316.7236075419623]",975.8612408419997,"[0.11863461333333333, 0.10297522666666664, 0.9982436, 0.33584226666666667, 0.08326207999999999, 0.10773279999999999, 0.08955439999999999]",0.2623207123809524,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
57,4,9,"[1316.7168966619624, 919.059029940393, 1748.9178914729705, 893.1803063163375]",1219.4685310979157,"[0.08284351999999999, 0.282715, 0.002096, 0.1007858]",0.11711007999999999,1,25.0,"[1, 1, 1, 1]"
58,7,9,"[594.6068772126843, 1166.0136852612554, 773.1888514753633, 770.7126045841743, 678.4985462778919, 861.0416076180813, 591.1744223726322]",776.4623706860118,"[0.19461504, 0.0824362, 0.15099456, 1.1439439999999998, 0.24077199999999999, 0.1456989333333333, 0.0925724]",0.2930047333333333,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
59,11,10,"[1432.7778731697954, 1039.0748319104644, 828.7257995976931, 765.8766568349961, 991.4317652581564, 927.0874077054127, 750.3354053321162, 1077.069303800587, 878.770630826659, 896.8529752356778, 551.1547039980817]",921.7415776063307,"[0.20132560000000002, 0.013280799999999999, 0.030668400000000002, 0.007827413333333333, 0.27745792, 0.08535818666666667, 0.08724143999999999, 0.198828, 0.008388, 0.09466973333333333, 0.2615207]",0.11514238121212123,1,9.090909090909092,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
60,9,12,"[991.348904492814, 1373.409938414404, 725.1273286395724, 669.7056560930246, 1109.0019313856217, 633.3938758701983, 371.6430813529382, 1306.5246976688402, 669.7056560930246]",872.2067855567153,"[0.06710719999999999, 0.76000608, 0.11471903333333332, 0.11563579999999998, 1.0542436, 1.0640291666666664, 0.2713056, 0.123032, 0.11563579999999998]",0.4095238088888889,1,11.11111111111111,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
61,5,12,"[1444.6401703506635, 870.117268876993, 1171.363892593531, 1196.0407442716687, 936.8158818064966]",1123.7955915798707,"[1.45745544, 0.47801679999999996, 0.34470683333333335, 0.46703999999999996, 0.22539246666666668]",0.5945223079999999,1,20.0,"[1, 1, 1, 1, 1]"
62,14,9,"[692.2356034049358, 818.1942440984477, 1342.9995498534806, 395.0238208268889, 490.50082167906845, 785.9156995476018, 791.6954073714359, 908.9520441511311, 927.6116961854127, 591.922252716589, 827.184716941636, 927.8779634743714, 117.99284300998052, 1006.1462479715536]",758.8752079451809,"[0.07046232, 3.1698487466666667, 0.030668400000000002, 0.25836887999999997, 0.02921776, 0.072776, 0.0984256, 0.13429146666666666, 0.6096466666666664, 0.029217173333333332, 0.41607456000000004, 1.280734666666667, 0.05536344, 0.09746633333333332]",0.45375442952380945,1,7.142857142857143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
63,12,14,"[914.1192026456828, 692.2590908449356, 927.0874077054127, 653.0766518576944, 276.79779000448775, 698.5837378613385, 1441.744646740377, 1074.7170668340896, 1075.2830034505223, 1223.5287684385312, 750.4081065321164, 453.3549566204825]",848.4133691279726,"[0.0, 0.09394976, 0.08535818666666667, 1.1780384, 0.0609932, 0.13033533333333336, 1.280734666666667, 0.13871026666666667, 0.7133294666666665, 3.948310933333333, 0.15994264, 0.13317511999999998]",0.6602398311111111,1,8.333333333333334,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,8,6,"[420.9583221919699, 703.6994146466449, 493.4448198348014, 1674.794815206915, 1074.7229191540896, 1165.6918646057752, 1078.8439012316378, 881.8697593685624]",936.7532270300496,"[0.015780053333333332, 0.029776319999999995, 0.01761424, 0.5369455999999999, 0.14456258666666666, 0.16455442666666667, 0.10907063999999998, 0.02390496]",0.1302761033333333,1,12.5,"[1, 1, 1, 1, 1, 1, 1, 1]"
65,7,5,"[694.9265130668888, 645.1859578866295, 1514.469054980793, 894.5910442821968, 1018.383005877116, 995.0971055486044, 1078.6691991870305]",977.3316972613228,"[0.16106112, 0.02124928, 0.12562415999999998, 0.3992964266666666, 0.09059688, 0.12079584, 0.0794656]",0.14258418666666667,1,14.285714285714286,"[1, 1, 1, 1, 1, 1, 1]"
