interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[42.64085380987838, 55.09750678844729, 26.80777108807647, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[902.386419759222, 2329.1818989244325, 2232.9787954473054, 0, 0, 0]","[3126.613580240778, 5772.818101075567, 13878.021204552695, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1718, 4464, 4319, 0, 0, 0]","[(474.6542666666667, 0.025799999999999993, 0.028666666666666674), (610.7944, 0.6993333333333333, 1.3268666666666664), (2090.1602666666668, 0.7902, 0.019133333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3820.3457333333336, 1859.9742, 999.9713333333333), (16569.2056, 1799.3006666666668, 1523.6731333333332), (32269.839733333334, 1881.9098000000001, 1333.7308666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.004522222222222223), (6, 0.00225, 0.06677222222222222), (4, 1.666666666666667e-05, 0.00023333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105477777777777), (16099, 51.89775000000001, 6.123227777777777), (32208, 58.199983333333336, 11.639766666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[46.71134276495408, 49.975314737101954, 31.38849233442989, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[319.3147248848671, 575.6752832482554, 2992.055385294805, 0, 0, 0]","[3709.6852751151328, 7526.324716751745, 13118.944614705195, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1882, 4049, 5057, 0, 0, 0]","[(378.0106666666668, 0.0112, 0.021533333333333335), (145.7511333333333, 0.009333333333333334, 0.0011333333333333334), (1726.304666666667, 0.09333333333333331, 0.3426666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3916.989333333333, 1859.9888, 999.9784666666667), (17034.248866666665, 1799.9906666666666, 1524.9988666666666), (32633.695333333333, 1882.6066666666668, 1333.4073333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0046611111111111115), (6, 0.0, 0.0022055555555555557), (3, 0.0008333333333333333, 0.5114222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.105338888888888), (16099, 51.900000000000006, 6.187794444444444), (32209, 58.19916666666667, 11.128577777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[34.32613551749814, 37.91656381140459, 71.03842095462727, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[502.6176964802392, 1644.2632723615495, 4153.017596254223, 0, 0, 0]","[3526.3823035197606, 6457.73672763845, 11957.982403745777, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1383, 3072, 11445, 0, 0, 0]","[(86.76846666666665, 0.006333333333333332, 0.004866666666666666), (66.75833333333334, 0.0046, 0.0), (2045.2456, 0.01993333333333333, 0.0027333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4208.231533333334, 1859.9936666666667, 999.9951333333333), (17113.241666666665, 1799.9954, 1525.0), (32314.7544, 1882.6800666666668, 1333.7472666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0002444444444444445), (7, 0.0, 0.0012166666666666665), (9, 0.05115, 0.038238888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109755555555555), (16098, 51.900000000000006, 6.188783333333332), (32203, 58.14885, 11.60176111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[33.308513278729215, 41.16267588249815, 54.776239836136796, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1134.7540836766566, 1660.0673043504555, 5088.713472787901, 0, 0, 0]","[2894.2459163233434, 6441.932695649544, 11022.286527212098, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1342, 3335, 8825, 0, 0, 0]","[(78.11773333333335, 6.0545333333333335, 6.029266666666668), (51.466933333333344, 0.0044666666666666665, 0.001), (376.9614666666667, 0.0006666666666666668, 0.0007333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.8822666666665, 1853.9454666666666, 993.9707333333333), (17128.533066666667, 1799.9955333333332, 1524.999), (33983.03853333333, 1882.6993333333335, 1333.7492666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00011666666666666667), (7, 0.0, 0.0010722222222222222), (8, 0.06125, 0.026938888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109883333333332), (16098, 51.900000000000006, 6.188927777777777), (32204, 58.13875, 11.61306111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[43.2861752295855, 29.44951863737349, 50.623797405499346, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[952.5069739199139, 563.2678341234054, 4019.5201999054498, 0, 0, 0]","[3076.493026080086, 7538.732165876595, 12091.47980009455, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1744, 2386, 8156, 0, 0, 0]","[(345.6789999999999, 0.5274000000000001, 0.1580666666666667), (11.315466666666667, 0.0, 0.001), (339.73706666666664, 0.0064, 0.006066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3949.321, 1859.4726, 999.8419333333334), (17168.684533333333, 1800.0, 1524.999), (34020.26293333333, 1882.6936, 1333.7439333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.05473333333333333, 0.023294444444444444), (6, 0.0, 5.555555555555557e-06), (10, 0.0008833333333333334, 0.01781666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.04526666666666, 10.086705555555556), (16099, 51.900000000000006, 6.189994444444444), (32202, 58.19911666666667, 11.622183333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[39.985107967237525, 26.388546038015303, 39.87958537645087, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[568.3228440995482, 1022.0287790173022, 3267.8897445180473, 0, 0, 0]","[3460.677155900452, 7079.971220982698, 12843.110255481952, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1611, 2138, 6425, 0, 0, 0]","[(351.9704, 0.008599999999999998, 0.028933333333333332), (0.0, 0.0, 0.002), (39.7144, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3943.0296, 1859.9914, 999.9710666666666), (17180.0, 1800.0, 1524.998), (34320.2856, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0038388888888888886), (5, 0.0, 1.1111111111111112e-05), (7, 0.0, 0.0018277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10616111111111), (16100, 51.900000000000006, 6.189988888888888), (32205, 58.2, 11.63817222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[41.20129064283942, 25.647988151073807, 37.75060517658743, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1041.1000352408587, 835.6545807750889, 2672.523498084739, 0, 0, 0]","[2987.8999647591413, 7266.345419224911, 13438.476501915262, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1660, 2078, 6082, 0, 0, 0]","[(324.3140666666667, 0.008466666666666667, 0.022533333333333332), (81.0898, 0.0, 0.001), (46.79213333333334, 0.004533333333333333, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3970.685933333333, 1859.9915333333333, 999.9774666666667), (17098.9102, 1800.0, 1524.999), (34313.207866666664, 1882.6954666666668, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.004138888888888889), (4, 0.0, 0.0002611111111111111), (6, 0.04615, 0.017550000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10586111111111), (16101, 51.900000000000006, 6.189738888888888), (32206, 58.153850000000006, 11.622449999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[44.00595681310499, 26.10466551468773, 35.24920861523183, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[234.3502013544148, 604.8833407955718, 2356.559659341583, 0, 0, 0]","[3794.649798645585, 7497.116659204428, 13754.440340658417, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1773, 2115, 5679, 0, 0, 0]","[(42.77153333333332, 0.002, 0.001), (402.6526, 0.0030666666666666668, 0.0022), (39.2776, 0.0044666666666666665, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4252.2284666666665, 1859.998, 999.999), (16777.3474, 1799.9969333333333, 1524.9978), (34320.7224, 1882.6955333333333, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0003888888888888889), (5, 0.04546666666666667, 0.01151111111111111), (5, 0.0, 0.0009333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10961111111111), (16100, 51.854533333333336, 6.1784888888888885), (32207, 58.2, 11.639066666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
19,"[27.40134028294862, 35.373981732905456, 42.63546645149277, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[439.38745374493504, 1540.9723127210414, 1935.9871213136184, 0, 0, 0]","[3589.612546255065, 6561.027687278958, 14175.012878686382, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1104, 2866, 6869, 0, 0, 0]","[(59.15673333333333, 0.004666666666666667, 0.00013333333333333334), (411.7395333333333, 0.0067333333333333325, 0.028133333333333337), (20.79633333333333, 0.004333333333333333, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.843266666667, 1859.9953333333333, 999.9998666666667), (16768.260466666667, 1799.9932666666666, 1524.9718666666668), (34339.20366666667, 1882.6956666666667, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011222222222222222), (9, 0.053816666666666665, 0.015794444444444444), (4, 0.0, 0.0015611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108877777777778), (16096, 51.846183333333336, 6.174205555555555), (32208, 58.2, 11.638438888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
20,"[30.28046661702656, 45.13700320908418, 40.49407237291292, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[728.8211182189857, 2724.0937763477987, 2804.480002255378, 0, 0, 0]","[3300.1788817810143, 5377.906223652201, 13306.519997744621, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1220, 3657, 6524, 0, 0, 0]","[(47.534800000000004, 0.0048, 6.666666666666668e-05), (292.20193333333333, 0.006866666666666667, 0.014199999999999999), (23.941866666666666, 0.0044, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.4652, 1859.9952, 999.9999333333334), (16887.798066666666, 1799.9931333333334, 1524.9858), (34336.05813333333, 1882.6956, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011833333333333333), (9, 0.06325, 0.014388888888888887), (5, 0.0, 0.0016666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108816666666666), (16096, 51.83675000000001, 6.1756111111111105), (32207, 58.2, 11.638333333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 1, 0, 0, 0, 0]"
21,"[41.59841151650534, 45.13700320908418, 21.004282788157163, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1380.1370720304799, 1736.1175101874765, 1700.3789519328436, 0, 0, 0]","[2648.86292796952, 6365.882489812524, 14410.621048067156, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1676, 3657, 3384, 0, 0, 0]","[(105.2058, 0.004666666666666667, 0.0), (328.5526, 0.0071333333333333335, 0.015466666666666667), (1.398, 0.0044, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4189.7942, 1859.9953333333333, 1000.0), (16851.4474, 1799.9928666666667, 1524.9845333333333), (34358.602, 1882.6956, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0015944444444444443), (9, 0.08965000000000001, 0.012655555555555554), (4, 0.0, 0.0009), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108405555555555), (16096, 51.81035000000001, 6.177344444444444), (32208, 58.2, 11.6391), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 1, 0, 0, 0, 0]"
