interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[39.76172747580045, 25.697358676869907, 43.926509837998886, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[279.90489652563247, 1597.1680323908636, 4621.188265537143, 0, 0, 0]","[3749.0951034743675, 6504.831967609136, 11489.811734462857, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1602, 2082, 7077, 0, 0, 0]","[(250.43393333333336, 0.025666666666666667, 0.014466666666666668), (0.0, 0.004733333333333333, 0.0010666666666666667), (707.4377333333334, 0.028133333333333333, 0.006533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4044.5660666666668, 1859.9743333333333, 999.9855333333334), (17180.0, 1799.9952666666666, 1524.9989333333333), (33652.56226666667, 1882.6718666666668, 1333.7434666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.008322222222222222), (2, 0.0, 0.0011555555555555557), (10, 0.05115, 0.05878888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.101677777777777), (16103, 51.900000000000006, 6.188844444444444), (32202, 58.14885, 11.58121111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[23.554231819310004, 57.17106887188349, 33.37471292905468, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[754.9472961971038, 3001.2868204582082, 2460.2677275641345, 0, 0, 0]","[3274.0527038028963, 5100.713179541792, 13650.732272435866, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[949, 4632, 5377, 0, 0, 0]","[(61.29766666666667, 0.004666666666666667, 0.00013333333333333334), (1206.5608666666665, 0.004733333333333333, 0.0028666666666666667), (801.1112, 0.01186666666666667, 0.005666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4233.702333333334, 1859.9953333333333, 999.9998666666667), (15973.439133333333, 1799.9952666666666, 1524.9971333333333), (33558.8888, 1882.6881333333333, 1333.7443333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0010833333333333335), (6, 0.04601666666666666, 0.017377777777777777), (8, 0.06125, 0.04238333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108916666666666), (16099, 51.85398333333334, 6.172622222222222), (32204, 58.13875, 11.597616666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[36.48548026805659, 44.06319427301901, 33.37471292905468, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[989.2406001602865, 2234.7464726338785, 1746.7766281727716, 0, 0, 0]","[3039.7593998397133, 5867.2535273661215, 14364.22337182723, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1470, 3570, 5377, 0, 0, 0]","[(109.31333333333333, 0.0092, 0.00020000000000000004), (1445.6363999999999, 0.005066666666666666, 0.0018), (634.0380666666666, 0.01813333333333333, 0.015333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4185.6866666666665, 1859.9908, 999.9998), (15734.3636, 1799.9949333333334, 1524.9982), (33725.96193333333, 1882.6818666666668, 1333.7346666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.002338888888888889), (5, 0.037733333333333334, 0.016244444444444443), (8, 0.0008666666666666667, 0.032155555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10766111111111), (16100, 51.86226666666667, 6.173755555555555), (32204, 58.199133333333336, 11.607844444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[39.73690742119633, 41.94026166378672, 23.784991620631864, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[952.8119137282051, 1806.0664167237333, 3832.062666792631, 0, 0, 0]","[3076.188086271795, 6295.933583276266, 12278.93733320737, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1601, 3398, 3832, 0, 0, 0]","[(108.74546666666666, 0.009333333333333334, 0.00020000000000000004), (1096.1103999999998, 0.005733333333333332, 0.005999999999999999), (466.96526666666665, 0.30900000000000005, 0.008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4186.254533333334, 1859.9906666666666, 999.9998), (16083.8896, 1799.9942666666666, 1524.994), (33893.034733333334, 1882.391, 1333.742), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0021888888888888887), (7, 0.00875, 0.0033833333333333337), (4, 0.0030166666666666666, 0.07884444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107811111111111), (16098, 51.89125000000001, 6.186616666666666), (32208, 58.196983333333336, 11.561155555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[43.26135517498139, 37.06492224142187, 34.23747749984483, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[965.0351607120679, 1913.9893491832033, 2199.7572780662167, 0, 0, 0]","[3063.964839287932, 6188.010650816796, 13911.242721933784, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1743, 3003, 5516, 0, 0, 0]","[(989.8549333333334, 0.0098, 0.0009999999999999998), (144.0034, 0.08446666666666666, 0.0728), (485.14033333333333, 0.22966666666666666, 0.009600000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3305.1450666666665, 1859.9902, 999.999), (17035.9966, 1799.9155333333333, 1524.9272), (33874.85966666666, 1882.4703333333334, 1333.7404), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002188888888888889), (9, 0.0018666666666666669, 0.0017666666666666668), (6, 0.0002833333333333333, 0.11669444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107811111111111), (16096, 51.89813333333334, 6.188233333333333), (32206, 58.19971666666667, 11.523305555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[40.40704889550757, 43.19921007158726, 36.1926633976786, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[783.7858333152222, 2601.922401413597, 3248.1564546362233, 0, 0, 0]","[3245.214166684778, 5500.077598586403, 12862.843545363776, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1628, 3500, 5831, 0, 0, 0]","[(1070.2456, 0.004733333333333333, 0.0008), (609.5707333333332, 0.0924, 0.07986666666666667), (1008.7297333333333, 0.22173333333333334, 0.002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3224.7544, 1859.9952666666666, 999.9992), (16570.429266666666, 1799.9076, 1524.9201333333333), (33351.27026666667, 1882.4782666666667, 1333.7473333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0015777777777777776), (7, 0.011300000000000001, 0.0023777777777777773), (5, 0.0, 0.05470555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108422222222222), (16098, 51.88870000000001, 6.187622222222222), (32207, 58.2, 11.585294444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[25.788036733680812, 43.00172796840286, 37.28508472472224, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[0, 1946.3601349309072, 3122.73016542592, 0, 0, 0]","[4029, 6155.639865069093, 12988.26983457408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1039, 3484, 6007, 0, 0, 0]","[(1157.6278, 0.0, 0.0007333333333333332), (852.8403333333333, 0.09453333333333336, 0.28406666666666663), (1001.0399333333335, 0.009066666666666667, 0.0010666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3137.3722, 1860.0, 999.9992666666667), (16327.159666666666, 1799.9054666666666, 1524.7159333333334), (33358.96006666667, 1882.6909333333333, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 8.333333333333333e-05), (6, 0.22515, 0.11931111111111113), (7, 0.0, 0.002127777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109916666666667), (16099, 51.674850000000006, 6.070688888888888), (32205, 58.2, 11.63787222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[39.166046165301566, 55.65292520365341, 40.16510458692819, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1121.4194691495995, 1999.886709800729, 1275.279954468995, 0, 0, 0]","[2907.5805308504005, 6102.113290199271, 14835.720045531005, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1578, 4509, 6471, 0, 0, 0]","[(3548.7299333333326, 0.0012666666666666666, 0.0008), (827.1496666666666, 0.0288, 0.21813333333333332), (1178.5988, 1.3254666666666668, 0.45586666666666653), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(746.2700666666674, 1859.9987333333333, 999.9992), (16352.850333333334, 1799.9712, 1524.7818666666667), (33181.4012, 1881.3745333333334, 1333.2941333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 8.888888888888889e-05), (9, 0.06968333333333332, 0.06193333333333333), (6, 0.0, 0.002655555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10991111111111), (16096, 51.830316666666675, 6.128066666666666), (32206, 58.2, 11.637344444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
19,"[39.166046165301566, 26.536657615403602, 43.81478492955124, 0.0, 0.0, 0.0]","[2, 2, 3, 0, 0, 0]","[477.82906770355663, 1256.8695182140882, 3370.2388304340557, 0, 0, 0]","[3551.1709322964434, 6845.130481785912, 12740.761169565943, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1578, 2150, 7059, 0, 0, 0]","[(2317.0022, 0.0, 0.0006666666666666666), (28.223000000000006, 0.0, 0.0), (3502.2430000000004, 0.6209333333333333, 0.042866666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1977.9978, 1860.0, 999.9993333333333), (17151.777, 1800.0, 1525.0), (30857.756999999998, 1882.0790666666667, 1333.7071333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 8.888888888888889e-05), (6, 0.0, 0.005672222222222222), (7, 3.203133333333333, 0.7018277777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10991111111111), (16099, 51.900000000000006, 6.184327777777777), (32205, 54.99686666666667, 10.93817222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
20,"[53.36311739885827, 48.136262651197235, 29.92986158525231, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1540.358194035608, 815.3310623623827, 2031.6206895189841, 0, 0, 0]","[2488.641805964392, 7286.668937637617, 14079.379310481016, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2150, 3900, 4822, 0, 0, 0]","[(3561.6619999999994, 0.0019333333333333333, 0.006666666666666666), (36.78593333333333, 0.0008, 0.0008), (3285.5374666666667, 0.6197999999999999, 0.04726666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(733.3380000000006, 1859.9980666666668, 999.9933333333333), (17143.214066666667, 1799.9992, 1524.9992), (31074.46253333333, 1882.0802, 1333.7027333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0007166666666666668), (7, 0.0, 0.0005277777777777778), (4, 2.814516666666667, 0.666522222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109283333333332), (16098, 51.900000000000006, 6.189472222222221), (32208, 55.38548333333333, 10.973477777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
21,"[66.07098535616778, 21.59960503579363, 35.29265719073925, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[1988.2029997975862, 716.5008770896474, 4419.084228500546, 0, 0, 0]","[2040.7970002024138, 7385.4991229103525, 11691.915771499454, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2662, 1750, 5686, 0, 0, 0]","[(2332.729666666667, 0.0002666666666666667, 0.006333333333333333), (3.625666666666666, 0.0008, 0.0008666666666666667), (174.0624, 0.02313333333333333, 0.009466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1962.270333333333, 1859.9997333333333, 999.9936666666666), (17176.374333333333, 1799.9992, 1524.9991333333332), (34185.9376, 1882.6768666666667, 1333.7405333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0002722222222222222), (1, 0.0, 5.555555555555555e-05), (3, 0.11005, 0.05305555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109727777777778), (16104, 51.900000000000006, 6.189944444444444), (32209, 58.08995, 11.586944444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
22,"[75.87490692479524, 21.59960503579363, 46.241698218608406, 0.0, 0.0, 0.0]","[5, 1, 3, 0, 0, 0]","[1993.8230429118648, 618.3374093651183, 1657.7193600048747, 0, 0, 0]","[2035.1769570881352, 7483.662590634882, 14453.280639995126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3057, 1750, 7450, 0, 0, 0]","[(1686.8074000000001, 0.0007999999999999999, 0.006466666666666666), (8.737533333333333, 0.0007333333333333332, 0.0007333333333333332), (295.6974, 0.027933333333333338, 0.012666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2608.1926, 1859.9992, 999.9935333333333), (17171.262466666667, 1799.9992666666667, 1524.9992666666667), (34064.3026, 1882.6720666666668, 1333.7373333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(12, 0.0425, 0.015344444444444444), (1, 0.0, 6.111111111111111e-05), (3, 0.00315, 0.004205555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4014, 67.05749999999999, 10.094655555555555), (16104, 51.900000000000006, 6.189938888888888), (32209, 58.196850000000005, 11.635794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
