interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[34.8969967733929, 22.155023450999753, 62.60319036683012, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[983.712145001804, 783.2371423816072, 5406.365706686724, 0, 0, 0]","[3045.287854998196, 7318.762857618392, 10704.634293313276, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1406, 1795, 10086, 0, 0, 0]","[(114.11860000000001, 0.0046, 0.002266666666666667), (117.43979999999999, 0.052, 0.0258), (1477.9665333333335, 0.1522, 0.05646666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4180.8814, 1859.9954, 999.9977333333334), (17062.5602, 1799.948, 1524.9742), (32882.03346666667, 1882.5478, 1333.6935333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0018611111111111111), (3, 0.0, 0.0010055555555555555), (10, 0.0, 0.003033333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108138888888888), (16102, 51.900000000000006, 6.188994444444444), (32202, 58.2, 11.636966666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[37.180441796971955, 20.550481362626513, 48.463782508844886, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[767.9360366974425, 579.1568428921917, 1159.8783019726538, 0, 0, 0]","[3261.0639633025576, 7522.843157107808, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1498, 1665, 7808, 0, 0, 0]","[(146.9737333333333, 0.004533333333333334, 0.0022), (1660.244866666667, 0.7856000000000001, 0.009333333333333334), (52.60239999999999, 0.05773333333333333, 0.0522), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4148.026266666667, 1859.9954666666667, 999.9978), (15519.755133333332, 1799.2144, 1524.9906666666666), (34307.3976, 1882.6422666666667, 1333.6978), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0017499999999999996), (4, 0.0, 0.0002611111111111111), (9, 0.0, 0.002411111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10825), (16101, 51.900000000000006, 6.189738888888888), (32203, 58.2, 11.637588888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[39.01712583767684, 21.31572451246606, 20.40220967041152, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[888.2573409263402, 871.6693236189737, 1994.5444887474357, 0, 0, 0]","[3140.7426590736595, 7230.330676381026, 14116.455511252565, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1572, 1727, 3287, 0, 0, 0]","[(38.4458, 0.004066666666666666, 0.0020666666666666667), (1548.0467333333336, 0.09446666666666666, 0.023266666666666665), (1140.8506, 0.0048000000000000004, 0.0011333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.5542, 1859.9959333333334, 999.9979333333333), (15631.953266666667, 1799.9055333333333, 1524.9767333333334), (33219.1494, 1882.6952, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00037222222222222225), (4, 0.00075, 0.0006444444444444444), (5, 0.0032, 0.0021333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109627777777778), (16101, 51.89925000000001, 6.189355555555555), (32207, 58.1968, 11.637866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[39.960287912633405, 31.942730190076524, 20.40220967041152, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1165.4063610072578, 1477.3816347166198, 1406.7409428458818, 0, 0, 0]","[2863.593638992742, 6624.618365283381, 14704.259057154119, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1610, 2588, 3287, 0, 0, 0]","[(36.61086666666667, 0.00013333333333333334, 0.00013333333333333334), (1494.6564000000003, 0.0222, 0.033666666666666664), (1001.0400666666666, 0.0044, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4258.389133333333, 1859.9998666666668, 999.9998666666667), (15685.3436, 1799.9778, 1524.9663333333333), (33358.95993333333, 1882.6956, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 3.888888888888889e-05), (7, 0.0001, 0.0005333333333333333), (5, 0.0, 0.0009444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10996111111111), (16098, 51.8999, 6.189466666666666), (32207, 58.2, 11.639055555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[58.103747828245226, 21.29103924956801, 23.400161380423313, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[980.1292798267336, 0, 2086.9171845041096, 0, 0, 0]","[3048.8707201732664, 8102, 14024.08281549589, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2341, 1725, 3770, 0, 0, 0]","[(86.68053333333333, 0.0018, 0.0002), (1269.7371333333333, 0.019266666666666665, 0.019266666666666665), (0.0, 0.009133333333333334, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4208.319466666667, 1859.9982, 999.9998), (15910.262866666666, 1799.9807333333333, 1524.9807333333333), (34360.0, 1882.6908666666668, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00045), (6, 0.0, 6.666666666666667e-05), (5, 0.0, 0.002266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109549999999999), (16099, 51.900000000000006, 6.189933333333332), (32207, 58.2, 11.637733333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[39.66244725738397, 22.611700814613673, 36.47197566879772, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1013.9602148686415, 584.6255608365811, 2046.8749041745743, 0, 0, 0]","[3015.0397851313583, 7517.374439163419, 14064.125095825426, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1598, 1832, 5876, 0, 0, 0]","[(87.99159999999999, 0.012733333333333334, 0.011866666666666664), (204.12213333333332, 0.0006666666666666666, 0.0005333333333333334), (159.38313333333335, 0.006533333333333334, 0.0024), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.0084, 1859.9872666666668, 999.9881333333333), (16975.877866666666, 1799.9993333333334, 1524.9994666666666), (34200.61686666666, 1882.6934666666666, 1333.7476), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0009777777777777777), (4, 0.0, 0.004755555555555555), (6, 0.0, 0.004288888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109022222222222), (16101, 51.900000000000006, 6.185244444444444), (32206, 58.2, 11.63571111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[53.95879870935716, 22.611700814613673, 12.699397926882256, 0.0, 0.0, 0.0]","[4, 2, 1, 0, 0, 0]","[547.4706813234739, 916.4678195190937, 1791.9824020518593, 0, 0, 0]","[3481.529318676526, 7185.532180480906, 14319.017597948141, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2174, 1832, 2046, 0, 0, 0]","[(122.85633333333332, 0.012199999999999999, 0.0104), (184.5488, 0.0, 0.00013333333333333337), (50.331333333333326, 0.00013333333333333334, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4172.143666666667, 1859.9878, 999.9896), (16995.4512, 1800.0, 1524.9998666666668), (34309.668666666665, 1882.6998666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0013222222222222222), (4, 0.0, 0.004911111111111111), (1, 0.0, 0.0011611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108677777777777), (16101, 51.900000000000006, 6.185088888888888), (32211, 58.2, 11.638838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[43.80739637627203, 40.13823747222908, 28.427782260567312, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[971.6787914640825, 2223.2254614601143, 1061.4250322148832, 0, 0, 0]","[3057.3212085359173, 5878.774538539886, 15049.574967785116, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1765, 3252, 4580, 0, 0, 0]","[(138.23573333333331, 0.016666666666666666, 0.015533333333333333), (208.6652666666667, 8.276933333333334, 0.1464), (46.835800000000006, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4156.764266666667, 1859.9833333333333, 999.9844666666667), (16971.334733333333, 1791.7230666666667, 1524.8536), (34313.1642, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0011444444444444445), (4, 8.906633333333335, 3.6897444444444445), (4, 0.0, 0.00145), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108855555555555), (16101, 42.993366666666674, 2.500255555555555), (32208, 58.2, 11.638549999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
19,"[49.04442789774138, 44.32238953344853, 26.739494755136246, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[942.2821804975526, 3584.376567549003, 4179.163310244719, 0, 0, 0]","[3086.717819502447, 4517.623432450997, 11931.83668975528, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1976, 3591, 4308, 0, 0, 0]","[(89.65126666666669, 0.0, 0.0002), (520.4416666666666, 0.0856, 0.6121333333333332), (64.312, 0.0046, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.348733333333, 1860.0, 999.9998), (16659.558333333334, 1799.9144, 1524.3878666666667), (34295.688, 1882.6954, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00015000000000000001), (4, 0.0, 0.0003222222222222222), (4, 0.0, 0.0012444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10985), (16101, 51.900000000000006, 6.189677777777777), (32208, 58.2, 11.638755555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
20,"[47.53040456689005, 57.39323623796594, 40.56234870585315, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[0, 1238.7762227668727, 1756.2428877318737, 0, 0, 0]","[4029, 6863.223777233127, 14354.757112268126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1915, 4650, 6535, 0, 0, 0]","[(81.35006666666666, 0.0, 6.666666666666668e-05), (834.3151999999999, 0.10893333333333333, 1.2351999999999999), (29.3598, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4213.649933333333, 1860.0, 999.9999333333334), (16345.6848, 1799.8910666666666, 1523.7648), (34330.6402, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.05473333333333333, 0.01928888888888889), (7, 0.045483333333333334, 0.011438888888888889), (4, 0.0, 0.0011666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.04526666666666, 10.09071111111111), (16098, 51.85451666666667, 6.178561111111111), (32208, 58.2, 11.638833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
21,"[10.052122114668652, 69.19279190323377, 49.233442989261995, 0.0, 0.0, 0.0]","[1, 5, 3, 0, 0, 0]","[150.5129573764532, 1483.3028715869132, 1199.393839122536, 0, 0, 0]","[3878.4870426235466, 6618.697128413087, 14911.606160877463, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[405, 5606, 7932, 0, 0, 0]","[(7.6892, 0.0, 0.0), (717.18, 0.006, 0.0098), (218.1036, 0.5356, 0.4385333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4287.3108, 1860.0, 1000.0), (16462.82, 1799.994, 1524.9902), (34141.8964, 1882.1644000000001, 1333.3114666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.6666666666666667e-05), (14, 0.0006833333333333333, 0.004933333333333332), (5, 0.0, 0.0025777777777777774), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109983333333332), (16091, 51.89931666666667, 6.185066666666666), (32207, 58.2, 11.637422222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
22,"[38.37180441796972, 54.554431004690194, 50.884488858543854, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[421.4356608994527, 874.3684732374093, 5426.1955626425315, 0, 0, 0]","[3607.5643391005474, 7227.6315267625905, 10684.804437357468, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1546, 4420, 8198, 0, 0, 0]","[(9.699, 0.0, 0.0), (137.97406666666666, 0.002, 0.004666666666666667), (381.68106666666665, 0.29813333333333336, 0.0034), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4285.301, 1860.0, 1000.0), (17042.025933333334, 1799.998, 1524.9953333333333), (33978.318933333336, 1882.4018666666668, 1333.7466), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 8.333333333333333e-05), (9, 0.0, 0.0002833333333333333), (5, 0.003, 0.06258333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109916666666667), (16096, 51.900000000000006, 6.1897166666666665), (32207, 58.197, 11.577416666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
