interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[39.24050632911392, 25.52456183658356, 59.85351623114642, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1033.528749296455, 1132.1338822109758, 5662.222310030336, 0, 0, 0]","[2995.4712507035447, 6969.866117789024, 10448.777689969664, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1581, 2068, 9643, 0, 0, 0]","[(32.8548, 0.0044666666666666665, 0.0), (1506.4537333333335, 0.09173333333333332, 0.0028), (152.3928666666667, 0.23120000000000002, 0.0019333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4262.1452, 1859.9955333333332, 1000.0), (15673.546266666666, 1799.9082666666666, 1524.9972), (34207.60713333333, 1882.4688, 1333.7480666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.001172222222222222), (6, 0.0, 5.555555555555555e-05), (5, 0.0, 0.056938888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108827777777778), (16099, 51.900000000000006, 6.189944444444444), (32207, 58.2, 11.58306111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[38.7192851824274, 38.62009380399901, 47.067221153249335, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[813.439984242149, 1228.6325467885592, 4614.758193492976, 0, 0, 0]","[3215.560015757851, 6873.367453211441, 11496.241806507023, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1560, 3129, 7583, 0, 0, 0]","[(102.06093333333332, 0.004733333333333333, 6.666666666666668e-05), (1481.9868666666669, 0.00013333333333333334, 0.0029333333333333334), (61.5164, 0.013733333333333334, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4192.939066666667, 1859.9952666666666, 999.9999333333334), (15698.013133333334, 1799.9998666666668, 1524.9970666666666), (34298.4836, 1882.6862666666668, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.001572222222222222), (7, 0.04748333333333333, 0.016783333333333334), (4, 0.0, 0.003116666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108427777777777), (16098, 51.85251666666667, 6.173216666666666), (32208, 58.2, 11.636883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[34.35095557210226, 44.766724265613426, 48.848612749053444, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[808.8066943527513, 1825.0771043340894, 4225.3592095197955, 0, 0, 0]","[3220.193305647249, 6276.922895665911, 11885.640790480204, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1384, 3627, 7870, 0, 0, 0]","[(55.92400000000001, 0.0094, 6.666666666666668e-05), (578.8134, 0.6861333333333334, 1.4712), (150.9948, 0.013666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.076, 1859.9906, 999.9999333333334), (16601.1866, 1799.3138666666666, 1523.5288), (34209.0052, 1882.6863333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.002183333333333333), (5, 0.07585, 0.04706111111111111), (4, 0.0, 0.003211111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107816666666666), (16100, 51.82415, 6.142938888888889), (32208, 58.2, 11.636788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[37.03152146934723, 45.60602320414712, 45.527900192415125, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[842.9800922158811, 2397.950101212951, 2962.1846054414, 0, 0, 0]","[3186.019907784119, 5704.049898787049, 13148.8153945586, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1492, 3695, 7335, 0, 0, 0]","[(111.848, 0.013866666666666666, 6.666666666666668e-05), (794.4695333333334, 0.7232666666666667, 1.2146), (542.4628, 0.2723333333333333, 0.009866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4183.152, 1859.9861333333333, 999.9999333333334), (16385.530466666667, 1799.2767333333334, 1523.7854), (33817.5372, 1882.4276666666667, 1333.7401333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0032111111111111108), (5, 0.0017166666666666665, 0.00245), (5, 0.0, 0.011744444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.106788888888888), (16100, 51.89828333333334, 6.18755), (32207, 58.2, 11.628255555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[37.82576321667908, 46.445322142680816, 39.72441189249581, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[870.7820152226958, 1217.0799334071603, 0, 0, 0, 0]","[3158.217984777304, 6884.92006659284, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1524, 3763, 6400, 0, 0, 0]","[(28.660800000000002, 0.009333333333333332, 0.0), (2089.1986000000006, 0.6951333333333332, 1.326733333333333), (448.79, 0.023333333333333334, 0.003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4266.3392, 1859.9906666666666, 1000.0), (15090.8014, 1799.3048666666666, 1523.6732666666667), (33911.21, 1882.6766666666667, 1333.7466666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.002516666666666666), (6, 0.00225, 0.06526666666666667), (6, 0.0, 0.0022444444444444447), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107483333333333), (16099, 51.89775000000001, 6.1247333333333325), (32206, 58.2, 11.637755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[36.06353933978655, 41.60701061466305, 14.822171187387498, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[689.9231013026206, 1745.3070965156505, 2138.308283086843, 0, 0, 0]","[3339.0768986973794, 6356.69290348435, 13972.691716913158, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1453, 3371, 2388, 0, 0, 0]","[(78.2936, 0.009333333333333334, 6.666666666666668e-05), (1215.0794, 0.00020000000000000004, 0.0006666666666666666), (23.0682, 0.00013333333333333334, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.7064, 1859.9906666666666, 999.9999333333334), (15964.9206, 1799.9998, 1524.9993333333334), (34336.9318, 1882.6998666666668, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0022111111111111107), (6, 0.0, 0.0008277777777777778), (2, 0.0, 0.0005888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107788888888889), (16099, 51.900000000000006, 6.189172222222222), (32210, 58.2, 11.63941111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[31.744849838669648, 39.052085904714886, 30.43262367326671, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[397.33107594720565, 1886.5791821846008, 1547.3700596382855, 0, 0, 0]","[3631.6689240527944, 6215.4208178153995, 14563.629940361714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1279, 3164, 4903, 0, 0, 0]","[(321.56273333333326, 0.5319333333333335, 0.15786666666666668), (1069.5467333333331, 0.0048, 0.001866666666666667), (59.41886666666667, 0.004733333333333333, 0.0005333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3973.437266666667, 1859.4680666666666, 999.8421333333333), (16110.453266666667, 1799.9952, 1524.9981333333333), (34300.58113333333, 1882.6952666666666, 1333.7494666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0050666666666666655), (6, 0.0032, 0.003933333333333333), (4, 1.666666666666667e-05, 0.0013555555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.104933333333333), (16099, 51.896800000000006, 6.186066666666666), (32208, 58.199983333333336, 11.638644444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[36.78332092330603, 58.44235991113306, 28.390540624418097, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[362.6205996563083, 3546.9359510105787, 3511.861803564265, 0, 0, 0]","[3666.3794003436915, 4555.064048989421, 12599.138196435735, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1482, 4735, 4574, 0, 0, 0]","[(353.01959999999997, 0.008199999999999999, 0.02853333333333333), (1468.7033333333334, 0.0071333333333333335, 0.005200000000000001), (81.08966666666666, 0.3022, 0.0019999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3941.9804, 1859.9918, 999.9714666666666), (15711.296666666667, 1799.9928666666667, 1524.9948), (34278.91033333333, 1882.3978, 1333.748), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.003855555555555555), (7, 0.011300000000000001, 0.0039944444444444446), (3, 0.003, 0.06201666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.106144444444444), (16098, 51.88870000000001, 6.186005555555555), (32209, 58.197, 11.577983333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
19,"[48.17572598659717, 44.507529005183905, 44.826516044938245, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[458.24219408979775, 3479.6742229256097, 3687.662669115516, 0, 0, 0]","[3570.7578059102025, 4622.32577707439, 12423.337330884484, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1941, 3606, 7222, 0, 0, 0]","[(315.79519999999997, 0.0064666666666666674, 0.02153333333333333), (491.43140000000005, 0.006, 0.002), (114.81806666666664, 0.2726, 0.05919999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3979.2048, 1859.9935333333333, 999.9784666666667), (16688.5686, 1799.994, 1524.998), (34245.18193333333, 1882.4274, 1333.6908), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.004738888888888889), (5, 0.015133333333333334, 0.0035555555555555557), (5, 0.0002833333333333333, 0.09555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10526111111111), (16100, 51.884866666666674, 6.186444444444444), (32207, 58.19971666666667, 11.544444444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
20,"[39.78654753040456, 72.19205134534683, 29.22227049841723, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[701.7055211171692, 2475.9572698413313, 2618.4381573543565, 0, 0, 0]","[3327.294478882831, 5626.042730158669, 13492.561842645644, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1603, 5849, 4708, 0, 0, 0]","[(13.018866666666666, 0.0, 0.0), (505.41166666666663, 0.010133333333333333, 0.008266666666666667), (49.80673333333334, 0.2662, 0.05380000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4281.981133333334, 1860.0, 1000.0), (16674.588333333333, 1799.9898666666666, 1524.9917333333333), (34310.19326666667, 1882.4338, 1333.6962), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0006277777777777777), (9, 0.011466666666666667, 0.007266666666666667), (3, 0.0, 0.05419444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109372222222222), (16096, 51.88853333333334, 6.182733333333333), (32209, 58.2, 11.585805555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
21,"[51.47679324894515, 47.074796346581095, 44.31754701756564, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[724.8012171425337, 1184.3731806464255, 4319.301411537006, 0, 0, 0]","[3304.1987828574665, 6917.626819353574, 11791.698588462994, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2074, 3814, 7140, 0, 0, 0]","[(20.402, 0.0, 0.0), (532.6757333333334, 0.0051333333333333335, 0.0052), (1134.9074666666668, 0.049333333333333326, 0.05333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.598, 1860.0, 1000.0), (16647.324266666667, 1799.9948666666667, 1524.9948), (33225.092533333336, 1882.6506666666667, 1333.6966666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0009333333333333333), (5, 0.015333333333333336, 0.006688888888888888), (5, 1.666666666666667e-05, 0.006416666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109066666666665), (16100, 51.884666666666675, 6.18331111111111), (32207, 58.199983333333336, 11.633583333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
22,"[53.43757756267063, 27.721550234509994, 68.53081745391347, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[520.5595806201562, 860.8075397068225, 3769.1103395063274, 0, 0, 0]","[3508.4404193798437, 7241.192460293178, 12341.889660493673, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2153, 2246, 11041, 0, 0, 0]","[(394.91846666666663, 1.3948666666666665, 0.0056), (19.485133333333327, 0.021066666666666668, 0.020399999999999998), (2810.8815333333337, 0.00046666666666666666, 0.0022666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3900.0815333333335, 1858.6051333333332, 999.9944), (17160.51486666667, 1799.9789333333333, 1524.9796), (31549.118466666667, 1882.6995333333334, 1333.7477333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0104), (5, 0.0, 0.0006500000000000002), (7, 1.666666666666667e-05, 0.003161111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.099599999999999), (16100, 51.900000000000006, 6.189349999999999), (32205, 58.199983333333336, 11.636838888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 1, 0, 0, 0]"
