interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[33.10995284189625, 39.64453221426808, 31.804357271429456, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[834.5745243332553, 1788.089032541855, 2655.150085814319, 0, 0, 0]","[3194.4254756667447, 6313.910967458145, 13455.849914185681, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1334, 3212, 5124, 0, 0, 0]","[(36.82973333333334, 0.00013333333333333334, 0.00013333333333333334), (615.1638, 0.0011333333333333332, 0.0015999999999999999), (60.118, 0.004666666666666667, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4258.170266666667, 1859.9998666666668, 999.9998666666667), (16564.8362, 1799.9988666666666, 1524.9984), (34299.882, 1882.6953333333333, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0007055555555555556), (4, 0.012733333333333334, 0.003711111111111111), (4, 0.0, 0.0017611111111111117), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109294444444444), (16101, 51.88726666666667, 6.186288888888888), (32208, 58.2, 11.638238888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[35.86497890295359, 40.53320167859788, 34.53541058903855, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[942.35801544743, 1810.6794501139234, 4284.0951815479075, 0, 0, 0]","[3086.6419845525697, 6291.320549886077, 11826.904818452093, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1445, 3284, 5564, 0, 0, 0]","[(25.863933333333332, 0.0, 0.0), (504.7140666666668, 0.012533333333333334, 0.1891333333333333), (142.6062, 0.0047333333333333324, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.136066666667, 1860.0, 1000.0), (16675.285933333333, 1799.9874666666667, 1524.8108666666667), (34217.3938, 1882.6952666666666, 1333.7496666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 9.999999999999999e-05), (5, 0.0002833333333333333, 0.0031833333333333345), (4, 0.0, 0.006988888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1099), (16100, 51.89971666666667, 6.186816666666666), (32208, 58.2, 11.63301111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[39.3397865475304, 38.74352011848926, 48.352057600397245, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[852.9334958887512, 3014.455796840884, 1594.192548763792, 0, 0, 0]","[3176.066504111249, 5087.544203159116, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1585, 3139, 7790, 0, 0, 0]","[(23.417599999999997, 0.0006666666666666666, 0.005866666666666666), (732.6039333333334, 1.0106666666666666, 0.19646666666666668), (1398.1007333333334, 0.004866666666666667, 0.0017333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.5824, 1859.9993333333334, 999.9941333333334), (16447.396066666668, 1798.9893333333334, 1524.8035333333332), (32961.89926666667, 1882.6951333333334, 1333.7482666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0006277777777777778), (7, 0.00035, 0.004655555555555556), (6, 0.045983333333333334, 0.020244444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109372222222222), (16098, 51.89965000000001, 6.185344444444444), (32206, 58.15401666666667, 11.619755555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[40.38222884090345, 53.5176499629721, 13.816647011358699, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1397.3509478212036, 1193.8774572874102, 2116.5942568906485, 0, 0, 0]","[2631.6490521787964, 6908.12254271259, 13994.405743109352, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1627, 4336, 2226, 0, 0, 0]","[(18.08666666666667, 0.0004, 0.005733333333333333), (761.6142666666667, 0.7858666666666667, 0.19479999999999997), (984.2627333333332, 6.666666666666668e-05, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.913333333333, 1859.9996, 999.9942666666667), (16418.385733333333, 1799.2141333333334, 1524.8052), (33375.73726666666, 1882.6999333333333, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00011666666666666667), (9, 0.07660000000000003, 0.009688888888888888), (2, 0.0, 0.0001277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109883333333332), (16096, 51.82340000000001, 6.18031111111111), (32210, 58.2, 11.639872222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[54.008438818565395, 14.76178721303382, 59.698342747191354, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[1546.5898981226824, 1196.600635528421, 4687.005600911978, 0, 0, 0]","[2482.4101018773176, 6905.399364471579, 11423.994399088022, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2176, 1196, 9618, 0, 0, 0]","[(412.43833333333333, 1.395333333333333, 0.011333333333333332), (5.2424, 0.0, 0.0), (1140.1508666666666, 0.009466666666666665, 0.001266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3882.5616666666665, 1858.6046666666666, 999.9886666666666), (17174.7576, 1800.0, 1525.0), (33219.84913333334, 1882.6905333333334, 1333.7487333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.009916666666666667), (2, 0.0, 0.000638888888888889), (8, 0.00065, 0.002577777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.100083333333332), (16103, 51.900000000000006, 6.18936111111111), (32204, 58.19935, 11.637422222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[55.02606105733433, 31.5847938780548, 45.881695735832665, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[373.69944797718307, 2420.4723866485797, 4328.081695804723, 0, 0, 0]","[3655.300552022817, 5681.52761335142, 11782.918304195278, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2217, 2559, 7392, 0, 0, 0]","[(388.58273333333335, 0.6484, 0.009133333333333334), (547.1810666666667, 0.6861333333333334, 1.4692), (156.58640000000003, 0.0094, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3906.417266666667, 1859.3516, 999.9908666666666), (16632.818933333332, 1799.3138666666666, 1523.5308), (34203.4136, 1882.6906000000001, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0004888888888888889), (3, 0.07585, 0.04769444444444444), (6, 0.0, 0.0026), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109511111111111), (16102, 51.82415, 6.142305555555555), (32206, 58.2, 11.6374), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[31.322908910399605, 67.53887928906443, 33.46161008006952, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[373.69944797718307, 3552.0888691811506, 0, 0, 0, 0]","[3655.300552022817, 4549.911130818849, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1262, 5472, 5391, 0, 0, 0]","[(31.455999999999996, 6.666666666666668e-05, 6.666666666666668e-05), (843.9272000000001, 0.7260000000000001, 1.2361333333333333), (106.2556, 0.009066666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.544, 1859.9999333333333, 999.9999333333334), (16336.0728, 1799.274, 1523.7638666666667), (34253.7444, 1882.6909333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.00016666666666666666), (7, 0.0024666666666666665, 0.003827777777777778), (3, 0.0, 0.0021444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109833333333333), (16098, 51.89753333333334, 6.186172222222222), (32209, 58.2, 11.637855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[42.39265326383718, 65.02098247346333, 12.103531748494817, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[797.2811027241589, 3157.097529501482, 1220.4212174365869, 0, 0, 0]","[3231.7188972758413, 4944.902470498519, 14890.578782563412, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1708, 5268, 1950, 0, 0, 0]","[(14.6794, 0.0, 0.0), (715.3018, 0.7751999999999999, 1.4068666666666665), (16.645799999999998, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.3206, 1860.0, 1000.0), (16464.6982, 1799.2248, 1523.5931333333333), (34343.3542, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 5.555555555555557e-06), (8, 0.004216666666666667, 0.06673333333333334), (2, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109994444444444), (16097, 51.89578333333334, 6.123266666666666), (32210, 58.2, 11.639977777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
19,"[54.28145941921072, 42.174771661318196, 32.31332629880206, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1361.3485492387033, 3417.0657308117998, 4204.38820934597, 0, 0, 0]","[2667.6514507612965, 4684.9342691882, 11906.611790654031, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2187, 3417, 5206, 0, 0, 0]","[(49.63213333333333, 0.004666666666666667, 6.666666666666668e-05), (128.6245333333333, 0.08486666666666666, 0.07406666666666667), (1274.3248666666668, 0.0002, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.3678666666665, 1859.9953333333333, 999.9999333333334), (17051.37546666667, 1799.9151333333334, 1524.9259333333334), (33085.67513333333, 1882.6998, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011111111111111111), (6, 0.0, 0.0003611111111111111), (6, 0.0, 0.0001833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108888888888888), (16099, 51.900000000000006, 6.189638888888888), (32206, 58.2, 11.639816666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
20,"[69.86845371059816, 56.270056776104674, 43.12581466079076, 0.0, 0.0, 0.0]","[4, 3, 3, 0, 0, 0]","[1067.228581177632, 0, 2702.5229210947323, 0, 0, 0]","[2961.771418822368, 8102, 13408.477078905267, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2815, 4559, 6948, 0, 0, 0]","[(246.4143333333333, 0.02113333333333333, 0.016533333333333334), (79.69086666666665, 0.08626666666666669, 0.07533333333333334), (1258.4217333333333, 0.0, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4048.585666666667, 1859.9788666666666, 999.9834666666667), (17100.309133333332, 1799.9137333333333, 1524.9246666666666), (33101.578266666664, 1882.7, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0001, 0.013866666666666666), (6, 0.0, 0.0003555555555555555), (6, 0.0, 0.0001722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09989999999999, 10.096133333333333), (16099, 51.900000000000006, 6.189644444444444), (32206, 58.2, 11.639827777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
21,"[60.56093323405312, 52.43149839545791, 69.87151635528521, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[1347.891391586736, 1520.8661008154563, 3675.040133480212, 0, 0, 0]","[2681.108608413264, 6581.133899184544, 12435.959866519788, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2440, 4248, 11257, 0, 0, 0]","[(225.09333333333333, 0.024, 0.021800000000000003), (2102.0446, 0.00046666666666666666, 0.0017333333333333333), (1166.7145333333335, 0.0066, 0.0031999999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4069.9066666666668, 1859.976, 999.9782), (15077.955399999999, 1799.9995333333334, 1524.9982666666667), (33193.28546666667, 1882.6934, 1333.7468), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.009194444444444444), (5, 0.0, 0.0008444444444444445), (11, 0.00065, 0.002427777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.100805555555555), (16100, 51.900000000000006, 6.189155555555555), (32201, 58.19935, 11.637572222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
