interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[43.832216430876144, 41.150333251049126, 16.42976848116194, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[817.6215276332565, 1126.8386350113344, 2618.4381573543565, 0, 0, 0]","[3211.3784723667436, 6975.161364988666, 13492.561842645644, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1766, 3334, 2647, 0, 0, 0]","[(60.1182, 0.004533333333333333, 6.666666666666668e-05), (59.41880000000001, 0.009133333333333334, 6.666666666666668e-05), (9.261866666666666, 0.04873333333333333, 0.05206666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4234.8818, 1859.9954666666667, 999.9999333333334), (17120.5812, 1799.9908666666668, 1524.9999333333333), (34350.73813333333, 1882.6512666666667, 1333.6979333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.042083333333333334, 0.016005555555555558), (5, 0.0, 0.0018388888888888888), (2, 0.0, 0.00046111111111111103), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.05791666666666, 10.093994444444444), (16100, 51.900000000000006, 6.188161111111111), (32210, 58.2, 11.639538888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[41.39985107967237, 29.78276968649716, 43.15684935758178, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[982.9251525475711, 2262.2578379973756, 2808.2016603876546, 0, 0, 0]","[3046.074847452429, 5839.742162002624, 13302.798339612345, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1668, 2413, 6953, 0, 0, 0]","[(30.7574, 0.00013333333333333334, 0.00013333333333333334), (7.339466666666667, 0.0, 0.0), (349.87359999999995, 0.06526666666666667, 0.062133333333333325), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4264.2426, 1859.9998666666668, 999.9998666666667), (17172.660533333332, 1800.0, 1525.0), (34010.1264, 1882.6347333333333, 1333.6878666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00025), (4, 0.0, 0.0), (8, 0.0, 0.016677777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10975), (16101, 51.900000000000006, 6.1899999999999995), (32204, 58.2, 11.623322222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[46.1156614544552, 39.706245371513205, 26.720873937061633, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1037.0316476005958, 1310.2647816673905, 1771.6346260561663, 0, 0, 0]","[2991.9683523994045, 6791.735218332609, 14339.365373943834, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1858, 3217, 4305, 0, 0, 0]","[(74.44773333333333, 0.038266666666666664, 0.0012666666666666666), (57.059333333333335, 0.004666666666666667, 0.00013333333333333334), (436.2066, 0.011466666666666667, 0.006066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4220.552266666667, 1859.9617333333333, 999.9987333333333), (17122.940666666665, 1799.9953333333333, 1524.9998666666668), (33923.7934, 1882.6885333333335, 1333.7439333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.007783333333333335), (7, 0.0, 0.00115), (6, 1.666666666666667e-05, 0.01801111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.102216666666665), (16098, 51.900000000000006, 6.1888499999999995), (32206, 58.199983333333336, 11.621988888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[40.28294862248697, 37.719081708220195, 25.839488548196883, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1064.3327132725105, 1582.426011497772, 3554.1965351100685, 0, 0, 0]","[2964.667286727489, 6519.5739885022285, 12556.803464889932, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1623, 3056, 4163, 0, 0, 0]","[(89.47706666666667, 0.03806666666666667, 0.0012), (48.364866666666664, 0.0046, 6.666666666666668e-05), (420.6526666666667, 0.011066666666666667, 0.0074), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.522933333334, 1859.9619333333333, 999.9988), (17131.635133333333, 1799.9954, 1524.9999333333333), (33939.34733333333, 1882.6889333333334, 1333.7426), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0005611111111111112), (9, 0.0, 0.0013555555555555554), (6, 0.0, 0.021744444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109438888888889), (16096, 51.900000000000006, 6.188644444444444), (32206, 58.2, 11.618255555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[41.32539091586002, 32.819057022957296, 38.20371174973621, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1498.0944937150887, 1320.994049200512, 5138.515850878721, 0, 0, 0]","[2530.905506284911, 6781.005950799488, 10972.48414912128, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1665, 2659, 6155, 0, 0, 0]","[(63.13119999999999, 0.0384, 0.0013333333333333333), (76.15146666666668, 0.0046, 0.0), (537.8310666666666, 0.01666666666666667, 0.0058), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4231.8688, 1859.9616, 999.9986666666666), (17103.848533333334, 1799.9954, 1525.0), (33822.168933333334, 1882.6833333333334, 1333.7442), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0005388888888888889), (9, 0.0, 0.0014222222222222223), (7, 0.0, 0.017911111111111107), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109461111111111), (16096, 51.900000000000006, 6.188577777777777), (32205, 58.2, 11.622088888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[57.75626706378753, 20.723278202912862, 50.72931537458879, 0.0, 0.0, 0.0]","[4, 2, 4, 0, 0, 0]","[1042.8786783376813, 874.3684732374093, 1719.3522916291872, 0, 0, 0]","[2986.1213216623187, 7227.6315267625905, 14391.647708370812, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2327, 1679, 8173, 0, 0, 0]","[(614.6822, 1.9109333333333332, 0.6063333333333333), (31.02, 0.0046, 6.666666666666668e-05), (636.5718666666666, 0.0178, 0.0064), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3680.3178, 1858.0890666666667, 999.3936666666667), (17148.98, 1799.9954, 1524.9999333333333), (33723.428133333335, 1882.6822, 1333.7436), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(11, 0.0, 0.003772222222222222), (6, 0.0, 0.0010333333333333332), (8, 0.08385, 0.0490111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.106227777777777), (16099, 51.900000000000006, 6.1889666666666665), (32204, 58.116150000000005, 11.590988888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[47.10846363862001, 35.929400148111576, 25.827074669480478, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1311.6490871744368, 948.4112539738826, 3528.7064407766993, 0, 0, 0]","[2717.3509128255632, 7153.588746026117, 12582.2935592233, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1898, 2911, 4161, 0, 0, 0]","[(121.8962, 0.004733333333333333, 0.0021333333333333334), (61.90846666666667, 0.0, 6.666666666666668e-05), (676.6802666666667, 0.4544, 0.022333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4173.1038, 1859.9952666666666, 999.9978666666667), (17118.091533333332, 1800.0, 1524.9999333333333), (33683.31973333333, 1882.2456, 1333.7276666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.008016666666666667, 0.0025277777777777777), (6, 0.003833333333333334, 0.0030722222222222214), (3, 0.07118333333333333, 0.033994444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09198333333333, 10.107472222222222), (16099, 51.89616666666667, 6.186927777777777), (32209, 58.12881666666667, 11.606005555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[57.508066517746336, 25.141940261663787, 36.64576997082739, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[994.6736820766216, 668.1037271435606, 1656.0005889357558, 0, 0, 0]","[3034.326317923378, 7433.896272856439, 14454.999411064244, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2317, 2037, 5904, 0, 0, 0]","[(144.00326666666666, 0.0048000000000000004, 0.0027333333333333333), (65.22893333333333, 0.0, 6.666666666666668e-05), (651.5142000000001, 0.21, 0.015733333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4150.996733333333, 1859.9952, 999.9972666666666), (17114.771066666668, 1800.0, 1524.9999333333333), (33708.4858, 1882.49, 1333.7342666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0022611111111111113), (3, 0.0039, 0.0027444444444444448), (5, 0.32739999999999997, 0.10367777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.107738888888889), (16102, 51.896100000000004, 6.187255555555555), (32207, 57.872600000000006, 11.536322222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
19,"[40.82898982377761, 37.0772648728709, 41.97132394016511, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[682.0615221789031, 902.4022874758181, 1138.092347654695, 0, 0, 0]","[3346.938477821097, 7199.597712524182, 14972.907652345304, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1645, 3004, 6762, 0, 0, 0]","[(19.878266666666665, 0.00020000000000000004, 0.0022), (218.23333333333335, 0.0, 0.0002), (520.0930000000001, 0.023399999999999997, 0.0031999999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.121733333333, 1859.9998, 999.9978), (16961.766666666666, 1800.0, 1524.9998), (33839.907, 1882.6766, 1333.7468), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0012277777777777777), (7, 0.0, 0.0052), (5, 0.0, 0.0019500000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108772222222221), (16098, 51.900000000000006, 6.184799999999999), (32207, 58.2, 11.638049999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
20,"[37.37900223380491, 37.74376697111824, 39.07889019924276, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[969.430120407392, 1205.183212888496, 3002.774813199851, 0, 0, 0]","[3059.5698795926082, 6896.816787111504, 13108.22518680015, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1506, 3058, 6296, 0, 0, 0]","[(168.03306666666668, 0.0007999999999999999, 0.0006666666666666666), (332.7469333333333, 0.052533333333333335, 0.02666666666666667), (144.00420000000003, 0.006533333333333334, 0.0022666666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4126.966933333333, 1859.9992, 999.9993333333333), (16847.253066666668, 1799.9474666666667, 1524.9733333333334), (34215.9958, 1882.6934666666666, 1333.7477333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.02890555555555556), (7, 0.0, 0.009033333333333332), (3, 0.0, 0.002416666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.081094444444444), (16098, 51.900000000000006, 6.1809666666666665), (32209, 58.2, 11.637583333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
21,"[38.89302556465624, 40.38509010120958, 56.936254732791255, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[384.2661505437094, 1412.7511751445977, 1138.092347654695, 0, 0, 0]","[3644.7338494562905, 6689.248824855402, 14972.907652345304, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1567, 3272, 9173, 0, 0, 0]","[(146.14393333333336, 4.1302666666666665, 4.141933333333334), (150.29506666666663, 0.05193333333333333, 0.02686666666666667), (215.30720000000002, 0.010466666666666666, 0.0020666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4148.856066666666, 1855.8697333333334, 995.8580666666667), (17029.704933333334, 1799.9480666666666, 1524.9731333333334), (34144.6928, 1882.6895333333334, 1333.7479333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0017333333333333333), (5, 0.0, 0.001428968253968254), (4, 0.0, 0.0027833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108266666666665), (16100, 51.900000000000006, 6.188571031746031), (32208, 58.2, 11.637216666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
