interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[33.03549267808389, 38.16341644038509, 55.75693625473279, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[739.5752498196076, 1067.0604529593884, 2095.6805828629576, 0, 0, 0]","[3289.4247501803925, 7034.939547040612, 14015.319417137041, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1331, 3092, 8983, 0, 0, 0]","[(72.26319999999998, 0.0066, 0.0019333333333333333), (88.60406666666665, 0.0006, 0.0014), (230.16093333333333, 0.049666666666666665, 0.054400000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4222.7368, 1859.9934, 999.9980666666667), (17091.395933333333, 1799.9994, 1524.9986), (34129.83906666667, 1882.6503333333335, 1333.6956), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00115), (9, 0.0, 0.0001666666666666667), (8, 0.44465, 0.0056277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108849999999999), (16096, 51.900000000000006, 6.189833333333333), (32204, 57.75535, 11.634372222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[40.580789277736415, 28.684275487533945, 39.00440692694433, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[538.8314432695229, 676.3704021294876, 5078.502010792592, 0, 0, 0]","[3490.168556730477, 7425.629597870512, 11032.497989207408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1635, 2324, 6284, 0, 0, 0]","[(105.94926666666666, 0.0094, 6.666666666666668e-05), (1272.2718666666667, 0.0006666666666666666, 0.002), (322.26160000000004, 0.005733333333333333, 0.0026666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4189.0507333333335, 1859.9906, 999.9999333333334), (15907.728133333334, 1799.9993333333334, 1524.998), (34037.7384, 1882.6942666666666, 1333.7473333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002138888888888889), (4, 0.0, 0.00017777777777777779), (6, 0.78925, 0.018349999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107861111111111), (16101, 51.900000000000006, 6.1898222222222214), (32206, 57.41075, 11.621649999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[42.0451724993795, 25.783757097013083, 55.33486437837502, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[520.5595806201562, 1523.5015103488226, 1809.1393031047937, 0, 0, 0]","[3508.4404193798437, 6578.498489651178, 14301.860696895206, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1694, 2089, 8915, 0, 0, 0]","[(420.47839999999997, 1.4040666666666664, 0.0057333333333333325), (1379.9254666666666, 0.0012000000000000001, 0.014533333333333332), (1484.782533333333, 0.005866666666666668, 0.0038666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3874.5216, 1858.5959333333333, 999.9942666666667), (15800.074533333333, 1799.9988, 1524.9854666666668), (32875.21746666667, 1882.6941333333334, 1333.7461333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.011744444444444446), (3, 0.06103333333333333, 0.012705555555555555), (7, 0.7182333333333334, 0.014899999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.098255555555555), (16102, 51.83896666666667, 6.177294444444444), (32205, 57.48176666666667, 11.625099999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[24.94415487714073, 50.03702789434708, 16.324250512072496, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[929.9234086888848, 2458.972414565506, 1749.2896693505322, 0, 0, 0]","[3099.0765913111154, 5643.0275854344945, 14361.710330649468, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1005, 4054, 2630, 0, 0, 0]","[(355.8158, 0.6480666666666667, 0.003466666666666667), (2754.2586, 0.14486666666666667, 0.6010666666666666), (1152.0349333333334, 0.0002, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3939.1842, 1859.3519333333334, 999.9965333333333), (14425.741399999999, 1799.8551333333332, 1524.3989333333334), (33207.965066666664, 1882.6998, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00031111111111111107), (7, 0.30498333333333333, 0.19880555555555557), (1, 0.04506666666666667, 0.01591111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109688888888888), (16098, 51.59501666666667, 5.991194444444444), (32211, 58.15493333333334, 11.624088888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[39.612807148175726, 34.608738583065914, 32.53677611569735, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[526.216990066169, 1680.6780363167204, 2191.1105592662866, 0, 0, 0]","[3502.7830099338307, 6421.32196368328, 13919.889440733714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1596, 2804, 5242, 0, 0, 0]","[(327.50426666666664, 0.6452, 0.0048), (1469.4038, 0.19606666666666667, 0.7447333333333334), (2208.9990666666667, 0.0003333333333333333, 0.0014666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3967.495733333333, 1859.3548, 999.9952), (15710.5962, 1799.8039333333334, 1524.2552666666666), (32151.000933333333, 1882.6996666666666, 1333.7485333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0002666666666666667), (6, 0.044, 0.12240555555555556), (2, 1.666666666666667e-05, 0.0001111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109733333333333), (16099, 51.85600000000001, 6.067594444444444), (32210, 58.199983333333336, 11.639888888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[30.255646562422438, 46.66748950876327, 26.658804543479608, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[967.9590612383735, 1446.6000478287287, 1159.8783019726538, 0, 0, 0]","[3061.0409387616264, 6655.399952171271, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1219, 3781, 4295, 0, 0, 0]","[(194.3357333333333, 0.016466666666666664, 0.016533333333333334), (3888.8174, 0.9196666666666667, 0.4740666666666667), (1090.5186, 0.0044666666666666665, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4100.664266666667, 1859.9835333333333, 999.9834666666667), (13291.1826, 1799.0803333333333, 1524.5259333333333), (33269.4814, 1882.6955333333333, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0001, 0.012799999999999999), (9, 1.666666666666667e-05, 0.12210000000000001), (3, 0.04608333333333333, 0.017205555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09989999999999, 10.097199999999999), (16096, 51.89998333333334, 6.0679), (32209, 58.15391666666667, 11.622794444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[44.551998014395636, 22.414218711429275, 40.88510955247967, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1051.7754894828008, 1420.2569967464533, 2451.678326197659, 0, 0, 0]","[2977.224510517199, 6681.743003253547, 13659.32167380234, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1795, 1816, 6587, 0, 0, 0]","[(208.31653333333333, 0.0256, 0.014400000000000001), (2493.5126, 0.09226666666666665, 0.0027333333333333333), (1160.2485333333332, 0.0044666666666666665, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4086.683466666667, 1859.9744, 999.9856), (14686.4874, 1799.9077333333332, 1524.9972666666667), (33199.75146666667, 1882.6955333333333, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.008327777777777778), (5, 0.0, 0.00011666666666666667), (4, 0.0, 0.001638888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.101672222222222), (16100, 51.900000000000006, 6.1898833333333325), (32208, 58.2, 11.63836111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[45.04839910647803, 42.29819797580844, 21.395319967723918, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[731.3721620708768, 1028.142491307159, 0, 0, 0, 0]","[3297.6278379291234, 7073.857508692841, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1815, 3427, 3447, 0, 0, 0]","[(353.7186666666666, 0.02086666666666667, 0.0086), (2505.3963333333336, 0.0010666666666666665, 0.0036), (1073.0423333333333, 0.0044, 0.0009999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3941.2813333333334, 1859.9791333333333, 999.9914), (14674.603666666666, 1799.9989333333333, 1524.9964), (33286.95766666667, 1882.6956, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00011666666666666667, 0.014177777777777779), (6, 0.0, 0.0002611111111111111), (3, 0.0, 0.0009222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09988333333332, 10.095822222222221), (16099, 51.900000000000006, 6.189738888888888), (32209, 58.2, 11.639077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 1, 0, 0, 0, 0]"
19,"[44.20451724993795, 49.38286842754876, 12.103531748494817, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[594.1340891818422, 2005.935864590824, 1220.4212174365869, 0, 0, 0]","[3434.8659108181578, 6096.064135409176, 14890.578782563412, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1781, 4001, 1950, 0, 0, 0]","[(263.54106666666667, 0.0051333333333333335, 0.00013333333333333334), (1431.6546, 8.277533333333334, 0.1482), (16.645799999999998, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4031.4589333333333, 1859.9948666666667, 999.9998666666667), (15748.3454, 1791.7224666666666, 1524.8518), (34343.3542, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.049188888888888886), (5, 8.906633333333335, 3.6878888888888888), (2, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.06081111111111), (16100, 42.993366666666674, 2.5021111111111107), (32210, 58.2, 11.639977777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 1, 0, 0, 0, 0]"
20,"[36.93224125093075, 85.58380646753888, 28.427782260567312, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[612.1041503870206, 3980.955205523147, 3198.494126072853, 0, 0, 0]","[3416.8958496129794, 4121.044794476853, 12912.505873927148, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1488, 6934, 4580, 0, 0, 0]","[(85.28320000000001, 0.0, 0.0), (331.4362, 0.09093333333333334, 0.6101333333333332), (1092.5714666666665, 0.0, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4209.7168, 1860.0, 1000.0), (16848.5638, 1799.9090666666666, 1524.3898666666666), (33267.42853333333, 1882.7, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0008166666666666667), (5, 0.0, 0.0013611111111111111), (3, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109183333333332), (16100, 51.900000000000006, 6.188638888888889), (32209, 58.2, 11.639922222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 2, 0, 0, 0, 0]"
21,"[49.664929262844375, 75.63564551962479, 40.4444168580473, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[719.7126163975433, 2060.06561570066, 5054.270530862066, 0, 0, 0]","[3309.2873836024564, 6041.93438429934, 11056.729469137934, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2001, 6128, 6516, 0, 0, 0]","[(108.35193333333333, 0.0002666666666666667, 0.0002), (119.84259999999999, 0.11026666666666667, 1.2296666666666665), (1298.9659333333334, 0.01853333333333333, 0.006866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4186.648066666667, 1859.9997333333333, 999.9998), (17060.1574, 1799.8897333333334, 1523.7703333333334), (33061.03406666667, 1882.6814666666667, 1333.7431333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0004722222222222222), (4, 1.666666666666667e-05, 0.0012388888888888888), (4, 0.15511666666666668, 0.0666611111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109527777777776), (16101, 51.89998333333334, 6.188761111111111), (32208, 58.04488333333334, 11.573338888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 2, 0, 0, 0, 0]"
