interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[28.41896252171755, 46.63046161441619, 38.73130159518342, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[439.38745374493504, 1393.9797194107214, 4344.279854142938, 0, 0, 0]","[3589.612546255065, 6708.020280589279, 11766.720145857062, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1145, 3778, 6240, 0, 0, 0]","[(45.0884, 0.005066666666666667, 0.0005333333333333334), (77.3308, 0.005333333333333333, 0.0008666666666666666), (1862.2702000000002, 0.016133333333333333, 0.0068), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4249.9116, 1859.9949333333334, 999.9994666666666), (17102.6692, 1799.9946666666667, 1524.9991333333332), (32497.7298, 1882.6838666666667, 1333.7432), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0010944444444444443), (8, 0.0, 0.0020722222222222223), (8, 1.666666666666667e-05, 0.019038888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108905555555555), (16097, 51.900000000000006, 6.1879277777777775), (32204, 58.199983333333336, 11.620961111111109), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[28.716803176966987, 34.57171068871884, 66.799081372975, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[778.1697064077119, 2201.7520943688573, 5833.437359646852, 0, 0, 0]","[3250.830293592288, 5900.247905631142, 10277.562640353148, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1157, 2801, 10762, 0, 0, 0]","[(67.1088, 0.0094, 6.666666666666668e-05), (47.883799999999994, 0.005200000000000001, 0.0004), (2169.501866666667, 0.11099999999999997, 0.3478666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4227.8912, 1859.9906, 999.9999333333334), (17132.1162, 1799.9948, 1524.9996), (32190.498133333334, 1882.589, 1333.4021333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0021444444444444445), (4, 0.0, 0.00195), (10, 0.0008333333333333333, 0.5350611111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107855555555554), (16101, 51.900000000000006, 6.18805), (32202, 58.19916666666667, 11.104938888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[47.704144949118884, 34.57171068871884, 54.043820991868905, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[1046.9180198205945, 850.4492209632483, 1874.6166507122373, 0, 0, 0]","[2982.0819801794055, 7251.550779036752, 14236.383349287762, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1922, 2801, 8707, 0, 0, 0]","[(170.5682, 0.014, 6.666666666666668e-05), (50.855066666666666, 0.005, 0.0003333333333333334), (878.0062, 0.020333333333333335, 0.0052), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4124.4318, 1859.986, 999.9999333333334), (17129.144933333333, 1799.995, 1524.9996666666666), (33481.9938, 1882.6796666666667, 1333.7448), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.003661111111111111), (4, 0.0, 0.0018833333333333332), (8, 0.0, 0.019166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106338888888889), (16101, 51.900000000000006, 6.188116666666666), (32204, 58.2, 11.620833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[46.1156614544552, 28.659590224635895, 34.21885668177022, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[954.5282694296428, 2275.9034138623324, 2897.498501463997, 0, 0, 0]","[3074.471730570357, 5826.096586137668, 13213.501498536003, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1858, 2322, 5513, 0, 0, 0]","[(527.0834, 4.815333333333333, 0.023933333333333338), (11.8834, 0.0005333333333333334, 0.0012000000000000001), (1417.6736, 0.0088, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3767.9166, 1855.1846666666668, 999.9760666666666), (17168.1166, 1799.9994666666666, 1524.9988), (32942.3264, 1882.6912, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.007705555555555556), (2, 0.0, 0.0002111111111111111), (3, 0.0, 0.0017166666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.102294444444444), (16103, 51.900000000000006, 6.189788888888889), (32209, 58.2, 11.638283333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[43.931496649292626, 39.200197482103185, 22.580845385140588, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1591.6753517891757, 1617.6842445418902, 3188.1828737386377, 0, 0, 0]","[2437.3246482108243, 6484.31575545811, 12922.817126261361, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1770, 3176, 3638, 0, 0, 0]","[(434.2844, 1.9276666666666666, 0.02493333333333333), (21.8444, 0.0005333333333333334, 0.0013333333333333333), (1161.8217333333332, 0.0044666666666666665, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3860.7156, 1858.0723333333333, 999.9750666666666), (17158.1556, 1799.9994666666666, 1524.9986666666666), (33198.17826666667, 1882.6955333333333, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.006761111111111111), (5, 0.0, 0.00037777777777777777), (2, 0.04548333333333333, 0.01688333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.103238888888889), (16100, 51.900000000000006, 6.189622222222222), (32210, 58.154516666666666, 11.623116666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[52.146934723256386, 28.536163910145646, 34.6843771336354, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[1257.9220438257707, 1459.768279373831, 4290.1664290315275, 0, 0, 0]","[2771.0779561742293, 6642.231720626169, 11820.833570968472, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2101, 2312, 5588, 0, 0, 0]","[(516.5970666666667, 3.8504, 0.05813333333333333), (16.77666666666667, 0.0, 0.001), (1346.2395999999999, 0.004666666666666667, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3778.4029333333333, 1856.1496, 999.9418666666667), (17163.22333333333, 1800.0, 1524.999), (33013.7604, 1882.6953333333333, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.00031666666666666665, 0.007416666666666667), (4, 0.0, 5.555555555555557e-06), (4, 0.0, 0.0009166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09968333333333, 10.102583333333333), (16101, 51.900000000000006, 6.189994444444444), (32208, 58.2, 11.639083333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[54.33109952841896, 28.486793384349546, 52.54174166718391, 0.0, 0.0, 0.0]","[4, 2, 4, 0, 0, 0]","[1374.9703421330871, 836.0512759994466, 2527.447170622754, 0, 0, 0]","[2654.029657866913, 7265.948724000554, 13583.552829377246, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2189, 2308, 8465, 0, 0, 0]","[(543.8592, 3.0926, 0.06680000000000001), (72.70086666666668, 0.005533333333333332, 0.005066666666666666), (1450.4851999999998, 0.009000000000000001, 0.0009999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3751.1408, 1856.9074, 999.9332), (17107.299133333334, 1799.9944666666668, 1524.9949333333334), (32909.5148, 1882.691, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.014022222222222224), (4, 0.0, 0.0015666666666666672), (5, 0.0, 0.002022222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.095977777777778), (16101, 51.900000000000006, 6.188433333333333), (32207, 58.2, 11.637977777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[56.937205261851574, 20.377684522340164, 40.28924337409224, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[1029.920782787725, 1544.3541923815965, 4541.597998426327, 0, 0, 0]","[2999.0792172122747, 6557.6458076184035, 11569.402001573673, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2294, 1651, 6491, 0, 0, 0]","[(151.692, 0.04846666666666667, 0.011933333333333332), (320.1643333333334, 0.005333333333333333, 0.0042), (86.1136, 0.004733333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4143.308, 1859.9515333333334, 999.9880666666667), (16859.835666666666, 1799.9946666666667, 1524.9958), (34273.8864, 1882.6952666666666, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 1.666666666666667e-05, 0.0022), (6, 0.0, 0.0022333333333333333), (5, 0.0, 0.0017777777777777779), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.09998333333333, 10.1078), (16099, 51.900000000000006, 6.187766666666666), (32207, 58.2, 11.638222222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
19,"[49.664929262844375, 53.82621574919773, 28.18571162559742, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[815.5319210876539, 3658.8722040512116, 0, 0, 0, 0]","[3213.468078912346, 4443.127795948789, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2001, 4361, 4541, 0, 0, 0]","[(115.34213333333332, 0.04293333333333333, 0.0013333333333333333), (1521.1330666666668, 0.005866666666666667, 0.0057333333333333325), (66.4096, 0.0044666666666666665, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4179.657866666666, 1859.9570666666666, 999.9986666666666), (15658.866933333333, 1799.9941333333334, 1524.9942666666666), (34293.5904, 1882.6955333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0016277777777777777), (8, 0.0, 0.0025277777777777772), (3, 0.0, 0.0012166666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108372222222222), (16097, 51.900000000000006, 6.187472222222222), (32209, 58.2, 11.638783333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
20,"[45.6192603623728, 65.93433720069119, 0.0, 0.0, 0.0, 0.0]","[3, 5, 0, 0, 0, 0]","[854.4129183954794, 2908.730589949873, 0, 0, 0, 0]","[3174.587081604521, 5193.269410050127, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1838, 5342, 0, 0, 0, 0]","[(55.92293333333333, 0.004733333333333333, 0.0), (1586.1445999999999, 0.0058000000000000005, 0.006), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.077066666667, 1859.9952666666666, 1000.0), (15593.8554, 1799.9942, 1524.994), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0010166666666666666), (11, 0.0, 0.002455555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108983333333333), (16094, 51.900000000000006, 6.187544444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
21,"[46.363862000496404, 58.33127622809183, 27.83812302153808, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[931.2306899797454, 2016.8971314977334, 3680.515164853493, 0, 0, 0]","[3097.7693100202546, 6085.102868502267, 12430.484835146508, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1868, 4726, 4485, 0, 0, 0]","[(121.28413333333332, 0.004666666666666667, 0.0), (2537.5527333333334, 0.14286666666666667, 0.5963333333333333), (1277.8641333333335, 0.0002, 0.0013333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4173.715866666666, 1859.9953333333333, 1000.0), (14642.447266666666, 1799.8571333333334, 1524.4036666666666), (33082.135866666664, 1882.6998, 1333.7486666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0027166666666666667), (8, 0.005116666666666666, 0.18734444444444445), (3, 0.04596666666666667, 0.022066666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107283333333333), (16097, 51.89488333333334, 6.002655555555555), (32209, 58.15403333333334, 11.617933333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
22,"[46.58724249193348, 38.027647494445816, 58.264539755446584, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[833.3409497498747, 1774.9836307804142, 4201.480280482827, 0, 0, 0]","[3195.6590502501253, 6327.016369219586, 11909.519719517173, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1877, 3081, 9387, 0, 0, 0]","[(391.81680000000006, 0.004866666666666666, 6.666666666666668e-05), (1382.021866666667, 0.20006666666666667, 0.7410000000000001), (1266.0667999999998, 0.003533333333333333, 0.0028666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3903.1832, 1859.9951333333333, 999.9999333333334), (15797.978133333334, 1799.7999333333332, 1524.259), (33093.9332, 1882.6964666666668, 1333.7471333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.12083333333333332, 0.003966666666666667), (9, 0.0006, 0.11517777777777778), (8, 1.666666666666667e-05, 0.0033055555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 66.97916666666666, 10.106033333333333), (16096, 51.89940000000001, 6.074822222222222), (32204, 58.199983333333336, 11.636694444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
