interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[40.680069496152896, 42.95235744260676, 45.285829557445226, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[253.15647776580917, 2078.3626378394765, 1135.5979072025643, 0, 0, 0]","[3775.843522234191, 6023.6373621605235, 14975.402092797436, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1639, 3480, 7296, 0, 0, 0]","[(269.8326, 0.0, 0.0), (1178.0303333333331, 0.004533333333333333, 0.0016), (250.25939999999997, 0.0592, 0.020200000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025.1674, 1860.0, 1000.0), (16001.969666666668, 1799.9954666666667, 1524.9984), (34109.7406, 1882.6408000000001, 1333.7298), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0007277777777777777), (6, 0.0, 0.0019055555555555555), (6, 0.0021000000000000003, 0.0015), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109272222222222), (16099, 51.900000000000006, 6.188094444444444), (32206, 58.197900000000004, 11.638499999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[22.685529908165798, 67.90915823253518, 25.994662032151943, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[783.3834182178517, 3911.103734367755, 3738.20096050485, 0, 0, 0]","[3245.6165817821484, 4190.896265632246, 12372.79903949515, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[914, 5502, 4188, 0, 0, 0]","[(51.02993333333333, 0.00013333333333333334, 0.00013333333333333334), (2524.2705333333333, 0.005533333333333334, 0.0026666666666666666), (186.64600000000002, 0.05673333333333333, 0.023466666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4243.970066666667, 1859.9998666666668, 999.9998666666667), (14655.729466666668, 1799.9944666666668, 1524.9973333333332), (34173.354, 1882.6432666666667, 1333.7265333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00011666666666666667), (9, 0.037733333333333334, 0.017927777777777775), (4, 0.0, 0.0001388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109883333333332), (16096, 51.86226666666667, 6.172072222222222), (32208, 58.2, 11.63986111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[34.202035244477536, 62.14514934584054, 25.994662032151943, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[879.5761542399591, 3660.3249359264964, 1865.571789951444, 0, 0, 0]","[3149.423845760041, 4441.675064073504, 14245.428210048556, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1378, 5035, 4188, 0, 0, 0]","[(168.81933333333333, 0.0004, 0.0027333333333333333), (2614.4478666666664, 0.7951333333333334, 0.021133333333333334), (165.6744, 0.0538, 0.019133333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4126.180666666667, 1859.9996, 999.9972666666666), (14565.552133333334, 1799.2048666666667, 1524.9788666666666), (34194.3256, 1882.6462000000001, 1333.7308666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0004166666666666667, 0.0009333333333333333), (9, 0.00875, 0.0066500000000000005), (4, 0.0, 0.00018888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.109066666666665), (16096, 51.89125000000001, 6.18335), (32208, 58.2, 11.63981111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[34.772896500372305, 59.084176746482356, 27.335360933523678, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[1142.855319488553, 277.9961214515266, 1594.192548763792, 0, 0, 0]","[2886.144680511447, 7824.003878548473, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1401, 4787, 4404, 0, 0, 0]","[(151.34306666666666, 0.0, 0.0), (988.8048666666667, 0.0073999999999999995, 0.02333333333333333), (1381.3232000000003, 0.0136, 0.01966666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4143.656933333334, 1860.0, 1000.0), (16191.195133333333, 1799.9926, 1524.9766666666667), (32978.6768, 1882.6864, 1333.7303333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0008777777777777778), (7, 0.0007833333333333334, 0.0033055555555555555), (4, 0.04806666666666667, 0.016516666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109122222222222), (16098, 51.899216666666675, 6.186694444444444), (32208, 58.15193333333334, 11.623483333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[48.9451476793249, 10.639348309059491, 54.83830922971883, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[946.3854367364244, 0, 5473.586574343122, 0, 0, 0]","[3082.6145632635757, 8102, 10637.413425656878, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1972, 862, 8835, 0, 0, 0]","[(140.94426666666664, 0.0011333333333333334, 0.0086), (51.20493333333333, 0.0013333333333333333, 0.012333333333333335), (1188.3853333333332, 0.5357333333333333, 0.43946666666666656), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4154.055733333334, 1859.9988666666666, 999.9914), (17128.795066666666, 1799.9986666666666, 1524.9876666666667), (33171.61466666667, 1882.1642666666667, 1333.3105333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0004166666666666667, 0.0014388888888888889), (1, 0.0001, 0.0004777777777777777), (7, 0.0, 0.0026833333333333327), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.108561111111111), (16104, 51.8999, 6.189522222222222), (32205, 58.2, 11.637316666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[37.05634152395135, 27.067390767711675, 55.0183104711067, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[778.1880828492586, 1696.3147048914993, 7504.759653566676, 0, 0, 0]","[3250.8119171507415, 6405.6852951085, 8606.240346433324, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1493, 2193, 8864, 0, 0, 0]","[(82.13733333333334, 0.004933333333333334, 0.005666666666666666), (1578.4555333333337, 0.004866666666666667, 0.0016666666666666668), (1223.338, 0.0206, 0.024133333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4212.862666666667, 1859.9950666666666, 999.9943333333333), (15601.544466666666, 1799.9951333333333, 1524.9983333333332), (33136.662, 1882.6794, 1333.7258666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0012499999999999998), (5, 0.0, 0.0018722222222222222), (8, 0.0, 0.0012277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108749999999999), (16100, 51.900000000000006, 6.188127777777777), (32204, 58.2, 11.63877222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[37.45346239761728, 38.027647494445816, 55.0183104711067, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[739.5088876311224, 1589.5760650806224, 1865.571789951444, 0, 0, 0]","[3289.4911123688776, 6512.423934919378, 14245.428210048556, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1509, 3081, 8864, 0, 0, 0]","[(269.13353333333333, 0.008866666666666667, 0.012), (1245.6630666666667, 0.005333333333333334, 0.002266666666666667), (1663.7398, 0.36433333333333334, 0.03246666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025.866466666667, 1859.9911333333334, 999.988), (15934.336933333334, 1799.9946666666667, 1524.9977333333334), (32696.2602, 1882.3356666666666, 1333.7175333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002266666666666667), (6, 0.0, 0.0019555555555555554), (8, 0.0007166666666666667, 0.0012666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107733333333332), (16099, 51.900000000000006, 6.188044444444444), (32204, 58.199283333333334, 11.638733333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[50.63291139240506, 50.60478894100222, 42.244429271926016, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[810.5129101349866, 1392.871279219135, 4055.172672951144, 0, 0, 0]","[3218.4870898650133, 6709.1287207808655, 12055.827327048857, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2040, 4100, 6806, 0, 0, 0]","[(261.44433333333336, 0.012933333333333333, 0.006333333333333333), (2279.0350666666664, 0.0018, 0.002933333333333334), (196.9563333333333, 0.016066666666666667, 0.021133333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4033.5556666666666, 1859.9870666666666, 999.9936666666666), (14900.964933333333, 1799.9982, 1524.9970666666666), (34163.043666666665, 1882.6839333333335, 1333.7288666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0027055555555555557), (4, 0.0032, 0.0017666666666666666), (5, 0.0021000000000000003, 0.00030555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107294444444443), (16101, 51.896800000000006, 6.188233333333333), (32207, 58.197900000000004, 11.639694444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
19,"[51.352692975924555, 47.14885213527524, 60.60455589348892, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[695.9826863239379, 836.0512759994466, 3383.078803426273, 0, 0, 0]","[3333.0173136760623, 7265.948724000554, 12727.921196573727, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2069, 3820, 9764, 0, 0, 0]","[(317.3686, 0.013066666666666667, 0.0063999999999999994), (1262.8337333333334, 0.006666666666666665, 0.0058), (410.2536666666666, 0.015866666666666664, 0.021733333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3977.6314, 1859.9869333333334, 999.9936), (15917.166266666667, 1799.9933333333333, 1524.9942), (33949.746333333336, 1882.6841333333334, 1333.7282666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 1.666666666666667e-05, 0.0031111111111111114), (5, 0.0, 0.0017111111111111116), (8, 0.05556666666666666, 0.026749999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09998333333333, 10.106888888888887), (16100, 51.900000000000006, 6.188288888888889), (32204, 58.14443333333334, 11.613249999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
20,"[51.65053363117399, 48.76573685509751, 69.46806529700204, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[912.9432692011551, 1983.1911583955975, 3164.76177803409, 0, 0, 0]","[3116.056730798845, 6118.808841604403, 12946.23822196591, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2081, 3951, 11192, 0, 0, 0]","[(142.6058, 0.009733333333333333, 0.0005333333333333334), (132.81906666666669, 0.01, 0.004266666666666667), (432.4491333333334, 0.020466666666666664, 0.002466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4152.3942, 1859.9902666666667, 999.9994666666666), (17047.180933333333, 1799.99, 1524.9957333333334), (33927.550866666665, 1882.6795333333334, 1333.7475333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0028388888888888886), (5, 0.0, 0.001988888888888889), (11, 0.0641, 0.04467222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107161111111111), (16100, 51.900000000000006, 6.188011111111111), (32201, 58.1359, 11.595327777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 2, 1, 0, 0, 0]"
21,"[54.082898982377756, 58.65218464576648, 36.26093973061883, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[267.265353265069, 2305.0803408216884, 2460.2677275641345, 0, 0, 0]","[3761.734646734931, 5796.919659178311, 13650.732272435866, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2179, 4752, 5842, 0, 0, 0]","[(106.2548, 0.004599999999999999, 6.666666666666668e-05), (86.6816, 0.0098, 0.0037999999999999996), (345.3306, 0.0005333333333333334, 0.0006), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4188.7452, 1859.9954, 999.9999333333334), (17093.3184, 1799.9902, 1524.9962), (34014.6694, 1882.6994666666667, 1333.7494), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0012333333333333335), (6, 0.0, 0.0024444444444444444), (5, 0.06125, 0.02557777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108766666666666), (16099, 51.900000000000006, 6.187555555555555), (32207, 58.13875, 11.61442222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 2, 1, 0, 0, 0]"
