interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[44.25415735914619, 23.685509750678847, 45.267208739370616, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1084.1681096365571, 1054.6006219267279, 3941.2255077392065, 0, 0, 0]","[2944.8318903634427, 7047.399378073273, 12169.774492260793, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1783, 1919, 7293, 0, 0, 0]","[(89.21493333333333, 0.0, 0.0), (34.25326666666667, 0.0028, 0.0046), (178.21333333333334, 0.004733333333333333, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.785066666666, 1860.0, 1000.0), (17145.746733333333, 1799.9972, 1524.9954), (34181.78666666667, 1882.6952666666666, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 5e-05, 0.0006777777777777778), (3, 0.0, 0.0032444444444444443), (9, 0.04616666666666666, 0.017644444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09994999999999, 10.109322222222222), (16102, 51.900000000000006, 6.186755555555555), (32203, 58.15383333333334, 11.622355555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[37.602382725241995, 38.533695383855836, 35.21196697908262, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[636.9106726179365, 538.4606800435287, 2440.057618310747, 0, 0, 0]","[3392.0893273820634, 7563.539319956471, 13670.942381689252, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1515, 3122, 5673, 0, 0, 0]","[(77.89953333333332, 0.004666666666666667, 6.666666666666668e-05), (92.97313333333332, 0.0028666666666666667, 0.005733333333333333), (75.62819999999999, 0.004733333333333333, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4217.100466666667, 1859.9953333333333, 999.9999333333334), (17087.026866666667, 1799.9971333333333, 1524.9942666666666), (34284.3718, 1882.6952666666666, 1333.7488), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0012833333333333332), (6, 0.0, 0.0030944444444444444), (6, 0.0, 0.0015833333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108716666666666), (16099, 51.900000000000006, 6.186905555555555), (32206, 58.2, 11.638416666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[33.780094316207496, 25.20365341890891, 47.669294270994975, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[580.3362148141778, 735.4592293782081, 2783.059948015383, 0, 0, 0]","[3448.6637851858222, 7366.540770621792, 13327.940051984617, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1361, 2042, 7680, 0, 0, 0]","[(121.98333333333332, 0.10946666666666666, 0.0254), (240.47313333333335, 0.0008, 0.014533333333333332), (1369.5268666666668, 0.004733333333333333, 0.0018666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4173.016666666666, 1859.8905333333332, 999.9746), (16939.526866666667, 1799.9992, 1524.9854666666668), (32990.47313333333, 1882.6952666666666, 1333.7481333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.08217777777777777), (5, 0.10851666666666665, 0.029244444444444448), (7, 0.0, 0.0011944444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.027822222222222), (16100, 51.79148333333334, 6.160755555555555), (32205, 58.2, 11.638805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[37.00670141474311, 23.426314490249318, 34.96989634411272, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[520.5595806201562, 1098.6487788948416, 4171.227374181455, 0, 0, 0]","[3508.4404193798437, 7003.351221105158, 11939.772625818545, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1491, 1898, 5634, 0, 0, 0]","[(463.12019999999995, 1.483933333333333, 0.009866666666666666), (548.0547333333333, 0.005066666666666667, 0.0073999999999999995), (1194.2401333333332, 0.004733333333333333, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3831.8798, 1858.5160666666666, 999.9901333333333), (16631.945266666666, 1799.9949333333334, 1524.9926), (33165.75986666667, 1882.6952666666666, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.08608333333333333), (5, 0.3453333333333333, 0.022855555555555553), (6, 0.04548333333333333, 0.01721666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.023916666666667), (16100, 51.55466666666667, 6.167144444444444), (32206, 58.154516666666666, 11.622783333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[25.812856788284932, 44.310046901999506, 34.96989634411272, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[904.7682905805116, 2211.816192770844, 1243.3762609418175, 0, 0, 0]","[3124.2317094194887, 5890.183807229156, 14867.623739058183, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1040, 3590, 5634, 0, 0, 0]","[(360.1414666666667, 0.6480666666666667, 0.003466666666666667), (393.5194, 0.0042, 0.006799999999999999), (1336.4966, 0.005, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3934.858533333333, 1859.3519333333334, 999.9965333333333), (16786.4806, 1799.9958, 1524.9932), (33023.5034, 1882.695, 1333.7488), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0002611111111111111), (10, 0.04408333333333333, 0.013444444444444443), (6, 0.0, 0.0017555555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109738888888888), (16095, 51.85591666666667, 6.176555555555555), (32206, 58.2, 11.638244444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[41.523951352692976, 44.310046901999506, 10.409037303705542, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[1100.769438781936, 1490.0575868227747, 0, 0, 0, 0]","[2928.230561218064, 6611.942413177225, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1673, 3590, 1677, 0, 0, 0]","[(1246.6676666666667, 0.6457333333333334, 0.0057333333333333325), (348.38779999999997, 0.0037999999999999996, 0.0034666666666666665), (8.3886, 0.004733333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3048.3323333333333, 1859.3542666666667, 999.9942666666667), (16831.6122, 1799.9962, 1524.9965333333334), (34351.6114, 1882.6952666666666, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00032777777777777775), (10, 0.07365, 0.01297222222222222), (3, 0.0, 0.0010444444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10967222222222), (16095, 51.826350000000005, 6.177027777777777), (32209, 58.2, 11.638955555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[46.1156614544552, 34.88027647494446, 21.07876606045559, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[413.8959424085754, 1134.0075608188852, 2931.0079581311975, 0, 0, 0]","[3615.1040575914244, 6967.992439181115, 13179.992041868802, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1858, 2826, 3396, 0, 0, 0]","[(996.4517333333333, 6.666666666666668e-05, 0.0008), (101.44886666666666, 0.004666666666666667, 0.00013333333333333334), (349.525, 0.016466666666666664, 0.009866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3298.5482666666667, 1859.9999333333333, 999.9992), (17078.551133333334, 1799.9953333333333, 1524.9998666666668), (34010.475, 1882.6835333333333, 1333.7401333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 7.222222222222222e-05), (7, 0.0, 0.001838888888888889), (5, 0.0, 0.016005555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109927777777777), (16098, 51.900000000000006, 6.188161111111111), (32207, 58.2, 11.623994444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[45.94192107222636, 38.175759071834115, 45.844454099683446, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[869.96036598205, 2260.417402882539, 5866.507810861085, 0, 0, 0]","[3159.03963401795, 5841.582597117461, 10244.492189138915, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1851, 3093, 7386, 0, 0, 0]","[(3.844133333333333, 0.0, 0.0), (238.725, 0.06413333333333333, 0.0284), (2983.5471333333335, 0.011466666666666667, 0.007933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4291.155866666667, 1860.0, 1000.0), (16941.275, 1799.9358666666667, 1524.9716), (31376.452866666667, 1882.6885333333335, 1333.7420666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 1.6666666666666667e-05), (5, 0.0, 0.006022222222222223), (8, 0.045983333333333334, 0.034244444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109983333333332), (16100, 51.900000000000006, 6.183977777777777), (32204, 58.15401666666667, 11.605755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
19,"[59.59295110449243, 38.175759071834115, 45.844454099683446, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[1061.4796502251818, 0, 3430.1604799170486, 0, 0, 0]","[2967.520349774818, 8102, 12680.839520082951, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2401, 3093, 7386, 0, 0, 0]","[(392.34119999999996, 1.3948666666666665, 0.0056), (239.7733333333333, 0.06346666666666667, 0.028000000000000004), (2550.1357333333335, 0.008666666666666666, 0.006866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3902.6588, 1858.6051333333332, 999.9944), (16940.226666666666, 1799.9365333333333, 1524.972), (31809.864266666667, 1882.6913333333334, 1333.7431333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00968888888888889), (5, 0.0, 0.0022956349206349207), (8, 0.04548333333333333, 0.038072222222222216), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.100311111111111), (16100, 51.900000000000006, 6.187704365079364), (32204, 58.154516666666666, 11.601927777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
20,"[52.692975924547035, 31.671192298197976, 64.5521693253057, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[929.9234086888848, 1307.036107641666, 6446.667778392242, 0, 0, 0]","[3099.0765913111154, 6794.963892358334, 9664.332221607758, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2123, 2566, 10400, 0, 0, 0]","[(355.8158, 0.6480666666666667, 0.003466666666666667), (39.146800000000006, 0.004733333333333333, 6.666666666666668e-05), (2715.1117999999997, 0.02593333333333333, 0.012066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3939.1842, 1859.3519333333334, 999.9965333333333), (17140.8532, 1799.9952666666666, 1524.9999333333333), (31644.8882, 1882.6740666666667, 1333.7379333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00031666666666666665), (2, 0.0, 0.0016055555555555554), (9, 0.0, 0.018355555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109683333333333), (16103, 51.900000000000006, 6.188394444444444), (32203, 58.2, 11.621644444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
21,"[50.95557210225863, 41.66872377190817, 41.60511451803116, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[796.9379599004247, 1684.7069577138616, 3527.8775137880402, 0, 0, 0]","[3232.0620400995754, 6417.293042286138, 12583.12248621196, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2053, 3376, 6703, 0, 0, 0]","[(335.2807333333333, 0.6452, 0.0048), (59.06920000000001, 0.004866666666666667, 0.00020000000000000004), (455.7806, 0.020666666666666667, 0.006066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3959.719266666667, 1859.3548, 999.9952), (17120.9308, 1799.9951333333333, 1524.9998), (33904.2194, 1882.6793333333335, 1333.7439333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00025), (3, 0.0, 0.0014944444444444445), (6, 1.666666666666667e-05, 0.019927777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10975), (16102, 51.900000000000006, 6.1885055555555555), (32206, 58.199983333333336, 11.620072222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
