interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[40.63042938694465, 38.97803011602073, 39.84855067965986, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[935.3689323311421, 1846.023483399515, 5996.2655252327095, 0, 0, 0]","[3093.631067668858, 6255.976516600485, 10114.73447476729, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1637, 3158, 6420, 0, 0, 0]","[(20.7956, 0.0044, 0.0024000000000000002), (194.422, 0.0007333333333333332, 0.0007999999999999999), (543.1614, 0.0118, 0.006533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.2044, 1859.9956, 999.9976), (16985.578, 1799.9992666666667, 1524.9992), (33816.8386, 1882.6882, 1333.7434666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.042083333333333334, 0.015061111111111114), (6, 1.666666666666667e-05, 0.0008444444444444443), (6, 1.666666666666667e-05, 0.02431111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.05791666666666, 10.094938888888889), (16099, 51.89998333333334, 6.189155555555555), (32206, 58.199983333333336, 11.615688888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[41.72251178952593, 37.44754381634164, 53.46036869219788, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[837.6471149544371, 1308.7362001653817, 3425.223817171516, 0, 0, 0]","[3191.3528850455627, 6793.263799834618, 12685.776182828484, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1681, 3034, 8613, 0, 0, 0]","[(29.490066666666667, 0.00013333333333333334, 0.00013333333333333334), (207.35486666666668, 0.017800000000000003, 0.004866666666666667), (601.2695333333334, 0.008733333333333333, 0.006066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.509933333334, 1859.9998666666668, 999.9998666666667), (16972.64513333333, 1799.9822, 1524.9951333333333), (33758.73046666667, 1882.6912666666667, 1333.7439333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0002444444444444445), (4, 0.0014333333333333331, 0.0009222222222222223), (8, 3.333333333333334e-05, 0.024533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109755555555555), (16101, 51.898566666666675, 6.1890777777777775), (32204, 58.19996666666667, 11.615466666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[37.99950359890792, 32.31300913354727, 40.407175221898086, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[402.28150195452315, 1876.593129299256, 3214.9892969291795, 0, 0, 0]","[3626.7184980454767, 6225.406870700745, 12896.01070307082, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1531, 2618, 6510, 0, 0, 0]","[(38.05339999999999, 0.0, 0.0), (436.4688666666666, 0.007333333333333333, 0.2108), (70.86573333333334, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.9466, 1860.0, 1000.0), (16743.531133333334, 1799.9926666666668, 1524.7892), (34289.13426666667, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00020555555555555556), (5, 0.21001666666666666, 0.11865555555555558), (6, 0.0, 0.0012555555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109794444444445), (16100, 51.68998333333334, 6.071344444444444), (32206, 58.2, 11.638744444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[35.93943906676595, 46.30955319674154, 25.585004034510582, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[431.82754378726725, 1074.8969040677582, 1929.1756166240234, 0, 0, 0]","[3597.172456212733, 7027.103095932242, 14181.824383375977, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1448, 3752, 4122, 0, 0, 0]","[(22.762266666666665, 0.0006666666666666666, 0.005866666666666666), (959.5329999999999, 7.674799999999999, 2.692333333333333), (50.2436, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4272.237733333333, 1859.9993333333334, 999.9941333333334), (16220.467, 1792.3252, 1522.3076666666666), (34309.7564, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0007222222222222222), (7, 0.058233333333333324, 0.06876666666666667), (4, 0.0, 0.001138888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109277777777777), (16098, 51.84176666666667, 6.121233333333333), (32208, 58.2, 11.63886111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[26.110697443534374, 42.95235744260676, 47.656880392278566, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[913.7349318850312, 2476.0019095926577, 4485.491145981381, 0, 0, 0]","[3115.265068114969, 5625.998090407342, 11625.508854018619, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1052, 3480, 7678, 0, 0, 0]","[(46.39833333333334, 4.129666666666666, 4.147200000000001), (669.6895999999999, 19.004533333333335, 2.4872666666666667), (226.4916, 0.022999999999999996, 0.007066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.6016666666665, 1855.8703333333333, 995.8528), (16510.3104, 1780.9954666666667, 1522.5127333333332), (34133.5084, 1882.6770000000001, 1333.7429333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00013333333333333334), (6, 0.0, 0.0053), (7, 0.11005, 0.052199999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109866666666665), (16099, 51.900000000000006, 6.184699999999999), (32205, 58.08995, 11.5878), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[43.832216430876144, 42.95235744260676, 35.683694370306, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[378.1870719872736, 1126.8386350113344, 3274.932090910695, 0, 0, 0]","[3650.8129280127264, 6975.161364988666, 12836.067909089305, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1766, 3480, 5749, 0, 0, 0]","[(69.49515714285714, 12.107800000000003, 12.144999999999998), (413.1384, 16.1096, 2.580733333333333), (162.17913333333334, 0.022800000000000004, 0.009666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4225.504842857143, 1847.8922, 987.855), (16766.8616, 1783.8904, 1522.4192666666668), (34197.82086666667, 1882.6772, 1333.7403333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0002619047619047619), (6, 0.04748333333333333, 0.0189), (5, 0.00315, 0.0017833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109738095238095), (16099, 51.85251666666667, 6.171099999999999), (32207, 58.196850000000005, 11.638216666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[31.29808885579548, 39.706245371513205, 44.29892619949103, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[620.8906222193348, 2984.8969055409034, 3194.4572188096145, 0, 0, 0]","[3408.1093777806655, 5117.103094459097, 12916.542781190386, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1261, 3217, 7137, 0, 0, 0]","[(66.97706666666667, 10.310933333333333, 10.301533333333332), (92.27406666666666, 0.00013333333333333334, 0.0036666666666666666), (1257.5912, 0.005333333333333333, 0.0055333333333333345), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4228.022933333334, 1849.6890666666666, 989.6984666666667), (17087.725933333335, 1799.9998666666668, 1524.9963333333333), (33102.4088, 1882.6946666666668, 1333.7444666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.007666666666666668), (6, 0.0, 0.00039444444444444444), (8, 0.0032, 0.0036), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.102333333333332), (16099, 51.900000000000006, 6.189605555555555), (32204, 58.1968, 11.636399999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[39.166046165301566, 50.938039990125894, 31.68642542362361, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1361.5178246029166, 2479.0399461599086, 2386.0148020011047, 0, 0, 0]","[2667.4821753970837, 5622.960053840092, 13724.985197998896, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1578, 4127, 5105, 0, 0, 0]","[(80.95766666666668, 0.03846666666666667, 0.0015333333333333332), (103.98253333333334, 0.0, 0.0005333333333333334), (1219.1436666666666, 0.005, 0.0056), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4214.042333333333, 1859.9615333333334, 999.9984666666667), (17076.017466666668, 1800.0, 1524.9994666666666), (33140.85633333334, 1882.695, 1333.7444), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0006500000000000001), (8, 0.0, 0.00041666666666666664), (7, 0.0, 0.0025277777777777772), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10935), (16097, 51.900000000000006, 6.189583333333333), (32205, 58.2, 11.637472222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
19,"[54.75304045668901, 36.84275487533942, 31.295388244056856, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[424.2092031852845, 783.4136523027976, 2027.360899640445, 0, 0, 0]","[3604.7907968147156, 7318.586347697203, 14083.639100359555, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2206, 2985, 5042, 0, 0, 0]","[(248.20526666666666, 0.06666666666666667, 0.029666666666666664), (162.52806666666666, 0.0, 0.0), (1269.4754666666665, 0.01, 0.0088), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4046.794733333333, 1859.9333333333334, 999.9703333333333), (17017.471933333334, 1800.0, 1525.0), (33090.52453333334, 1882.69, 1333.7412), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0009166666666666666), (7, 0.0, 0.002711111111111111), (5, 0.0, 0.005061111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109083333333333), (16098, 51.900000000000006, 6.187288888888888), (32207, 58.2, 11.634938888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
20,"[45.24695954331099, 47.85238212786966, 44.907206256594876, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[878.4869587470421, 2203.804606113111, 2283.712165412226, 0, 0, 0]","[3150.513041252958, 5898.195393886889, 13827.287834587774, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1823, 3877, 7235, 0, 0, 0]","[(283.81399999999996, 0.004733333333333333, 6.666666666666668e-05), (1409.2852, 0.0016666666666666668, 0.0007999999999999999), (2573.9034666666666, 0.5362666666666667, 0.4428666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4011.186, 1859.9952666666666, 999.9999333333334), (15770.7148, 1799.9983333333332, 1524.9992), (31786.096533333333, 1882.1637333333333, 1333.3071333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0013666666666666666), (7, 0.0, 0.004638888888888888), (6, 0.0, 0.004133333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108633333333334), (16098, 51.900000000000006, 6.185361111111111), (32206, 58.2, 11.635866666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
21,"[57.18540580789278, 34.80622068625031, 33.59195580659177, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[384.2661505437094, 1289.1737814460512, 2939.5965285047123, 0, 0, 0]","[3644.7338494562905, 6812.826218553949, 13171.403471495287, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2304, 2820, 5412, 0, 0, 0]","[(237.93826666666666, 4.134066666666667, 4.1416666666666675), (1231.7262, 6.666666666666668e-05, 0.0012666666666666668), (1179.2979333333333, 0.009666666666666667, 0.005533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4057.0617333333334, 1855.8659333333333, 995.8583333333333), (15948.273799999999, 1799.9999333333333, 1524.9987333333333), (33180.702066666665, 1882.6903333333335, 1333.7444666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0013055555555555555), (5, 0.0, 0.0038777777777777777), (4, 0.0, 0.003722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108694444444444), (16100, 51.900000000000006, 6.186122222222222), (32208, 58.2, 11.636277777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
