interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[50.03723008190618, 36.6823006665021, 30.45745143069952, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[917.1209399692848, 604.8833407955718, 2647.7836930219532, 0, 0, 0]","[3111.879060030715, 7497.116659204428, 13463.216306978047, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2016, 2972, 4907, 0, 0, 0]","[(108.35166666666669, 0.0118, 0.004866666666666667), (831.8687333333332, 0.10000000000000002, 0.27513333333333334), (155.36333333333334, 0.051533333333333334, 0.055333333333333325), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4186.6483333333335, 1859.9882, 999.9951333333333), (16348.131266666667, 1799.9, 1524.7248666666667), (34204.636666666665, 1882.6484666666668, 1333.6946666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0009166666666666666, 0.0059388888888888885), (8, 0.10369999999999999, 0.0632), (3, 1.666666666666667e-05, 0.0028944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09908333333333, 10.104061111111111), (16097, 51.7963, 6.126799999999999), (32209, 58.199983333333336, 11.637105555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[49.56564904442789, 23.35225870155517, 41.12718018744957, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[439.1948243283037, 942.4595910108283, 5611.071673465555, 0, 0, 0]","[3589.8051756716964, 7159.540408989172, 10499.928326534446, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1997, 1892, 6626, 0, 0, 0]","[(144.00366666666667, 0.011733333333333333, 0.005533333333333334), (580.211, 0.010333333333333333, 0.21173333333333333), (135.09086666666667, 0.05373333333333333, 0.05586666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4150.9963333333335, 1859.9882666666667, 999.9944666666667), (16599.789, 1799.9896666666666, 1524.7882666666667), (34224.909133333334, 1882.6462666666666, 1333.6941333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.05473333333333333, 0.023955555555555556), (5, 0.2107, 0.12159444444444446), (4, 0.0, 0.008633333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.04526666666666, 10.086044444444443), (16100, 51.6893, 6.068405555555555), (32208, 58.2, 11.631366666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[25.639116406056097, 47.321648975561594, 41.12718018744957, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[863.6512438199021, 1342.8018730580175, 0, 0, 0, 0]","[3165.348756180098, 6759.198126941983, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1033, 3834, 6626, 0, 0, 0]","[(15.029, 0.004733333333333333, 0.0), (753.2252, 0.09586666666666667, 0.29013333333333335), (340.7864, 0.053933333333333326, 0.05679999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4279.971, 1859.9952666666666, 1000.0), (16426.7748, 1799.9041333333332, 1524.7098666666666), (34019.2136, 1882.6460666666667, 1333.6932), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0015499999999999997), (9, 0.07023333333333333, 0.05507777777777778), (4, 1.666666666666667e-05, 0.00536111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10845), (16096, 51.82976666666667, 6.1349222222222215), (32208, 58.199983333333336, 11.634638888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[37.47828245222139, 23.969390274006418, 20.110483520576004, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[470.43961153182295, 1675.8049682585345, 3228.807264765248, 0, 0, 0]","[3558.560388468177, 6426.195031741466, 12882.192735234752, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1510, 1942, 3240, 0, 0, 0]","[(58.71913333333334, 0.004666666666666667, 0.0), (174.23719999999997, 0.0862, 0.0854), (318.76613333333336, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.280866666667, 1859.9953333333333, 1000.0), (17005.7628, 1799.9138, 1524.9146), (34041.23386666667, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.001172222222222222), (4, 0.0001, 0.0006444444444444443), (6, 0.0, 0.0007), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108827777777778), (16101, 51.8999, 6.189355555555555), (32206, 58.2, 11.639299999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[25.09307520476545, 47.59318686744014, 20.110483520576004, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[770.4889867049516, 1914.6853713306891, 1605.3328675697371, 0, 0, 0]","[3258.5110132950485, 6187.314628669311, 14505.667132430262, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1011, 3856, 3240, 0, 0, 0]","[(96.81753333333333, 0.08446666666666666, 0.004733333333333333), (130.72079999999997, 0.08760000000000003, 0.08739999999999999), (148.19853333333333, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.182466666667, 1859.9155333333333, 999.9952666666667), (17049.2792, 1799.9124, 1524.9126), (34211.801466666664, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.08109444444444444), (9, 0.0001, 0.00055), (6, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.028905555555555), (16096, 51.8999, 6.18945), (32206, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[36.60958054107719, 23.62379659343372, 32.679535720936, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[463.43512885869814, 619.0897314485429, 5251.756636232198, 0, 0, 0]","[3565.564871141302, 7482.910268551457, 10859.243363767802, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1475, 1914, 5265, 0, 0, 0]","[(177.55746666666667, 0.08493333333333333, 0.006933333333333334), (3.057733333333333, 0.0, 0.001), (355.8156, 0.019533333333333333, 0.0016), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4117.442533333333, 1859.9150666666667, 999.9930666666667), (17176.942266666665, 1800.0, 1524.999), (34004.1844, 1882.6804666666667, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.07625), (5, 0.0, 0.0), (8, 0.051166666666666666, 0.03749444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.03375), (16100, 51.900000000000006, 6.1899999999999995), (32204, 58.148833333333336, 11.602505555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[27.500620501365102, 39.26191063934831, 46.70721867047359, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[823.7806147681006, 1711.249520804272, 2086.322616089701, 0, 0, 0]","[3205.2193852318997, 6390.750479195728, 14024.677383910299, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1108, 3181, 7525, 0, 0, 0]","[(383.0786666666668, 0.5536, 0.16226666666666667), (936.028, 0.0002, 0.002), (557.1424, 0.0007333333333333333, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3911.921333333333, 1859.4464, 999.8377333333333), (16243.972, 1799.9998, 1524.998), (33802.8576, 1882.6992666666667, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0046722222222222234), (8, 0.0, 0.0004333333333333333), (9, 0.06125, 0.032072222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.105327777777777), (16097, 51.900000000000006, 6.189566666666666), (32203, 58.13875, 11.607927777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[44.13005708612559, 26.647741298444828, 24.356030041586493, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[426.29443601757237, 1691.17959032218, 1664.9500654494054, 0, 0, 0]","[3602.7055639824275, 6410.82040967782, 14446.049934550594, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1778, 2159, 3924, 0, 0, 0]","[(552.0735999999999, 0.023999999999999994, 0.03366666666666667), (1251.2993333333334, 0.0, 0.0009333333333333332), (153.0916, 0.00013333333333333334, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3742.9264000000003, 1859.976, 999.9663333333333), (15928.700666666668, 1800.0, 1524.9990666666667), (34206.9084, 1882.6998666666668, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0004166666666666667, 0.004311111111111111), (6, 0.0, 0.00045), (3, 1.666666666666667e-05, 0.0027333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.105688888888888), (16099, 51.900000000000006, 6.18955), (32209, 58.199983333333336, 11.637266666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
19,"[29.833705634152395, 49.716119476672425, 10.32834709204891, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[1200.7067989402076, 1584.7928730576698, 0, 0, 0, 0]","[2828.2932010597924, 6517.20712694233, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1202, 4028, 1664, 0, 0, 0]","[(450.1875333333334, 0.006866666666666667, 0.018133333333333335), (2162.8599999999997, 0.0, 0.0015999999999999999), (2.097, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3844.8124666666668, 1859.9931333333334, 999.9818666666666), (15017.14, 1800.0, 1524.9984), (34357.903, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.03247222222222222), (11, 0.0, 0.0012388888888888888), (2, 0.0, 0.00014444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.077527777777778), (16094, 51.900000000000006, 6.188761111111111), (32210, 58.2, 11.639855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
20,"[44.65127823281211, 23.068378178227597, 24.461548010675934, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[876.347736253326, 917.7449436151724, 3018.380696781301, 0, 0, 0]","[3152.652263746674, 7184.255056384827, 13092.619303218698, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1799, 1869, 3941, 0, 0, 0]","[(361.9322666666667, 0.0084, 0.02693333333333333), (1015.3697333333334, 0.0005333333333333334, 0.0009333333333333332), (1269.4754, 0.016066666666666667, 0.02273333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3933.0677333333333, 1859.9916, 999.9730666666667), (16164.630266666667, 1799.9994666666666, 1524.9990666666667), (33090.5246, 1882.6839333333335, 1333.7272666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.005166666666666667), (5, 0.0, 0.0006388888888888888), (3, 0.0, 0.00011111111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.104833333333334), (16100, 51.900000000000006, 6.18936111111111), (32209, 58.2, 11.639888888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
21,"[40.53114916852817, 22.784497654900022, 34.55403140711315, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[439.0876958201859, 1517.5980351678436, 3049.8031199098696, 0, 0, 0]","[3589.912304179814, 6584.401964832156, 13061.19688009013, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1633, 1846, 5567, 0, 0, 0]","[(161.567, 0.005200000000000001, 0.0002666666666666667), (16.077466666666666, 0.0, 0.0), (1221.2407333333333, 0.012666666666666665, 0.01846666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4133.433, 1859.9948, 999.9997333333333), (17163.922533333334, 1800.0, 1525.0), (33138.75926666667, 1882.6873333333333, 1333.7315333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0026499999999999996), (4, 0.0, 0.0007222222222222221), (5, 0.0, 0.0002111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10735), (16101, 51.900000000000006, 6.189277777777777), (32207, 58.2, 11.639788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
22,"[36.28691983122363, 50.2468526289805, 23.604990379243993, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[867.2719517193757, 2882.5610225565197, 0, 0, 0, 0]","[3161.7280482806245, 5219.43897744348, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1462, 4071, 3803, 0, 0, 0]","[(39.8456, 0.004666666666666667, 0.0), (100.31186666666665, 0.005066666666666666, 0.0014), (212.51086666666663, 0.0136, 0.018666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4255.1544, 1859.9953333333333, 1000.0), (17079.688133333333, 1799.9949333333334, 1524.9986), (34147.489133333336, 1882.6864, 1333.7313333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0010333333333333334), (8, 0.0, 0.0030888888888888893), (4, 0.0021000000000000003, 0.0004111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108966666666666), (16097, 51.900000000000006, 6.186911111111111), (32208, 58.197900000000004, 11.639588888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
